Year,CitingField,NumOutgoingCitations,CitedField,NumIncomingCitations
1997.0,95457728,73178,95457728,170325
1936.0,15744967,4948,15744967,31761
1909.0,127413603,66,127413603,4631
2001.0,86803240,5938470,86803240,11448958
2008.0,144133560,1063116,144133560,993347
2005.0,71924100,7800590,71924100,11080813
1960.0,127413603,15321,127413603,54810
1965.0,39432304,18373,39432304,80641
1935.0,33923547,1371,33923547,37102
1989.0,138885662,34451,138885662,90329
1966.0,142362112,9333,142362112,40068
1944.0,192562407,16210,192562407,53505
1894.0,185592680,1517,185592680,13300
1966.0,144024400,4669,144024400,78679
1957.0,144133560,903,144133560,10967
1990.0,144024400,108810,144024400,490965
1997.0,17744445,158085,17744445,555377
2017.0,33923547,3280779,33923547,963556
1960.0,205649164,5378,205649164,42755
1976.0,162324750,30155,162324750,217840
1914.0,185592680,3797,185592680,18599
1985.0,95457728,33495,95457728,110769
1907.0,127313418,89,127313418,4730
1955.0,142362112,3666,142362112,19343
2001.0,144133560,358265,144133560,964089
2015.0,144133560,2038122,144133560,543479
2010.0,95457728,245813,95457728,147355
1890.0,185592680,546,185592680,6460
1933.0,127413603,707,127413603,33703
1994.0,144133560,95844,144133560,481979
1989.0,127313418,261113,127313418,647491
1950.0,121332964,13148,121332964,94230
1866.0,138885662,23,138885662,337
1912.0,86803240,2084,86803240,20905
1978.0,144024400,34140,144024400,198387
1886.0,185592680,469,185592680,7063
1904.0,71924100,2145,71924100,15235
1920.0,15744967,564,15744967,10171
2013.0,127413603,6063085,127413603,2792888
1994.0,121332964,582686,121332964,1460903
1986.0,71924100,1182501,71924100,3090020
2014.0,121332964,3875982,121332964,2102924
2019.0,33923547,2694374,33923547,333954
1963.0,39432304,16250,39432304,74728
2019.0,17744445,1609650,17744445,152465
1942.0,192562407,6068,192562407,52081
1923.0,17744445,188,17744445,5532
1915.0,15744967,363,15744967,3719
1996.0,144024400,212852,144024400,674603
1974.0,33923547,115254,33923547,633830
1975.0,205649164,21309,205649164,99565
1960.0,15744967,27691,15744967,241122
1909.0,71924100,2788,71924100,20126
1897.0,71924100,970,71924100,9516
1955.0,33923547,10081,33923547,175289
2002.0,138885662,154813,138885662,140514
1924.0,86803240,5122,86803240,36418
1954.0,192562407,64561,192562407,257515
1943.0,185592680,22021,185592680,97039
1893.0,185592680,1419,185592680,8097
1945.0,15744967,5942,15744967,35890
1950.0,205649164,2738,205649164,24993
1940.0,95457728,726,95457728,12852
1902.0,71924100,2654,71924100,14283
1960.0,162324750,1098,162324750,40751
2012.0,17744445,1592509,17744445,609109
1967.0,86803240,241260,86803240,826064
1967.0,162324750,5499,162324750,72605
1898.0,121332964,253,121332964,2533
1939.0,39432304,597,39432304,9416
1800.0,127413603,1,127413603,106
,17744445,1536,17744445,526
2000.0,192562407,1754840,192562407,3936010
1999.0,205649164,199543,205649164,520499
1971.0,33923547,85532,33923547,522817
1948.0,71924100,51930,71924100,209899
1976.0,205649164,24531,205649164,113242
1967.0,144133560,2698,144133560,43554
1942.0,142362112,1786,142362112,9464
1981.0,192562407,428363,192562407,1237509
1968.0,138885662,15247,138885662,40758
1979.0,138885662,19173,138885662,70972
1927.0,86803240,9043,86803240,48855
2020.0,144133560,3327231,144133560,123955
1900.0,192562407,133,192562407,9342
1919.0,39432304,61,39432304,4463
2007.0,205649164,814726,205649164,790088
1998.0,71924100,3430595,71924100,7402450
1983.0,39432304,77538,39432304,255313
1895.0,86803240,492,86803240,9459
1967.0,71924100,248092,71924100,767446
1981.0,41008148,125972,41008148,667123
1963.0,71924100,180569,71924100,574075
2015.0,95457728,303946,95457728,70349
1889.0,138885662,161,138885662,1510
1981.0,39432304,62685,39432304,220341
1922.0,185592680,6075,185592680,31082
1885.0,86803240,106,86803240,3950
1940.0,41008148,515,41008148,17196
1901.0,138885662,260,138885662,8246
1994.0,15744967,791712,15744967,2225180
2014.0,144024400,1747513,144024400,613369
1977.0,17744445,26319,17744445,154206
1949.0,121332964,9645,121332964,92412
1877.0,127413603,1,127413603,128
1940.0,127313418,1589,127313418,15594
1883.0,185592680,412,185592680,6999
,144024400,1381,144024400,705
1913.0,15744967,428,15744967,7074
1948.0,144024400,570,144024400,17694
1919.0,15744967,256,15744967,5240
1937.0,17744445,322,17744445,7540
1915.0,144133560,17,144133560,789
1921.0,41008148,62,41008148,13909
1898.0,95457728,62,95457728,2817
1881.0,71924100,178,71924100,3612
1933.0,41008148,160,41008148,16483
1908.0,15744967,50,15744967,10354
1942.0,144133560,115,144133560,1581
1912.0,15744967,356,15744967,6596
1930.0,144133560,8,144133560,1432
1927.0,162324750,27,162324750,4427
1888.0,138885662,110,138885662,1338
1887.0,127313418,20,127313418,1246
1883.0,142362112,20,142362112,2929
1935.0,144133560,72,144133560,1703
1870.0,127413603,4,127413603,76
1874.0,17744445,2,17744445,494
1885.0,127313418,17,127313418,1120
1908.0,205649164,85,205649164,4776
1873.0,86803240,39,86803240,1896
1864.0,121332964,6,121332964,564
1889.0,127313418,35,127313418,2104
1875.0,162324750,1,162324750,14
1861.0,138885662,4,138885662,711
1856.0,185592680,4,185592680,666
1850.0,205649164,1,205649164,811
1869.0,192562407,7,192562407,260
1916.0,39432304,31,39432304,4725
1921.0,95457728,138,95457728,5542
1895.0,205649164,25,205649164,4489
1915.0,39432304,24,39432304,4231
1918.0,144024400,44,144024400,1134
1904.0,127413603,29,127413603,2616
1923.0,144024400,17,144024400,3976
1855.0,86803240,4,86803240,766
1883.0,15744967,18,15744967,1830
1825.0,121332964,3,121332964,38
1856.0,121332964,1,121332964,468
1870.0,142362112,1,142362112,886
1874.0,95457728,3,95457728,2394
1882.0,39432304,3,39432304,237
1923.0,144133560,21,144133560,5346
1814.0,121332964,1,121332964,127
1857.0,138885662,2,138885662,791
1841.0,138885662,1,138885662,609
1859.0,86803240,3,86803240,1489
1841.0,71924100,1,71924100,839
1838.0,185592680,1,185592680,230
1878.0,162324750,1,162324750,1268
2001.0,33923547,1011671,33923547,2280366
2003.0,71924100,6107482,71924100,10307683
2013.0,86803240,15447330,86803240,8796975
1986.0,121332964,386545,121332964,1016985
1985.0,205649164,52750,205649164,192151
1973.0,33923547,108022,33923547,580045
1987.0,144024400,81691,144024400,325550
1993.0,162324750,180921,162324750,714501
1933.0,138885662,5393,138885662,10822
1935.0,185592680,17847,185592680,103877
1879.0,185592680,286,185592680,4148
1962.0,17744445,3186,17744445,48118
2001.0,185592680,3512053,185592680,6053789
2001.0,127413603,1799927,127413603,3357302
2015.0,162324750,1967510,162324750,644787
1989.0,144024400,96116,144024400,432299
,15744967,3000,15744967,1013
1994.0,17744445,115969,17744445,469151
1978.0,41008148,92558,41008148,497774
1954.0,185592680,90255,185592680,441369
1947.0,205649164,1971,205649164,19645
1937.0,138885662,5702,138885662,12117
1941.0,205649164,1514,205649164,15635
1949.0,17744445,1187,17744445,20640
1983.0,138885662,23390,138885662,75465
2002.0,15744967,1724943,15744967,3619318
1972.0,185592680,690792,185592680,1864638
1936.0,192562407,3289,192562407,62560
1909.0,192562407,243,192562407,16981
1934.0,33923547,1200,33923547,35377
1992.0,185592680,2077370,185592680,3999817
1996.0,144133560,131537,144133560,538588
2013.0,162324750,1889297,162324750,882758
1915.0,127313418,368,127313418,6528
1978.0,15744967,243379,15744967,881525
1998.0,192562407,1443523,192562407,3453900
1981.0,17744445,37383,17744445,163211
1916.0,185592680,2648,185592680,20329
2011.0,71924100,13957988,71924100,10079333
2003.0,185592680,3892382,185592680,6456692
1990.0,127413603,518802,127413603,1376619
1974.0,144024400,18887,144024400,130699
1912.0,95457728,96,95457728,4649
1922.0,138885662,2675,138885662,9752
1975.0,127413603,138886,127413603,492135
1954.0,142362112,4500,142362112,19445
1945.0,17744445,591,17744445,9371
1935.0,39432304,340,39432304,8425
1929.0,127413603,606,127413603,13679
1883.0,71924100,207,71924100,4212
2007.0,33923547,2177314,33923547,2483578
2010.0,185592680,7316798,185592680,6657642
1990.0,142362112,36748,142362112,114997
2004.0,17744445,576969,17744445,748274
1984.0,162324750,80592,162324750,353941
1908.0,185592680,4891,185592680,16690
1899.0,121332964,217,121332964,3320
1892.0,86803240,240,86803240,7436
1990.0,192562407,842786,192562407,1986618
1986.0,127413603,325719,127413603,920351
1961.0,121332964,53852,121332964,304117
1990.0,121332964,494078,121332964,1187937
2003.0,121332964,1559591,121332964,2445668
1924.0,71924100,10691,71924100,53649
1884.0,127313418,18,127313418,1260
2009.0,41008148,5444769,41008148,5473043
2014.0,95457728,311189,95457728,80849
1956.0,71924100,109736,71924100,364879
1964.0,205649164,8207,205649164,52186
1967.0,144024400,4622,144024400,108230
1927.0,205649164,505,205649164,8612
1977.0,192562407,290313,192562407,999792
1979.0,86803240,837803,86803240,2083728
1976.0,144133560,8711,144133560,101096
1954.0,41008148,24354,41008148,72531
1980.0,142362112,16308,142362112,85140
1977.0,144133560,10417,144133560,73779
1950.0,17744445,1235,17744445,15102
2013.0,142362112,463371,142362112,117704
2006.0,15744967,2762319,15744967,4157512
1985.0,192562407,555445,192562407,1438896
1979.0,121332964,271018,121332964,786490
2009.0,127313418,1175862,127313418,1040663
1978.0,17744445,28111,17744445,146395
1955.0,17744445,1668,17744445,22256
1882.0,185592680,469,185592680,4867
1964.0,39432304,16872,39432304,73206
1985.0,162324750,87502,162324750,426193
1985.0,144024400,63099,144024400,259503
1965.0,142362112,10201,142362112,33647
1908.0,71924100,2701,71924100,21811
2004.0,192562407,3105640,192562407,5079875
1994.0,142362112,45141,142362112,121724
1967.0,39432304,19322,39432304,89433
1927.0,71924100,14567,71924100,69017
1931.0,162324750,74,162324750,6988
1956.0,144133560,1087,144133560,10664
2017.0,144133560,1770701,144133560,419434
2006.0,185592680,5514968,185592680,6944320
2002.0,185592680,3705294,185592680,6394712
1990.0,162324750,144817,162324750,648789
1942.0,185592680,21365,185592680,105215
2003.0,33923547,1304129,33923547,2316125
2000.0,17744445,265419,17744445,695273
1996.0,17744445,141055,17744445,540918
1986.0,33923547,278970,33923547,1142134
1992.0,205649164,98081,205649164,332444
1946.0,41008148,14230,41008148,42988
1968.0,121332964,134844,121332964,489722
1982.0,95457728,46924,95457728,92283
1942.0,15744967,6693,15744967,31603
1935.0,121332964,3878,121332964,54213
1962.0,144133560,1498,144133560,12774
1978.0,86803240,769698,86803240,1871801
2003.0,162324750,714435,162324750,1340426
1947.0,71924100,42266,71924100,167669
1945.0,71924100,26672,71924100,101048
1951.0,127313418,7882,127313418,38520
1981.0,71924100,795747,71924100,2101730
1974.0,192562407,242883,192562407,770373
1964.0,185592680,296900,185592680,1074219
1941.0,121332964,4010,121332964,48311
1925.0,192562407,896,192562407,34525
1954.0,162324750,458,162324750,35578
1870.0,185592680,40,185592680,2353
1921.0,15744967,425,15744967,11287
1890.0,127313418,59,127313418,1615
1907.0,138885662,458,138885662,4861
1906.0,127313418,67,127313418,5370
1893.0,205649164,28,205649164,3194
1924.0,33923547,320,33923547,12559
1911.0,142362112,725,142362112,4950
1913.0,127413603,133,127413603,3984
1929.0,95457728,419,95457728,8050
1915.0,33923547,185,33923547,8163
1849.0,142362112,2,142362112,837
1940.0,144133560,133,144133560,1984
1942.0,162324750,97,162324750,5505
1872.0,71924100,50,71924100,10224
1927.0,127413603,392,127413603,10171
1938.0,162324750,50,162324750,10063
,33923547,147,33923547,110
1893.0,192562407,97,192562407,1776
1865.0,138885662,6,138885662,601
1904.0,17744445,45,17744445,1820
,162324750,374,162324750,267
1914.0,41008148,45,41008148,9013
1874.0,127313418,7,127313418,846
1848.0,185592680,4,185592680,396
1872.0,205649164,9,205649164,1378
1885.0,33923547,9,33923547,3306
1903.0,95457728,32,95457728,3679
1876.0,86803240,35,86803240,3305
1875.0,138885662,51,138885662,1001
1922.0,144024400,17,144024400,2159
1856.0,127313418,3,127313418,293
1892.0,95457728,19,95457728,2564
1888.0,127313418,32,127313418,1568
1906.0,95457728,49,95457728,3752
1872.0,127413603,4,127413603,80
1884.0,142362112,34,142362112,1607
1901.0,39432304,2,39432304,2245
1884.0,144024400,1,144024400,419
1863.0,142362112,4,142362112,651
1868.0,86803240,13,86803240,4877
1870.0,192562407,4,192562407,523
1878.0,142362112,30,142362112,1523
1883.0,205649164,7,205649164,2214
1841.0,95457728,1,95457728,452
1922.0,162324750,2,162324750,1458
1881.0,33923547,3,33923547,2065
1854.0,127313418,1,127313418,597
1881.0,15744967,2,15744967,502
1854.0,41008148,1,41008148,992
1889.0,162324750,1,162324750,346
1860.0,86803240,1,86803240,2521
1845.0,162324750,1,162324750,28
1842.0,71924100,1,71924100,998
1846.0,138885662,1,138885662,670
1897.0,144024400,2,144024400,1643
1850.0,138885662,1,138885662,974
2010.0,39432304,1327034,39432304,1344988
1989.0,86803240,1975463,86803240,4756887
2019.0,192562407,14222543,192562407,2054621
1938.0,39432304,621,39432304,10822
2001.0,71924100,4879576,71924100,9222578
2011.0,144024400,1362428,144024400,827643
2018.0,127413603,580293,127413603,214032
1960.0,121332964,46112,121332964,245128
1942.0,127413603,6118,127413603,61665
2020.0,71924100,24130302,71924100,1495365
1891.0,185592680,772,185592680,6725
1868.0,71924100,31,71924100,2177
1920.0,71924100,4777,71924100,32776
1922.0,33923547,475,33923547,17456
1915.0,121332964,378,121332964,5931
1903.0,192562407,204,192562407,8914
1885.0,138885662,104,138885662,1208
2016.0,33923547,3553623,33923547,1140894
2013.0,17744445,1718402,17744445,542896
1949.0,138885662,3076,138885662,20455
2005.0,162324750,883966,162324750,1338286
2015.0,127413603,5824477,127413603,2022666
1921.0,33923547,303,33923547,14820
1875.0,185592680,243,185592680,2455
1941.0,162324750,103,162324750,11323
2008.0,86803240,10268609,86803240,11350073
2000.0,121332964,1001668,121332964,2133113
1985.0,39432304,80270,39432304,264344
2019.0,205649164,1482430,205649164,147348
1929.0,71924100,21867,71924100,67441
1931.0,95457728,159,95457728,10346
1947.0,138885662,1259,138885662,12974
1946.0,142362112,869,142362112,10072
1956.0,86803240,56005,86803240,268944
2009.0,39432304,1149777,39432304,1363958
1993.0,71924100,1952550,71924100,5214889
1979.0,192562407,359305,192562407,1080976
1995.0,205649164,116022,205649164,395071
2011.0,95457728,280694,95457728,123358
1964.0,86803240,163868,86803240,587878
1956.0,185592680,106770,185592680,549307
2020.0,41008148,14868256,41008148,666473
1919.0,138885662,1214,138885662,4201
1983.0,15744967,370543,15744967,1169709
1996.0,192562407,1269097,192562407,2984039
1957.0,138885662,10371,138885662,18880
1993.0,205649164,98823,205649164,344036
1955.0,127313418,11483,127313418,51415
1939.0,71924100,42773,71924100,112248
2020.0,205649164,1856931,205649164,94523
1965.0,138885662,12370,138885662,30146
1954.0,95457728,1651,95457728,22832
1908.0,39432304,16,39432304,3201
2014.0,15744967,6603178,15744967,2472630
2004.0,144133560,578275,144133560,988499
1942.0,86803240,16113,86803240,85023
1963.0,121332964,68670,121332964,352514
1988.0,144133560,40534,144133560,249659
1944.0,142362112,1656,142362112,6892
2008.0,192562407,4845000,192562407,5624468
1965.0,71924100,214217,71924100,702787
1993.0,144133560,75694,144133560,366916
1926.0,71924100,15777,71924100,58173
1974.0,121332964,212346,121332964,645979
1996.0,41008148,943310,41008148,3126085
1963.0,41008148,33801,41008148,179407
1926.0,86803240,7307,86803240,48438
1978.0,95457728,16850,95457728,82529
1934.0,192562407,2727,192562407,68995
1935.0,17744445,444,17744445,7952
1843.0,138885662,1,138885662,1969
2007.0,41008148,4811400,41008148,5569260
1949.0,71924100,61788,71924100,221489
1998.0,121332964,826962,121332964,2020455
1904.0,192562407,225,192562407,10483
1900.0,127413603,95,127413603,2607
1984.0,127413603,268844,127413603,784171
2003.0,41008148,2660771,41008148,5235497
1990.0,17744445,77260,17744445,351274
1985.0,33923547,258751,33923547,1022435
1975.0,15744967,162216,15744967,644219
1946.0,86803240,14163,86803240,87152
1975.0,138885662,15680,138885662,46450
2020.0,121332964,6057435,121332964,242655
1946.0,205649164,1749,205649164,12229
1904.0,185592680,3648,185592680,15227
1943.0,41008148,2974,41008148,17057
1980.0,192562407,408186,192562407,1202339
2014.0,205649164,1745718,205649164,526523
1995.0,39432304,215405,39432304,615465
1954.0,127313418,10644,127313418,52239
2012.0,95457728,297585,95457728,113441
1977.0,185592680,950573,185592680,2267938
1965.0,192562407,145725,192562407,545500
2012.0,127313418,1570753,127313418,959667
1977.0,127313418,87283,127313418,370270
1961.0,144133560,1278,144133560,10528
2018.0,41008148,12135659,41008148,3345603
1940.0,86803240,18466,86803240,94990
1926.0,121332964,1855,121332964,28679
1971.0,185592680,621067,185592680,1701277
2011.0,33923547,2970439,33923547,2085367
1991.0,41008148,520426,41008148,1624492
2017.0,138885662,275011,138885662,37622
1935.0,205649164,1206,205649164,18760
1902.0,127413603,25,127413603,2424
2021.0,121332964,357106,121332964,1567
2008.0,205649164,918852,205649164,774328
2008.0,15744967,3617382,15744967,3955480
1922.0,86803240,3832,86803240,36313
1958.0,192562407,84745,192562407,292596
1961.0,41008148,31690,41008148,131698
1946.0,185592680,22774,185592680,141755
1966.0,39432304,19051,39432304,85805
1917.0,71924100,2864,71924100,20193
1939.0,138885662,7280,138885662,10092
1909.0,33923547,183,33923547,8041
2007.0,138885662,235360,138885662,143297
2009.0,162324750,1383212,162324750,1264855
1996.0,138885662,63919,138885662,123836
1983.0,41008148,165911,41008148,767692
1986.0,144133560,29013,144133560,167938
1958.0,41008148,29123,41008148,110578
1984.0,17744445,48299,17744445,201421
2020.0,142362112,224142,142362112,6189
1954.0,121332964,19884,121332964,144182
1946.0,144024400,478,144024400,14250
1911.0,15744967,370,15744967,5015
,95457728,439,95457728,263
1909.0,142362112,165,142362112,4121
1943.0,144133560,91,144133560,2416
1899.0,192562407,136,192562407,6725
1893.0,138885662,219,138885662,2731
1906.0,121332964,335,121332964,5251
1872.0,86803240,17,86803240,2503
1904.0,138885662,367,138885662,2703
1906.0,142362112,167,142362112,4183
1891.0,162324750,2,162324750,774
1910.0,144024400,6,144024400,1591
1930.0,162324750,31,162324750,8595
1944.0,17744445,576,17744445,6929
1897.0,205649164,20,205649164,4023
1875.0,142362112,12,142362112,851
1947.0,162324750,206,162324750,11712
1924.0,144024400,42,144024400,2237
1879.0,142362112,27,142362112,2584
1914.0,95457728,164,95457728,4053
1889.0,41008148,2,41008148,413
1871.0,127313418,3,127313418,1019
1870.0,17744445,1,17744445,354
1899.0,39432304,2,39432304,1628
1868.0,121332964,5,121332964,662
1893.0,162324750,1,162324750,446
1902.0,144024400,10,144024400,5895
1892.0,15744967,25,15744967,2741
1914.0,144024400,84,144024400,1423
1887.0,15744967,2,15744967,1401
1861.0,95457728,1,95457728,668
1921.0,144133560,13,144133560,1075
1891.0,127413603,8,127413603,218
1879.0,192562407,9,192562407,3564
1907.0,39432304,8,39432304,2855
1920.0,144133560,12,144133560,1596
1839.0,138885662,1,138885662,247
1904.0,39432304,5,39432304,2160
1835.0,127313418,1,127313418,330
1830.0,127313418,1,127313418,835
1866.0,142362112,2,142362112,698
1894.0,41008148,1,41008148,926
1878.0,205649164,2,205649164,2167
1879.0,127413603,1,127413603,112
1872.0,127313418,1,127313418,918
1865.0,205649164,1,205649164,1145
1859.0,127313418,1,127313418,579
1996.0,127413603,938152,127413603,2250917
1985.0,86803240,1480482,86803240,3504498
1947.0,41008148,16079,41008148,46349
1978.0,144133560,11904,144133560,91749
1926.0,142362112,1770,142362112,8824
1957.0,142362112,5761,142362112,22489
1946.0,138885662,651,138885662,10864
1997.0,121332964,782529,121332964,1772587
1929.0,33923547,575,33923547,15544
2011.0,127413603,4935850,127413603,3068630
2015.0,138885662,381575,138885662,61678
2001.0,95457728,108423,95457728,169729
2016.0,95457728,288019,95457728,56155
1964.0,127313418,27256,127313418,128995
1963.0,17744445,5188,17744445,45464
1971.0,17744445,14093,17744445,91981
1966.0,127313418,32986,127313418,153294
1989.0,121332964,469025,121332964,1097792
1999.0,142362112,81172,142362112,150492
1980.0,17744445,33693,17744445,178893
1969.0,17744445,11083,17744445,98779
1895.0,138885662,245,138885662,1873
1932.0,142362112,3128,142362112,10893
1991.0,15744967,661385,15744967,2086532
1955.0,138885662,11615,138885662,19844
1980.0,39432304,57130,39432304,265494
1994.0,39432304,183718,39432304,543442
1977.0,86803240,703077,86803240,1845776
1999.0,144024400,293312,144024400,866478
1967.0,95457728,10279,95457728,52035
1927.0,142362112,1848,142362112,11578
2019.0,95457728,367108,95457728,20799
1958.0,138885662,10942,138885662,27531
1989.0,17744445,69847,17744445,279695
2018.0,15744967,4898741,15744967,780669
1945.0,33923547,2427,33923547,37634
1933.0,205649164,1030,205649164,11827
2018.0,144024400,1315095,144024400,201496
1965.0,144024400,3883,144024400,51791
1891.0,71924100,503,71924100,6630
1994.0,41008148,735368,41008148,2359870
1980.0,41008148,118234,41008148,553566
1947.0,95457728,869,95457728,13790
1888.0,192562407,42,192562407,815
2011.0,192562407,7120346,192562407,6082296
1997.0,15744967,973373,15744967,2660441
1940.0,127413603,2225,127413603,81967
1893.0,86803240,214,86803240,5695
1941.0,127313418,1283,127313418,12254
1953.0,121332964,19387,121332964,173238
1949.0,15744967,9786,15744967,65991
1962.0,95457728,5135,95457728,35841
2002.0,142362112,125424,142362112,162924
2014.0,39432304,2233859,39432304,1199476
1995.0,142362112,49398,142362112,134903
1925.0,138885662,4625,138885662,14366
1940.0,15744967,6029,15744967,33873
2004.0,33923547,1426087,33923547,2379276
2006.0,33923547,1925407,33923547,2462914
1999.0,17744445,206769,17744445,652782
2007.0,192562407,4603929,192562407,5505922
1967.0,41008148,41444,41008148,270955
1930.0,86803240,15206,86803240,68186
1968.0,33923547,56805,33923547,413246
1979.0,162324750,46141,162324750,319148
1970.0,162324750,9941,162324750,134353
1944.0,205649164,1583,205649164,11793
1907.0,17744445,62,17744445,2450
1989.0,127413603,467190,127413603,1266854
2008.0,39432304,1042480,39432304,1361020
1982.0,127313418,136883,127313418,451934
1959.0,95457728,2971,95457728,28491
1955.0,95457728,1899,95457728,24898
2013.0,144133560,1972115,144133560,734894
1970.0,71924100,283969,71924100,939948
1983.0,185592680,1371418,185592680,2948234
2004.0,162324750,796075,162324750,1299057
1964.0,192562407,130109,192562407,500665
1986.0,205649164,64712,205649164,228954
1935.0,138885662,4262,138885662,12008
1990.0,205649164,80135,205649164,282701
1960.0,33923547,16477,33923547,214258
1957.0,39432304,11154,39432304,41859
1968.0,144133560,2570,144133560,23901
1905.0,185592680,3507,185592680,17201
1899.0,185592680,2012,185592680,11933
1981.0,185592680,1250084,185592680,2767875
2000.0,127313418,513312,127313418,976925
1997.0,192562407,1390651,192562407,3228499
1975.0,127313418,75214,127313418,291610
1951.0,142362112,3274,142362112,18657
1975.0,142362112,10615,142362112,52544
1964.0,144133560,1799,144133560,14751
1985.0,144133560,27615,144133560,182823
1951.0,144024400,737,144024400,34514
1941.0,95457728,893,95457728,13593
2012.0,39432304,1784937,39432304,1312583
1969.0,192562407,149888,192562407,659702
2011.0,162324750,1626390,162324750,1069924
1963.0,192562407,120199,192562407,433131
2015.0,121332964,4222405,121332964,1922603
1952.0,86803240,35302,86803240,171143
1881.0,142362112,31,142362112,1512
2006.0,86803240,9004669,86803240,11832903
1966.0,41008148,41208,41008148,245480
2010.0,121332964,2890949,121332964,2588025
2013.0,39432304,2099789,39432304,1335452
1955.0,127413603,13540,127413603,37014
1972.0,162324750,14351,162324750,145566
2010.0,86803240,12145236,86803240,10876902
1994.0,127413603,748416,127413603,1897388
1998.0,162324750,318898,162324750,1012008
1985.0,15744967,431107,15744967,1375704
1995.0,144133560,111138,144133560,531178
1968.0,95457728,7620,95457728,59966
1935.0,15744967,4835,15744967,34917
1918.0,185592680,2042,185592680,23907
1965.0,144133560,1992,144133560,23789
1984.0,71924100,1035187,71924100,2637499
1985.0,121332964,381993,121332964,1032194
1941.0,41008148,831,41008148,15805
1927.0,33923547,619,33923547,17928
1881.0,138885662,89,138885662,926
1908.0,127413603,43,127413603,3447
1879.0,121332964,13,121332964,892
1862.0,192562407,3,192562407,597
1923.0,33923547,328,33923547,12761
1877.0,185592680,316,185592680,2510
1950.0,162324750,460,162324750,25004
1928.0,41008148,180,41008148,19518
1930.0,39432304,227,39432304,11255
1902.0,127313418,44,127313418,4014
1897.0,127313418,100,127313418,2464
1915.0,142362112,159,142362112,3923
1877.0,86803240,115,86803240,3859
1907.0,142362112,118,142362112,4889
1909.0,95457728,176,95457728,3541
1916.0,162324750,6,162324750,668
1912.0,127413603,74,127413603,3877
1878.0,127313418,5,127313418,1128
1880.0,121332964,109,121332964,2125
,205649164,736,205649164,297
1900.0,205649164,141,205649164,5008
1898.0,33923547,91,33923547,2035
1863.0,192562407,1,192562407,1155
1907.0,41008148,6,41008148,6961
1914.0,205649164,200,205649164,6485
1914.0,162324750,18,162324750,1520
1881.0,144024400,1,144024400,130
1892.0,205649164,15,205649164,2758
1926.0,17744445,204,17744445,5395
1917.0,39432304,71,39432304,4422
1868.0,185592680,13,185592680,1441
1857.0,86803240,4,86803240,1291
1890.0,192562407,67,192562407,1227
1924.0,144133560,22,144133560,1505
1852.0,121332964,5,121332964,608
1927.0,144133560,11,144133560,1737
1867.0,121332964,7,121332964,673
1826.0,127313418,1,127313418,134
1881.0,86803240,35,86803240,2899
1861.0,121332964,7,121332964,215
1913.0,39432304,22,39432304,3722
1906.0,162324750,2,162324750,4071
1840.0,185592680,3,185592680,371
1896.0,192562407,61,192562407,1584
1853.0,71924100,1,71924100,752
1834.0,127413603,2,127413603,1028
1883.0,127413603,1,127413603,135
1863.0,17744445,1,17744445,125
1873.0,162324750,1,162324750,977
1896.0,95457728,23,95457728,3298
1880.0,205649164,2,205649164,2430
1850.0,71924100,1,71924100,969
1819.0,138885662,2,138885662,150
1896.0,162324750,1,162324750,775
1881.0,162324750,1,162324750,63
1875.0,33923547,2,33923547,1064
1800.0,121332964,2,121332964,693
1897.0,15744967,22,15744967,5764
1924.0,162324750,13,162324750,2567
1855.0,138885662,1,138885662,376
1851.0,71924100,3,71924100,878
1859.0,138885662,2,138885662,938
1873.0,39432304,1,39432304,538
1858.0,205649164,1,205649164,973
1850.0,121332964,2,121332964,846
1830.0,205649164,1,205649164,1244
1998.0,205649164,173146,205649164,491664
2004.0,121332964,1709028,121332964,2461071
2014.0,142362112,473160,142362112,87303
1973.0,41008148,46648,41008148,328932
1984.0,205649164,50109,205649164,192658
1981.0,144133560,18171,144133560,140405
2016.0,142362112,346520,142362112,57976
1942.0,33923547,1770,33923547,25628
1930.0,192562407,1762,192562407,55932
1899.0,127413603,30,127413603,2501
1971.0,71924100,316218,71924100,998338
1986.0,127313418,196962,127313418,571057
1990.0,39432304,135825,39432304,406655
2017.0,127413603,3102746,127413603,1145646
1952.0,33923547,7481,33923547,122971
1948.0,95457728,965,95457728,15455
2014.0,33923547,3662225,33923547,1570897
2012.0,162324750,1747040,162324750,993003
1960.0,127313418,16868,127313418,90857
1952.0,185592680,68758,185592680,400843
1964.0,138885662,12751,138885662,24900
2016.0,86803240,14997021,86803240,5259369
1953.0,15744967,15846,15744967,119589
1924.0,138885662,3711,138885662,11014
2009.0,121332964,2769339,121332964,2676987
1981.0,142362112,21669,142362112,71446
1970.0,15744967,103160,15744967,455987
1917.0,205649164,105,205649164,5206
1979.0,127413603,179995,127413603,578144
1971.0,41008148,37427,41008148,249890
1993.0,39432304,171885,39432304,526526
2000.0,144133560,293766,144133560,945554
1958.0,17744445,2313,17744445,33184
1947.0,185592680,29570,185592680,173662
1914.0,33923547,169,33923547,5202
1943.0,127313418,1534,127313418,14196
2019.0,71924100,18094063,71924100,2236782
1923.0,86803240,4524,86803240,32349
1923.0,95457728,125,95457728,8298
2009.0,33923547,2631528,33923547,2394763
1998.0,144133560,176912,144133560,700746
1962.0,127313418,21161,127313418,109360
1992.0,144024400,132626,144024400,566783
