Year,CitingField,NumOutgoingCitations,CitedField,NumIncomingCitations
1982.0,33923547,202506,33923547,887196
1970.0,86803240,356985,86803240,1367618
2013.0,95457728,305677,95457728,98144
1994.0,144024400,174101,144024400,635825
2015.0,142362112,438919,142362112,72642
1926.0,138885662,5138,138885662,10196
1948.0,86803240,20421,86803240,111702
1910.0,86803240,1620,86803240,19189
1932.0,185592680,16324,185592680,83937
1897.0,192562407,118,192562407,3016
1923.0,142362112,521,142362112,7014
1953.0,127313418,9518,127313418,53136
1949.0,192562407,42523,192562407,163523
1937.0,185592680,21640,185592680,116427
1919.0,185592680,3169,185592680,18299
1944.0,86803240,13271,86803240,70699
2004.0,15744967,2084492,15744967,3852527
1993.0,33923547,515646,33923547,1583034
1980.0,138885662,21414,138885662,77747
1963.0,142362112,7566,142362112,28263
1984.0,144133560,23967,144133560,175630
1930.0,127313418,692,127313418,13979
1925.0,71924100,12919,71924100,56133
1951.0,33923547,6700,33923547,150913
1947.0,127313418,4508,127313418,21360
1929.0,127313418,583,127313418,12433
1860.0,192562407,2,192562407,444
1990.0,185592680,1953760,185592680,3821769
2018.0,86803240,10456572,86803240,2128161
1965.0,121332964,90568,121332964,456466
1984.0,185592680,1436349,185592680,3054811
1950.0,127413603,12785,127413603,29490
1997.0,142362112,62959,142362112,141578
1957.0,41008148,26305,41008148,99397
1907.0,185592680,4346,185592680,21919
1877.0,192562407,3,192562407,335
1952.0,127313418,8883,127313418,41914
1956.0,33923547,11424,33923547,136206
2004.0,127313418,775972,127313418,1079643
1978.0,205649164,32420,205649164,139770
1973.0,15744967,139348,15744967,547414
1972.0,15744967,126904,15744967,495396
2013.0,138885662,417144,138885662,97963
1935.0,71924100,29663,71924100,95587
1985.0,127313418,172066,127313418,512671
1930.0,71924100,22998,71924100,77388
1963.0,33923547,25164,33923547,278898
1962.0,121332964,57841,121332964,327050
1945.0,192562407,22070,192562407,66320
1886.0,138885662,68,138885662,2015
1914.0,86803240,3385,86803240,24276
2010.0,144133560,1370228,144133560,955068
1976.0,86803240,649623,86803240,1651017
2012.0,121332964,3437599,121332964,2478392
1981.0,144024400,45599,144024400,196666
2020.0,162324750,1188099,162324750,46997
1906.0,127413603,90,127413603,3628
1944.0,121332964,3493,121332964,19611
1950.0,95457728,1366,95457728,20108
1871.0,86803240,21,86803240,14186
2021.0,162324750,120565,162324750,1169
1998.0,39432304,285081,39432304,792093
1991.0,144133560,59543,144133560,383786
1941.0,15744967,8343,15744967,37512
1969.0,138885662,14437,138885662,47423
1992.0,192562407,974274,192562407,2204677
1978.0,121332964,242768,121332964,697072
2000.0,144024400,342796,144024400,956543
1977.0,205649164,29370,205649164,121934
1954.0,33923547,9466,33923547,121256
1940.0,17744445,642,17744445,8738
1911.0,138885662,1290,138885662,4930
1925.0,86803240,6255,86803240,52191
1933.0,121332964,3669,121332964,29963
1931.0,39432304,306,39432304,11063
1966.0,15744967,66494,15744967,367791
1921.0,138885662,1638,138885662,10734
1918.0,138885662,844,138885662,3025
1915.0,71924100,2524,71924100,21369
1974.0,127413603,132181,127413603,446798
2010.0,71924100,12536182,71924100,10588666
2000.0,142362112,92054,142362112,167558
2012.0,138885662,385138,138885662,103402
1927.0,138885662,6099,138885662,26421
1946.0,33923547,2646,33923547,41256
1969.0,71924100,277208,71924100,886929
1988.0,142362112,32452,142362112,95904
1913.0,71924100,5474,71924100,28985
2004.0,86803240,7588345,86803240,12047376
2003.0,127313418,715254,127313418,1067956
1997.0,138885662,62042,138885662,118204
1910.0,185592680,4169,185592680,20062
1923.0,71924100,11419,71924100,54197
1880.0,185592680,397,185592680,3191
1932.0,39432304,375,39432304,10951
1894.0,86803240,337,86803240,7564
2021.0,142362112,7407,142362112,303
1990.0,41008148,469149,41008148,1583242
2004.0,138885662,197922,138885662,138346
1968.0,127313418,39340,127313418,195249
1976.0,121332964,221188,121332964,713883
1915.0,17744445,416,17744445,2465
1944.0,39432304,2168,39432304,11546
2007.0,185592680,5999654,185592680,6999673
1984.0,192562407,520644,192562407,1356881
1956.0,121332964,28300,121332964,183407
1961.0,142362112,7395,142362112,26429
1930.0,41008148,145,41008148,21406
1932.0,205649164,1167,205649164,10862
1999.0,86803240,5093043,86803240,10096323
2011.0,138885662,362652,138885662,117724
2015.0,144024400,1745413,144024400,502122
1995.0,162324750,229287,162324750,829417
1961.0,86803240,104516,86803240,447537
1922.0,127413603,137,127413603,7141
1899.0,138885662,308,138885662,2185
1924.0,205649164,306,205649164,7116
1915.0,192562407,276,192562407,15841
1885.0,71924100,207,71924100,5159
1912.0,39432304,18,39432304,3909
1907.0,33923547,143,33923547,7257
1886.0,121332964,82,121332964,657
1876.0,142362112,11,142362112,945
1905.0,33923547,132,33923547,6318
1884.0,192562407,53,192562407,712
1921.0,127413603,119,127413603,6692
1923.0,39432304,123,39432304,7156
1913.0,205649164,199,205649164,5824
1923.0,41008148,104,41008148,12943
1896.0,142362112,25,142362112,2694
1941.0,142362112,1936,142362112,8751
1920.0,205649164,201,205649164,4900
1868.0,127413603,3,127413603,75
1916.0,192562407,1095,192562407,14110
1862.0,142362112,3,142362112,475
1919.0,41008148,40,41008148,9084
1945.0,144133560,310,144133560,1922
1917.0,127313418,110,127313418,6104
1897.0,86803240,800,86803240,7076
1892.0,127313418,46,127313418,1662
1925.0,39432304,113,39432304,8396
1921.0,144024400,108,144024400,2905
1900.0,144133560,5,144133560,487
1912.0,144024400,4,144024400,5034
1866.0,127413603,7,127413603,138
1917.0,162324750,6,162324750,578
1897.0,17744445,6,17744445,1041
1866.0,121332964,5,121332964,248
1861.0,185592680,5,185592680,1023
1928.0,144024400,110,144024400,4197
1908.0,162324750,7,162324750,981
1843.0,205649164,1,205649164,1110
1855.0,121332964,4,121332964,653
1904.0,15744967,56,15744967,10984
1849.0,121332964,1,121332964,276
1819.0,185592680,1,185592680,107
1849.0,205649164,1,205649164,915
1904.0,41008148,1,41008148,6911
1905.0,39432304,13,39432304,2853
1882.0,127413603,2,127413603,67
1888.0,15744967,2,15744967,2411
1880.0,15744967,1,15744967,698
1837.0,121332964,1,121332964,69
1836.0,86803240,1,86803240,877
2008.0,41008148,5097550,41008148,5441786
1975.0,192562407,253560,192562407,825900
2009.0,127413603,4047211,127413603,3221952
1990.0,71924100,1601695,71924100,4179788
1988.0,86803240,1803998,86803240,4433540
1960.0,71924100,175913,71924100,468127
1975.0,121332964,220789,121332964,658433
1975.0,144024400,21542,144024400,136769
1961.0,95457728,3282,95457728,38768
1951.0,15744967,11608,15744967,91646
1987.0,95457728,32723,95457728,118292
2005.0,121332964,1880971,121332964,2564751
1955.0,39432304,10644,39432304,39919
1953.0,71924100,94716,71924100,320205
1878.0,185592680,291,185592680,3215
1910.0,205649164,171,205649164,5666
1919.0,144024400,19,144024400,2596
1936.0,41008148,356,41008148,28600
2008.0,185592680,6339472,185592680,6968955
2007.0,95457728,188353,95457728,162575
1940.0,205649164,1524,205649164,16480
1906.0,185592680,3755,185592680,15786
1959.0,142362112,8765,142362112,22891
1936.0,95457728,572,95457728,12278
1972.0,192562407,196171,192562407,700965
2008.0,33923547,2392261,33923547,2431701
2016.0,39432304,2497705,39432304,946073
1981.0,127313418,130444,127313418,432004
1991.0,39432304,142558,39432304,417250
1951.0,41008148,21393,41008148,68103
1926.0,192562407,1056,192562407,36581
1939.0,121332964,5174,121332964,63089
1909.0,17744445,97,17744445,3389
1836.0,39432304,2,39432304,22
1981.0,138885662,20493,138885662,70633
1966.0,33923547,39822,33923547,412877
1982.0,144133560,18008,144133560,110567
1869.0,71924100,28,71924100,3033
1909.0,127313418,136,127313418,6848
1953.0,205649164,3692,205649164,26049
1945.0,127313418,2226,127313418,14866
2021.0,15744967,586923,15744967,3312
2009.0,185592680,6902772,185592680,6914734
1986.0,142362112,25121,142362112,91984
1982.0,142362112,25545,142362112,73418
1942.0,71924100,37999,71924100,106029
1957.0,33923547,11841,33923547,175392
1905.0,127313418,146,127313418,6466
1991.0,71924100,1749341,71924100,4416496
1999.0,185592680,3034761,185592680,5613779
1998.0,185592680,2806078,185592680,5419837
2013.0,33923547,3491750,33923547,1769722
1997.0,86803240,3954095,86803240,9121473
1996.0,127313418,356378,127313418,789881
1955.0,71924100,111379,71924100,347249
1979.0,144024400,37800,144024400,194449
1940.0,144024400,237,144024400,9839
1898.0,15744967,31,15744967,4134
2005.0,185592680,4872781,185592680,6776692
1995.0,33923547,620560,33923547,1841000
1934.0,95457728,248,95457728,9929
1960.0,144024400,2366,144024400,38788
1898.0,86803240,578,86803240,7551
2008.0,17744445,976934,17744445,754352
1989.0,71924100,1541871,71924100,3791460
2011.0,205649164,1307694,205649164,702856
1991.0,127413603,547684,127413603,1479098
2006.0,17744445,718018,17744445,782510
1955.0,41008148,24664,41008148,73634
1970.0,33923547,75742,33923547,487442
1989.0,205649164,69681,205649164,254639
1975.0,144133560,6884,144133560,60983
1883.0,86803240,91,86803240,3931
1889.0,185592680,544,185592680,6347
1992.0,15744967,731456,15744967,2039280
1973.0,121332964,198943,121332964,610985
1999.0,127313418,437069,127313418,880948
1945.0,185592680,20328,185592680,114994
1950.0,39432304,9219,39432304,31242
1912.0,205649164,192,205649164,5979
1952.0,144024400,1005,144024400,19100
1949.0,205649164,2574,205649164,23238
1917.0,15744967,353,15744967,6558
1934.0,127413603,848,127413603,50628
1892.0,142362112,22,142362112,3127
1880.0,127313418,4,127313418,1293
2020.0,127413603,265405,127413603,12560
2001.0,15744967,1449301,15744967,3555883
1978.0,71924100,596681,71924100,1739654
1958.0,144133560,1119,144133560,9648
1906.0,33923547,144,33923547,6164
1942.0,39432304,765,39432304,6240
2002.0,71924100,5406414,71924100,9753145
1936.0,205649164,1333,205649164,15701
1950.0,33923547,6015,33923547,135932
2012.0,127413603,5446724,127413603,2960060
2003.0,138885662,165402,138885662,132760
2010.0,127413603,4436729,127413603,3141323
1983.0,127313418,160480,127313418,468317
2018.0,33923547,2429219,33923547,557674
1953.0,33923547,8661,33923547,117346
1900.0,185592680,1957,185592680,11367
1974.0,95457728,9784,95457728,61952
1961.0,144024400,2699,144024400,40429
1920.0,192562407,277,192562407,22627
1880.0,71924100,129,71924100,3890
1992.0,39432304,154879,39432304,550268
1996.0,15744967,943320,15744967,2491470
1992.0,17744445,91341,17744445,388821
1978.0,142362112,12899,142362112,60414
1932.0,127413603,679,127413603,25962
1936.0,71924100,33765,71924100,100368
1881.0,121332964,79,121332964,1534
2006.0,127413603,3344003,127413603,3415018
2012.0,15744967,5524409,15744967,3059244
1988.0,192562407,732024,192562407,1728623
1966.0,192562407,149189,192562407,568268
1984.0,127313418,174484,127313418,527753
1896.0,71924100,1076,71924100,9752
1970.0,144133560,2480,144133560,40187
1970.0,39432304,16606,39432304,96863
1912.0,185592680,5683,185592680,20697
2021.0,185592680,1737652,185592680,6007
1999.0,41008148,1332936,41008148,3844205
2010.0,205649164,1126083,205649164,752556
1968.0,192562407,154657,192562407,626500
1971.0,142362112,8103,142362112,40804
1959.0,41008148,28449,41008148,104905
2016.0,127413603,4568772,127413603,1579236
1964.0,15744967,47951,15744967,240370
1930.0,121332964,2647,121332964,42456
1958.0,15744967,23438,15744967,167258
1964.0,121332964,81798,121332964,415298
1980.0,15744967,300893,15744967,978463
1938.0,127413603,1124,127413603,74469
2019.0,138885662,299183,138885662,16847
1936.0,127313418,1109,127313418,13611
1902.0,86803240,839,86803240,10098
1889.0,205649164,57,205649164,2772
1905.0,121332964,373,121332964,3988
1893.0,121332964,194,121332964,1404
,121332964,104,121332964,97
1894.0,142362112,37,142362112,1993
1909.0,138885662,694,138885662,4875
1912.0,127313418,279,127313418,9173
1927.0,15744967,1848,15744967,18743
1906.0,17744445,85,17744445,1590
1888.0,33923547,27,33923547,2238
1870.0,138885662,8,138885662,1111
1890.0,205649164,66,205649164,2846
1870.0,205649164,2,205649164,1387
1874.0,192562407,3,192562407,611
1898.0,127313418,54,127313418,2700
1873.0,142362112,8,142362112,956
1876.0,127313418,4,127313418,1445
1919.0,95457728,83,95457728,3197
1902.0,205649164,19,205649164,4099
,127313418,239,127313418,140
1915.0,41008148,19,41008148,9690
1889.0,95457728,21,95457728,1887
1873.0,192562407,7,192562407,3590
1926.0,144133560,29,144133560,1499
1872.0,138885662,34,138885662,1342
1898.0,205649164,16,205649164,2819
1867.0,142362112,2,142362112,669
1893.0,95457728,15,95457728,1919
1891.0,205649164,17,205649164,2398
1876.0,121332964,11,121332964,491
1881.0,127413603,3,127413603,239
1850.0,185592680,3,185592680,1134
1869.0,127413603,3,127413603,66
1890.0,15744967,2,15744967,15333
1891.0,15744967,1,15744967,1843
1877.0,121332964,10,121332964,1184
1879.0,95457728,2,95457728,1111
1851.0,205649164,1,205649164,980
1876.0,192562407,4,192562407,713
1904.0,162324750,1,162324750,482
1858.0,39432304,1,39432304,7
1895.0,39432304,4,39432304,302
1843.0,185592680,2,185592680,368
1869.0,39432304,2,39432304,26
1854.0,205649164,2,205649164,1101
1856.0,138885662,3,138885662,308
1864.0,127313418,2,127313418,594
1864.0,192562407,2,192562407,1024
1857.0,17744445,4,17744445,212
1832.0,185592680,2,185592680,434
1875.0,41008148,1,41008148,401
1862.0,121332964,4,121332964,179
1891.0,39432304,1,39432304,104
1894.0,144024400,10,144024400,632
1841.0,33923547,1,33923547,461
1893.0,144024400,1,144024400,2501
1873.0,127413603,2,127413603,119
1873.0,127313418,1,127313418,1332
1882.0,144133560,1,144133560,9
1987.0,185592680,1601765,185592680,3378505
1977.0,39432304,36834,39432304,182914
1943.0,71924100,32231,71924100,97483
1909.0,162324750,2,162324750,1022
2011.0,142362112,376325,142362112,136948
2014.0,71924100,17820115,71924100,8345466
1974.0,127313418,65482,127313418,264646
2004.0,41008148,3127204,41008148,5498482
2004.0,142362112,169232,142362112,168332
2020.0,138885662,246222,138885662,8806
1976.0,192562407,270546,192562407,915158
1974.0,15744967,150266,15744967,625149
1932.0,192562407,2523,192562407,52700
1928.0,86803240,8591,86803240,46411
1934.0,17744445,276,17744445,7060
1941.0,33923547,1993,33923547,67701
1996.0,142362112,54986,142362112,130577
2017.0,71924100,17669695,71924100,5236712
1960.0,17744445,3436,17744445,60676
1901.0,71924100,1566,71924100,11556
1990.0,138885662,39634,138885662,97881
1979.0,205649164,35508,205649164,136856
1901.0,192562407,101,192562407,7621
1899.0,86803240,434,86803240,7289
2002.0,41008148,2308729,41008148,5031621
1997.0,162324750,271239,162324750,998866
1980.0,185592680,1173199,185592680,2718440
1983.0,71924100,951479,71924100,2469833
2007.0,144133560,920504,144133560,1004126
2003.0,205649164,453530,205649164,704358
1993.0,144024400,153427,144024400,617450
1969.0,41008148,31222,41008148,281273
1896.0,86803240,486,86803240,9363
1975.0,41008148,60497,41008148,369743
1986.0,95457728,36441,95457728,114309
1947.0,121332964,6640,121332964,50168
1933.0,185592680,18848,185592680,87878
2004.0,71924100,6841112,71924100,10669754
2007.0,142362112,237895,142362112,170481
1952.0,192562407,54287,192562407,206758
1974.0,71924100,416916,71924100,1318114
2016.0,162324750,1815098,162324750,520514
2017.0,185592680,11602878,185592680,3107650
1983.0,144024400,56040,144024400,273546
1998.0,41008148,1170267,41008148,3815332
2015.0,185592680,10811672,185592680,4371814
1967.0,185592680,409471,185592680,1316018
1996.0,39432304,234860,39432304,665020
2020.0,15744967,7633287,15744967,203631
1977.0,138885662,14652,138885662,56987
1972.0,205649164,17999,205649164,100975
1965.0,162324750,2378,162324750,79536
2011.0,17744445,1422337,17744445,649865
1998.0,95457728,90973,95457728,156696
1913.0,142362112,617,142362112,5895
1944.0,127413603,22664,127413603,67268
1970.0,144024400,11956,144024400,109912
1889.0,86803240,196,86803240,5831
1907.0,127413603,91,127413603,5013
1926.0,15744967,2066,15744967,19449
2009.0,144133560,1207392,144133560,984052
2014.0,127313418,1956463,127313418,844535
1966.0,17744445,6522,17744445,72326
1973.0,138885662,14102,138885662,40239
1988.0,33923547,341900,33923547,1269105
2016.0,144024400,1629713,144024400,416884
1969.0,162324750,7782,162324750,101087
1931.0,192562407,1912,192562407,61111
1922.0,39432304,72,39432304,6497
1895.0,121332964,116,121332964,5048
1980.0,127413603,198909,127413603,631650
1991.0,185592680,2027447,185592680,3952596
1976.0,127313418,79690,127313418,310767
1988.0,162324750,118526,162324750,548590
1974.0,144133560,5955,144133560,54089
1931.0,144024400,75,144024400,6202
1887.0,185592680,446,185592680,7002
2010.0,41008148,5885534,41008148,5493468
1936.0,162324750,46,162324750,28528
1904.0,86803240,951,86803240,12901
1965.0,127313418,28744,127313418,146339
1914.0,71924100,4787,71924100,25799
1945.0,86803240,12518,86803240,72247
1887.0,142362112,32,142362112,1332
1999.0,144133560,212995,144133560,736755
1984.0,121332964,347087,121332964,996898
1931.0,86803240,12841,86803240,68146
1992.0,95457728,57589,95457728,165457
1938.0,33923547,1654,33923547,44656
1937.0,127313418,1277,127313418,20076
1989.0,15744967,580278,15744967,1702109
1974.0,142362112,8939,142362112,45528
1958.0,205649164,5178,205649164,36605
1915.0,185592680,2727,185592680,14781
1933.0,15744967,5071,15744967,34943
2005.0,205649164,617102,205649164,764058
1970.0,127313418,46911,127313418,244112
1966.0,71924100,230964,71924100,748550
1971.0,95457728,11875,95457728,66404
2020.0,17744445,1903338,17744445,79929
1896.0,15744967,14,15744967,4552
1940.0,162324750,119,162324750,8120
1971.0,192562407,180284,192562407,676961
1951.0,39432304,9580,39432304,27260
1932.0,121332964,2935,121332964,44030
1920.0,121332964,362,121332964,8485
1979.0,71924100,653460,71924100,1807832
1954.0,144024400,1033,144024400,20440
1887.0,71924100,258,71924100,4878
1950.0,15744967,11063,15744967,90431
1934.0,144133560,32,144133560,1701
1901.0,121332964,232,121332964,3596
1937.0,95457728,486,95457728,12969
1928.0,39432304,284,39432304,9452
1891.0,33923547,35,33923547,3641
,192562407,279,192562407,167
1890.0,71924100,366,71924100,7627
1925.0,33923547,461,33923547,22152
,71924100,2054,71924100,398
1882.0,138885662,96,138885662,2371
1897.0,95457728,23,95457728,2412
1917.0,192562407,241,192562407,16626
1874.0,185592680,195,185592680,2583
1874.0,71924100,71,71924100,2742
1945.0,95457728,779,95457728,7973
1943.0,144024400,605,144024400,7805
1866.0,86803240,8,86803240,4158
1900.0,138885662,192,138885662,3021
1886.0,127313418,13,127313418,2440
1955.0,144024400,1266,144024400,27374
1872.0,185592680,172,185592680,1962
1935.0,41008148,555,41008148,16948
1908.0,127313418,101,127313418,5176
1917.0,142362112,691,142362112,3886
1919.0,127313418,140,127313418,7074
1904.0,127313418,92,127313418,3768
1875.0,121332964,10,121332964,304
1903.0,33923547,71,33923547,5570
1918.0,162324750,8,162324750,962
1845.0,142362112,4,142362112,458
1939.0,162324750,129,162324750,14701
1874.0,138885662,50,138885662,1217
1893.0,142362112,39,142362112,2427
1881.0,95457728,4,95457728,1334
1863.0,71924100,17,71924100,1811
1912.0,33923547,176,33923547,7779
1865.0,192562407,7,192562407,447
1936.0,144024400,164,144024400,8839
1896.0,41008148,2,41008148,2134
1912.0,162324750,14,162324750,1059
1889.0,142362112,16,142362112,2306
1917.0,41008148,36,41008148,9427
1870.0,71924100,31,71924100,2422
1861.0,127313418,1,127313418,821
1894.0,15744967,1,15744967,1881
1867.0,185592680,10,185592680,2872
1918.0,17744445,66,17744445,3099
1863.0,205649164,2,205649164,1244
1888.0,144133560,1,144133560,105
1869.0,86803240,22,86803240,1895
1848.0,95457728,1,95457728,525
1882.0,192562407,58,192562407,1058
1842.0,142362112,1,142362112,471
1860.0,33923547,2,33923547,545
1887.0,127413603,2,127413603,222
1850.0,142362112,1,142362112,677
1888.0,95457728,17,95457728,2457
1860.0,138885662,3,138885662,434
1860.0,185592680,1,185592680,973
1849.0,185592680,4,185592680,651
1917.0,144133560,16,144133560,741
1869.0,127313418,2,127313418,590
1880.0,142362112,8,142362112,1271
1858.0,71924100,2,71924100,6709
1892.0,17744445,2,17744445,765
1903.0,41008148,4,41008148,5018
1921.0,162324750,2,162324750,11681
1917.0,144024400,36,144024400,2703
1882.0,41008148,2,41008148,509
1863.0,86803240,1,86803240,1684
1876.0,205649164,1,205649164,1373
1854.0,185592680,3,185592680,824
2014.0,41008148,9208200,41008148,4991112
1955.0,192562407,68995,192562407,246761
2000.0,39432304,378315,39432304,981428
1972.0,33923547,97552,33923547,560426
1970.0,192562407,164961,192562407,682844
1991.0,144024400,123316,144024400,495024
1991.0,205649164,86051,205649164,308865
1931.0,121332964,2420,121332964,40993
1980.0,95457728,18052,95457728,89589
2018.0,17744445,1327197,17744445,232242
2005.0,33923547,1646126,33923547,2392786
1994.0,71924100,2080671,71924100,5444377
1944.0,185592680,20830,185592680,118718
1978.0,33923547,154811,33923547,741496
2006.0,95457728,174891,95457728,158759
1955.0,121332964,24141,121332964,161394
1966.0,138885662,14096,138885662,57725
1955.0,86803240,52445,86803240,230628
1944.0,127313418,1960,127313418,11399
1917.0,138885662,687,138885662,6483
1888.0,121332964,165,121332964,1516
1908.0,138885662,1035,138885662,3844
1995.0,185592680,2569788,185592680,4893741
1980.0,121332964,289227,121332964,770666
1977.0,127413603,148316,127413603,520677
1982.0,144024400,47382,144024400,195811
1928.0,127413603,468,127413603,16998
1961.0,162324750,1717,162324750,55904
1948.0,138885662,2940,138885662,13557
1960.0,138885662,12468,138885662,29903
2017.0,192562407,12377951,192562407,4007072
1972.0,138885662,14423,138885662,48376
1991.0,33923547,459416,33923547,1392334
1971.0,205649164,17141,205649164,85556
1922.0,15744967,594,15744967,11918
2010.0,162324750,1482035,162324750,1172732
2002.0,86803240,6477539,86803240,11788903
1997.0,144024400,238904,144024400,732212
1969.0,33923547,67411,33923547,492709
2000.0,205649164,250415,205649164,593919
1937.0,192562407,4062,192562407,48723
1959.0,144024400,1944,144024400,42631
1953.0,95457728,2219,95457728,20545
1932.0,95457728,276,95457728,9523
1947.0,33923547,3505,33923547,61553
1900.0,39432304,24,39432304,2100
1933.0,71924100,30257,71924100,89305
1966.0,127413603,24671,127413603,76633
1913.0,86803240,2412,86803240,20232
1921.0,17744445,103,17744445,3634
1996.0,185592680,2498260,185592680,5097746
2007.0,39432304,924608,39432304,1362963
1967.0,127413603,29182,127413603,100292
1959.0,71924100,140357,71924100,438095
1973.0,39432304,25214,39432304,113962
1938.0,71924100,39464,71924100,116724
1900.0,162324750,3,162324750,2794
1924.0,17744445,189,17744445,5118
1964.0,127413603,19484,127413603,61255
1915.0,86803240,2141,86803240,19017
2013.0,144024400,1615222,144024400,722457
1989.0,41008148,406687,41008148,1400885
2005.0,144133560,661571,144133560,967321
1972.0,39432304,20454,39432304,110879
1987.0,127313418,218151,127313418,591258
1935.0,192562407,3181,192562407,47874
1951.0,185592680,58949,185592680,596609
1926.0,41008148,98,41008148,19411
2011.0,86803240,13203684,86803240,10044487
2001.0,121332964,1185956,121332964,2347464
1995.0,127413603,860178,127413603,2073858
2008.0,121332964,2473181,121332964,2707336
1999.0,39432304,320233,39432304,835355
1983.0,33923547,221647,33923547,1002934
1926.0,185592680,9119,185592680,58670
1944.0,15744967,6157,15744967,34990
1932.0,33923547,735,33923547,24116
1922.0,192562407,464,192562407,26149
1990.0,127313418,277731,127313418,652539
1986.0,185592680,1549273,185592680,3102325
1991.0,192562407,919169,192562407,2111953
1928.0,144133560,19,144133560,1926
1941.0,138885662,3341,138885662,7438
1937.0,127413603,1190,127413603,68246
1992.0,121332964,531926,121332964,1333665
1977.0,95457728,16981,95457728,81034
1957.0,162324750,715,162324750,31658
1936.0,17744445,450,17744445,7757
2014.0,17744445,1832285,17744445,440142
1993.0,192562407,1002803,192562407,2284107
1981.0,33923547,191844,33923547,772092
1985.0,138885662,29266,138885662,73498
1986.0,162324750,102251,162324750,434316
1914.0,17744445,164,17744445,2265
1938.0,144024400,297,144024400,29846
2005.0,142362112,195445,142362112,159092
1970.0,95457728,8550,95457728,67292
1964.0,33923547,29139,33923547,288934
1922.0,121332964,1200,121332964,18087
1988.0,71924100,1392464,71924100,3537558
1940.0,33923547,1812,33923547,42183
1929.0,86803240,10070,86803240,53998
1957.0,15744967,19736,15744967,164717
1947.0,142362112,1676,142362112,11294
1915.0,205649164,208,205649164,4761
1993.0,138885662,43047,138885662,108016
1995.0,95457728,47389,95457728,144177
2018.0,144133560,1990857,144133560,397959
1967.0,138885662,13822,138885662,38999
1953.0,144133560,884,144133560,4670
1934.0,121332964,3950,121332964,52473
1945.0,121332964,4228,121332964,23704
1876.0,71924100,146,71924100,3199
2021.0,39432304,651675,39432304,2984
1998.0,17744445,187098,17744445,578031
1940.0,39432304,844,39432304,12944
1938.0,205649164,1969,205649164,16392
1950.0,138885662,4643,138885662,17371
1938.0,142362112,1981,142362112,13887
2018.0,121332964,5215939,121332964,1127284
1897.0,138885662,295,138885662,2882
1938.0,41008148,571,41008148,20980
1923.0,192562407,666,192562407,28187
1903.0,138885662,613,138885662,3054
1949.0,144024400,520,144024400,28751
1907.0,192562407,220,192562407,12579
1889.0,121332964,127,121332964,1633
1896.0,127413603,9,127413603,425
1901.0,95457728,22,95457728,2987
1892.0,121332964,178,121332964,1590
1887.0,121332964,128,121332964,2561
1910.0,39432304,25,39432304,3027
1919.0,192562407,225,192562407,16532
1912.0,142362112,272,142362112,4803
1871.0,71924100,34,71924100,2281
1922.0,142362112,673,142362112,5662
1919.0,142362112,334,142362112,3796
1878.0,138885662,55,138885662,1124
1900.0,127313418,169,127313418,4175
1937.0,162324750,91,162324750,31300
,127413603,278,127413603,154
1915.0,162324750,28,162324750,849
1880.0,192562407,43,192562407,2510
1865.0,71924100,28,71924100,1749
1891.0,127313418,42,127313418,1387
1918.0,127413603,60,127413603,4017
1862.0,71924100,21,71924100,1593
1828.0,127313418,1,127313418,258
1878.0,121332964,13,121332964,1269
1907.0,15744967,86,15744967,4106
1878.0,86803240,35,86803240,3483
1884.0,33923547,5,33923547,1429
1840.0,205649164,1,205649164,901
1944.0,162324750,71,162324750,23181
1862.0,185592680,8,185592680,1011
1863.0,185592680,6,185592680,866
1899.0,127313418,60,127313418,4058
1867.0,15744967,2,15744967,233
1898.0,144024400,1,144024400,861
1834.0,185592680,1,185592680,544
1895.0,192562407,53,192562407,1220
1888.0,142362112,6,142362112,1633
1840.0,33923547,1,33923547,317
1858.0,142362112,4,142362112,387
1862.0,86803240,1,86803240,1269
1894.0,127413603,13,127413603,495
1874.0,121332964,11,121332964,374
1879.0,205649164,2,205649164,1766
1851.0,138885662,2,138885662,271
1903.0,15744967,17,15744967,3083
1877.0,205649164,3,205649164,1738
1828.0,192562407,1,192562407,67
1863.0,121332964,3,121332964,374
1856.0,192562407,2,192562407,434
1857.0,121332964,5,121332964,344
1866.0,127313418,4,127313418,678
1897.0,162324750,1,162324750,726
1865.0,127313418,4,127313418,953
1859.0,192562407,1,192562407,1495
1868.0,192562407,1,192562407,513
1903.0,144024400,2,144024400,1578
1810.0,138885662,1,138885662,210
1862.0,127313418,2,127313418,832
1883.0,33923547,1,33923547,1328
1877.0,15744967,2,15744967,915
1846.0,86803240,1,86803240,913
2017.0,39432304,2659308,39432304,841634
1931.0,142362112,2675,142362112,9133
1902.0,185592680,3585,185592680,14198
1926.0,205649164,479,205649164,10440
1931.0,33923547,791,33923547,26952
1951.0,144133560,995,144133560,5773
1934.0,138885662,4229,138885662,21088
1989.0,33923547,374736,33923547,1312416
2000.0,15744967,1320085,15744967,3607025
1972.0,17744445,15884,17744445,104460
1958.0,71924100,129477,71924100,400512
1942.0,17744445,609,17744445,24330
2003.0,144133560,497492,144133560,1003850
1995.0,86803240,3296114,86803240,7923461
2007.0,121332964,2315224,121332964,2563796
1986.0,192562407,602097,192562407,1540181
1968.0,39432304,17800,39432304,84319
1982.0,86803240,1071648,86803240,2487396
1992.0,86803240,2595625,86803240,6299648
2016.0,138885662,305401,138885662,50361
