year(Date),FieldOfStudyId,Gender,Authorships
1979.0,121332964,1,19002
2001.0,162324750,0,7905
1969.0,127313418,1,6003
1919.0,142362112,1,1888
1931.0,71924100,1,6737
1955.0,95457728,1,3222
1960.0,127313418,1,3746
1932.0,41008148,0,216
1856.0,185592680,1,67
1965.0,142362112,0,1843
1920.0,33923547,1,428
1854.0,185592680,1,83
1929.0,162324750,1,406
1961.0,86803240,0,2590
1834.0,127413603,1,42
1908.0,185592680,0,93
1940.0,17744445,0,6965
1921.0,39432304,0,63
1849.0,95457728,1,217
1939.0,162324750,0,98
1927.0,162324750,0,62
1850.0,138885662,1,105
1939.0,138885662,0,190
1905.0,39432304,0,33
1851.0,41008148,1,49
1851.0,95457728,1,202
1938.0,144133560,0,118
1889.0,162324750,1,54
1915.0,127313418,0,31
1850.0,205649164,1,132
1836.0,138885662,1,97
1887.0,162324750,1,52
1938.0,192562407,0,179
1830.0,86803240,1,48
1941.0,95457728,0,391
1932.0,121332964,0,79
1895.0,192562407,1,115
1907.0,144024400,0,31
1911.0,86803240,0,109
1874.0,41008148,1,120
1824.0,127313418,1,17
1849.0,142362112,0,37
1903.0,144024400,1,178
1829.0,205649164,1,81
1953.0,39432304,0,160
1876.0,15744967,0,2
1913.0,162324750,1,181
1945.0,138885662,0,130
1917.0,71924100,0,309
1923.0,17744445,0,187
1909.0,86803240,0,111
1833.0,86803240,0,3
1861.0,142362112,1,450
1880.0,121332964,1,130
1858.0,17744445,0,4
1882.0,33923547,0,6
1841.0,185592680,1,76
1960.0,127313418,0,434
1898.0,41008148,0,22
1888.0,144133560,0,3
1867.0,95457728,1,227
1820.0,127313418,1,16
1905.0,41008148,0,55
1949.0,127313418,0,172
1893.0,205649164,0,45
1954.0,39432304,0,153
1931.0,127313418,0,126
1840.0,127313418,1,40
1827.0,41008148,1,26
1935.0,144024400,0,192
1953.0,144133560,0,162
1848.0,15744967,1,24
1897.0,121332964,0,16
1950.0,162324750,0,90
1919.0,192562407,0,106
1942.0,144133560,0,102
1894.0,144133560,1,79
1813.0,95457728,1,102
1888.0,15744967,1,190
1925.0,33923547,0,54
1869.0,144133560,1,28
1894.0,162324750,1,85
1857.0,185592680,1,100
1882.0,41008148,1,130
1920.0,162324750,0,28
1912.0,41008148,0,57
1896.0,127413603,1,270
1910.0,39432304,1,339
1848.0,185592680,1,101
1813.0,142362112,1,167
1897.0,138885662,0,41
1803.0,39432304,1,2
1912.0,39432304,0,18
1893.0,144133560,1,83
1870.0,127413603,0,10
1818.0,144024400,1,3
1945.0,41008148,0,220
1886.0,127413603,0,15
1900.0,41008148,0,54
1950.0,39432304,0,155
1857.0,15744967,1,30
1887.0,138885662,0,14
1800.0,121332964,1,55
1866.0,142362112,0,46
1894.0,17744445,0,24
1854.0,95457728,0,12
1942.0,121332964,0,84
1853.0,127413603,1,57
1903.0,162324750,1,93
1875.0,142362112,0,89
1881.0,127413603,0,14
1896.0,192562407,0,6
1806.0,142362112,0,39
1857.0,127313418,1,52
1870.0,205649164,0,15
1918.0,127313418,0,37
1868.0,138885662,0,13
1907.0,86803240,0,102
1814.0,95457728,1,97
1864.0,185592680,0,16
1903.0,17744445,0,28
1910.0,192562407,0,57
1800.0,192562407,0,9
1829.0,33923547,1,12
1937.0,138885662,0,208
1838.0,95457728,0,11
1933.0,39432304,0,67
1926.0,144024400,0,132
1940.0,121332964,0,93
1911.0,39432304,0,25
1823.0,127313418,1,23
1924.0,127313418,0,61
1890.0,185592680,0,26
1916.0,162324750,0,15
1923.0,144133560,0,64
1845.0,39432304,1,21
1853.0,121332964,1,70
1841.0,192562407,1,13
1845.0,86803240,0,8
1869.0,121332964,1,72
1809.0,33923547,1,8
1803.0,127413603,1,22
1882.0,15744967,0,8
1861.0,138885662,0,9
1886.0,144133560,1,22
1917.0,185592680,0,145
1894.0,144024400,0,21
1872.0,121332964,0,22
1896.0,144133560,1,86
1854.0,185592680,0,3
1883.0,144024400,0,3
1923.0,144024400,0,96
1814.0,162324750,1,4
1929.0,144133560,0,67
1847.0,144133560,1,15
2022.0,138885662,1,5
1891.0,15744967,0,10
1875.0,41008148,0,2
1902.0,144024400,0,29
1819.0,144024400,1,10
1846.0,41008148,0,1
1852.0,192562407,0,1
1834.0,144024400,0,4
1813.0,138885662,1,64
1873.0,71924100,0,17
1831.0,144024400,1,11
1877.0,138885662,0,14
1834.0,41008148,1,13
1883.0,17744445,0,10
1827.0,86803240,1,33
1873.0,127413603,0,10
1906.0,162324750,0,16
1832.0,205649164,0,5
1871.0,86803240,0,6
1840.0,205649164,0,6
1844.0,39432304,1,14
1808.0,17744445,0,1
1820.0,144024400,1,9
1906.0,144024400,0,30
1811.0,41008148,1,11
1825.0,121332964,1,9
1818.0,127313418,1,8
1889.0,86803240,0,25
1858.0,162324750,1,22
1888.0,39432304,0,2
1895.0,41008148,0,17
1885.0,41008148,0,10
1822.0,95457728,0,5
1901.0,162324750,0,11
1814.0,205649164,0,5
1809.0,15744967,1,7
1822.0,144024400,1,14
1871.0,33923547,0,4
1818.0,127413603,1,15
1850.0,185592680,1,55
1826.0,127313418,1,17
1836.0,142362112,0,33
1832.0,162324750,0,1
1903.0,121332964,0,18
1838.0,205649164,0,4
1843.0,95457728,0,11
1806.0,95457728,0,8
1892.0,192562407,0,7
1897.0,39432304,0,4
1826.0,144024400,1,1
1869.0,17744445,0,7
1871.0,192562407,0,1
1889.0,33923547,0,5
1851.0,162324750,1,11
1843.0,15744967,1,14
1884.0,15744967,0,5
1816.0,138885662,0,4
1815.0,127413603,0,2
1820.0,138885662,0,4
1873.0,162324750,0,1
1822.0,121332964,1,9
1889.0,127313418,0,3
1800.0,86803240,0,5
1865.0,144133560,1,10
1875.0,71924100,0,19
1869.0,162324750,0,1
1800.0,33923547,0,1
1876.0,127313418,0,4
1887.0,144133560,0,1
1891.0,192562407,0,2
1836.0,41008148,0,1
1897.0,17744445,0,20
1843.0,138885662,0,7
1882.0,144024400,0,5
1836.0,144024400,0,1
1820.0,162324750,1,7
1868.0,144024400,0,3
1894.0,192562407,0,7
1825.0,205649164,0,4
1854.0,86803240,0,2
1868.0,192562407,0,2
1828.0,192562407,0,1
1835.0,86803240,0,3
1824.0,144024400,0,1
1800.0,127313418,0,4
1838.0,127313418,0,2
1801.0,33923547,1,5
1847.0,86803240,0,1
1841.0,127413603,0,1
1805.0,205649164,0,3
1850.0,39432304,0,1
1856.0,127313418,0,1
1825.0,17744445,0,2
1866.0,15744967,0,2
1854.0,192562407,0,1
1875.0,192562407,0,1
1905.0,162324750,0,5
1802.0,144133560,1,2
1838.0,185592680,0,2
1875.0,127313418,0,1
1890.0,127313418,0,1
1813.0,39432304,1,3
1809.0,127413603,0,1
1851.0,192562407,0,1
1876.0,33923547,0,2
1808.0,33923547,1,3
1862.0,127313418,0,1
1838.0,138885662,0,2
1853.0,39432304,0,1
1889.0,39432304,0,3
1840.0,41008148,0,1
1854.0,33923547,0,1
1808.0,33923547,0,1
1854.0,144133560,0,1
2011.0,71924100,1,522485
2013.0,121332964,1,145297
1996.0,15744967,0,27804
2012.0,205649164,0,35018
1990.0,142362112,0,6728
2004.0,162324750,1,33199
1980.0,39432304,1,7923
2014.0,33923547,0,46884
1995.0,127313418,1,21318
1988.0,127413603,0,7391
2016.0,144024400,0,37589
1992.0,127413603,0,10085
1972.0,138885662,0,1082
1977.0,71924100,0,14748
1942.0,142362112,1,2863
1972.0,142362112,0,2905
1929.0,127313418,1,1354
1956.0,162324750,1,1161
1912.0,185592680,1,1664
1894.0,71924100,1,1425
1842.0,138885662,1,107
1948.0,144024400,0,284
1921.0,127313418,1,918
1964.0,138885662,0,644
1923.0,127313418,1,965
1923.0,142362112,0,369
1997.0,127413603,1,95416
2006.0,192562407,1,233436
2008.0,192562407,1,244544
2000.0,142362112,1,24584
2012.0,138885662,0,11495
1928.0,192562407,1,3902
1936.0,142362112,1,3471
1939.0,162324750,1,749
1874.0,17744445,1,98
1926.0,142362112,1,2932
1965.0,144024400,0,691
1919.0,205649164,1,744
1886.0,33923547,1,122
1937.0,121332964,0,97
1895.0,15744967,1,245
1903.0,205649164,1,659
1899.0,86803240,1,488
1943.0,205649164,0,271
1952.0,144024400,0,313
1969.0,144133560,0,419
1898.0,162324750,1,93
1990.0,138885662,0,2532
2013.0,41008148,0,125740
1971.0,121332964,1,11169
1975.0,192562407,1,31078
2006.0,185592680,0,131940
1976.0,39432304,1,5557
1920.0,142362112,1,2173
2005.0,121332964,0,31306
1967.0,127413603,0,855
1934.0,41008148,1,1888
1910.0,17744445,1,631
1962.0,95457728,1,4597
1956.0,95457728,1,3268
1885.0,95457728,1,372
1943.0,17744445,1,1927
1965.0,95457728,0,1147
1959.0,121332964,0,425
1900.0,142362112,0,244
1957.0,127313418,1,3218
1963.0,71924100,0,4298
1956.0,121332964,1,3614
2019.0,71924100,1,638562
1983.0,39432304,0,1435
1951.0,86803240,0,1262
1973.0,121332964,0,1316
1926.0,17744445,0,198
1904.0,192562407,1,576
1901.0,144133560,0,20
2011.0,41008148,1,282242
1991.0,86803240,0,50722
2006.0,86803240,0,161663
1998.0,127313418,1,24314
1984.0,144133560,1,7558
1970.0,127313418,1,6249
1960.0,15744967,1,4974
1927.0,185592680,1,3513
1960.0,71924100,0,4020
1906.0,95457728,1,890
1970.0,39432304,0,487
1929.0,185592680,1,4031
2017.0,121332964,0,59159
1841.0,41008148,1,64
1916.0,144133560,0,30
1947.0,144024400,0,275
1862.0,205649164,1,195
1956.0,17744445,0,565
2018.0,138885662,0,9843
1917.0,17744445,1,828
2011.0,39432304,1,54119
1871.0,71924100,1,524
1987.0,185592680,0,41438
1994.0,144133560,0,4831
1982.0,95457728,1,10530
1940.0,144133560,1,781
1881.0,185592680,1,346
1887.0,127413603,1,249
1914.0,39432304,0,30
1875.0,127413603,1,149
1955.0,162324750,0,123
1917.0,185592680,1,1125
1998.0,142362112,1,21114
1965.0,192562407,1,22214
1997.0,17744445,1,26564
2003.0,41008148,0,50641
1943.0,162324750,1,476
1986.0,192562407,0,9790
1915.0,142362112,0,286
1954.0,121332964,0,299
2018.0,121332964,0,55736
1855.0,142362112,1,640
1941.0,95457728,1,2072
1909.0,144024400,1,311
1965.0,127413603,0,798
1906.0,86803240,0,70
1919.0,144024400,0,40
1884.0,138885662,1,303
1876.0,185592680,1,233
1860.0,138885662,1,154
1964.0,33923547,0,417
1971.0,205649164,0,1284
1899.0,205649164,1,589
1957.0,127413603,0,393
2004.0,71924100,1,319159
2014.0,33923547,1,128601
1872.0,142362112,1,707
2011.0,15744967,1,104120
2001.0,95457728,1,11941
1931.0,185592680,1,4668
1980.0,192562407,1,47470
1954.0,192562407,1,10274
1943.0,127413603,1,6149
1973.0,121332964,1,12836
1984.0,144133560,0,1945
1950.0,205649164,1,2160
1930.0,15744967,0,441
1917.0,95457728,1,978
1952.0,15744967,0,1012
1973.0,144133560,0,590
2020.0,71924100,1,755572
1918.0,144133560,1,297
1905.0,95457728,0,122
1857.0,142362112,1,454
1853.0,142362112,0,45
1800.0,142362112,1,589
1900.0,41008148,1,507
1912.0,138885662,0,82
1963.0,144133560,0,269
2012.0,121332964,1,141864
1992.0,15744967,1,32235
1999.0,15744967,0,32430
1975.0,185592680,1,69344
1996.0,185592680,0,74798
2005.0,121332964,1,118368
1972.0,205649164,1,6105
1982.0,15744967,0,13829
1976.0,41008148,0,2518
2008.0,205649164,0,26032
1980.0,121332964,1,19895
1976.0,15744967,1,19578
1917.0,138885662,1,776
1964.0,41008148,1,8113
1992.0,33923547,0,6760
1984.0,127413603,0,4635
1956.0,15744967,1,3858
1934.0,144133560,0,122
1954.0,86803240,0,1642
1823.0,205649164,1,39
1971.0,162324750,0,492
1963.0,39432304,0,263
1847.0,39432304,1,15
1938.0,15744967,0,592
1836.0,86803240,1,50
1825.0,142362112,0,27
1899.0,39432304,1,203
2019.0,127413603,0,6843
2002.0,41008148,0,44415
1990.0,86803240,0,46936
2011.0,127413603,0,64750
2011.0,142362112,1,35802
1987.0,192562407,1,76593
2005.0,185592680,1,222596
1991.0,17744445,1,21434
2011.0,17744445,0,37818
2002.0,138885662,1,16557
1928.0,39432304,1,1288
1950.0,185592680,1,9618
1995.0,192562407,0,24519
1983.0,138885662,0,2186
1862.0,142362112,1,524
1964.0,144024400,1,3156
1938.0,41008148,1,1585
1808.0,127313418,1,7
2017.0,162324750,0,20913
1862.0,95457728,0,51
1956.0,86803240,0,1835
1953.0,71924100,0,2824
1908.0,205649164,0,83
1893.0,138885662,0,28
1934.0,205649164,0,195
1946.0,41008148,0,253
1904.0,192562407,0,50
2021.0,205649164,0,1812
1983.0,17744445,1,18044
1955.0,142362112,1,5489
2001.0,185592680,0,95281
1979.0,41008148,0,3233
1944.0,162324750,1,467
1933.0,71924100,1,7079
1940.0,127313418,1,1057
1971.0,41008148,0,1480
1951.0,33923547,0,189
1950.0,127313418,1,2221
1985.0,138885662,0,2383
1951.0,95457728,1,2879
1807.0,142362112,1,145
1951.0,142362112,0,917
2019.0,144024400,1,35143
1914.0,15744967,1,537
1965.0,33923547,0,468
1894.0,127313418,1,247
1921.0,127413603,1,1439
1844.0,142362112,1,314
1950.0,41008148,0,444
1935.0,138885662,0,207
1915.0,95457728,1,956
1891.0,142362112,0,115
1920.0,15744967,0,134
1983.0,127413603,0,4356
1994.0,205649164,1,15846
1994.0,127413603,0,11738
1980.0,15744967,1,22905
1970.0,15744967,0,5212
1913.0,142362112,1,2333
1965.0,205649164,1,4283
1975.0,185592680,0,14928
2009.0,144024400,0,28728
2018.0,127413603,0,10885
1979.0,127413603,0,3737
2019.0,142362112,1,17809
1830.0,95457728,1,131
1866.0,192562407,1,39
1931.0,144133560,0,107
1900.0,138885662,1,655
1961.0,162324750,1,1881
1903.0,86803240,1,632
1945.0,33923547,1,659
1914.0,33923547,1,365
1831.0,185592680,1,23
1932.0,39432304,1,1149
1924.0,144133560,1,552
2002.0,127413603,1,130647
1995.0,41008148,1,83425
1981.0,41008148,1,21695
1999.0,71924100,0,115109
1959.0,17744445,1,4591
1998.0,121332964,1,74153
1951.0,162324750,1,1019
1997.0,144024400,1,17419
1951.0,185592680,1,10829
1995.0,144133560,1,14390
1969.0,71924100,0,6544
2016.0,144133560,0,33511
1959.0,127313418,1,3565
1947.0,138885662,1,1954
2018.0,144133560,1,65768
1966.0,142362112,0,1938
1968.0,144133560,0,352
1982.0,127413603,0,4338
1908.0,185592680,1,1377
1948.0,86803240,0,881
1947.0,39432304,1,1235
1984.0,39432304,0,1547
1892.0,142362112,0,141
1815.0,142362112,1,254
1995.0,127413603,0,12888
2014.0,205649164,0,40124
2013.0,86803240,1,310995
1995.0,86803240,1,125749
1983.0,185592680,1,103422
1998.0,138885662,0,3935
2006.0,121332964,1,123647
1909.0,138885662,1,957
1994.0,144133560,1,13728
1952.0,71924100,1,13122
1957.0,185592680,1,16311
1889.0,71924100,0,41
1911.0,205649164,1,838
1923.0,71924100,0,599
1918.0,71924100,0,312
1938.0,71924100,0,1246
1850.0,192562407,1,26
1943.0,41008148,0,170
1977.0,15744967,1,20833
1996.0,185592680,1,177890
1948.0,162324750,1,715
1968.0,205649164,1,5415
1999.0,121332964,1,78980
1981.0,192562407,1,48400
1988.0,33923547,1,27476
2011.0,33923547,0,40146
1971.0,127413603,1,13815
2006.0,138885662,1,19619
1958.0,71924100,1,16010
1943.0,86803240,0,625
1948.0,95457728,1,2452
1904.0,95457728,0,191
1954.0,41008148,0,461
1984.0,121332964,0,3278
1915.0,95457728,0,238
1952.0,144133560,0,150
2020.0,144133560,0,38719
1921.0,205649164,0,118
2019.0,127313418,0,25276
1946.0,138885662,0,186
1975.0,142362112,0,3630
1965.0,15744967,1,8224
1978.0,41008148,0,3042
1991.0,95457728,0,3866
1934.0,71924100,1,6973
1976.0,144133560,1,5074
1964.0,86803240,0,3370
1923.0,185592680,0,352
1874.0,142362112,1,709
1964.0,185592680,0,5783
1940.0,185592680,1,5594
1888.0,95457728,1,423
1937.0,71924100,0,1189
1991.0,95457728,1,10571
1898.0,71924100,1,2010
1941.0,185592680,0,723
1878.0,39432304,1,49
1943.0,121332964,1,677
1838.0,17744445,1,19
1937.0,33923547,1,941
1929.0,39432304,0,78
1830.0,71924100,1,112
1915.0,192562407,0,74
1998.0,144133560,0,6949
1982.0,185592680,1,99814
1928.0,138885662,1,1871
1992.0,142362112,1,18002
1962.0,127313418,1,3975
1990.0,17744445,0,7197
2016.0,138885662,1,24635
1980.0,192562407,0,5249
1984.0,185592680,0,31413
1959.0,15744967,0,1333
1848.0,142362112,1,408
1971.0,144024400,0,1535
1969.0,95457728,0,1566
1945.0,71924100,1,5933
1962.0,205649164,0,680
1839.0,95457728,1,172
1951.0,121332964,1,2614
2019.0,185592680,1,255595
1893.0,185592680,1,602
1887.0,185592680,1,538
1966.0,41008148,0,978
1853.0,144133560,1,23
1917.0,144133560,1,302
1862.0,185592680,1,110
1844.0,121332964,1,36
1967.0,192562407,1,24943
1972.0,185592680,0,12000
2012.0,138885662,1,24627
1990.0,121332964,0,6171
2002.0,142362112,1,26286
2001.0,127413603,1,125998
1994.0,41008148,0,17087
1982.0,144133560,0,1660
1994.0,15744967,1,33506
1998.0,17744445,1,27654
1988.0,17744445,0,7418
1880.0,71924100,1,700
1955.0,142362112,0,1137
1951.0,17744445,1,3151
1931.0,15744967,1,1146
1953.0,95457728,0,573
1880.0,86803240,1,278
1929.0,71924100,0,954
1928.0,95457728,1,1511
1924.0,138885662,1,1484
1962.0,17744445,0,734
1905.0,144024400,1,235
2019.0,192562407,1,323891
1958.0,39432304,0,201
1942.0,127413603,0,438
1890.0,121332964,1,224
2021.0,41008148,0,9694
1840.0,127413603,1,50
1859.0,127413603,1,115
1879.0,142362112,1,740
1883.0,127413603,1,157
1887.0,127413603,0,14
1866.0,15744967,1,42
1879.0,205649164,0,16
1927.0,144024400,0,161
1806.0,138885662,1,40
1891.0,39432304,1,53
1914.0,86803240,0,153
1932.0,39432304,0,94
1835.0,138885662,1,114
1864.0,138885662,0,9
1874.0,121332964,1,82
1915.0,144024400,0,44
1824.0,192562407,1,4
1914.0,192562407,0,63
1826.0,205649164,0,7
1852.0,138885662,1,115
1880.0,192562407,1,103
1950.0,144024400,0,361
1904.0,71924100,0,121
1866.0,185592680,1,97
1906.0,127413603,0,47
1909.0,17744445,0,70
1947.0,17744445,0,403
1868.0,144024400,1,25
1933.0,192562407,0,241
1931.0,144024400,0,162
1940.0,41008148,0,169
1882.0,86803240,1,300
1890.0,162324750,1,58
1889.0,41008148,1,183
1954.0,127313418,0,260
1961.0,144133560,0,237
1835.0,192562407,1,9
1876.0,86803240,0,13
1925.0,121332964,0,89
1880.0,71924100,0,24
1889.0,121332964,1,202
1870.0,127413603,1,101
1844.0,71924100,1,321
1925.0,39432304,0,71
1944.0,138885662,0,145
1956.0,33923547,0,221
1869.0,41008148,1,100
1893.0,138885662,1,536
1856.0,162324750,1,14
1800.0,192562407,1,92
1875.0,192562407,1,52
1891.0,127313418,1,181
1888.0,142362112,0,105
1914.0,162324750,1,181
1892.0,144024400,0,10
,86803240,0,19
1910.0,95457728,0,151
1813.0,33923547,1,10
1841.0,95457728,1,182
1932.0,33923547,0,108
1877.0,121332964,1,105
1853.0,185592680,1,71
1938.0,41008148,0,150
1872.0,33923547,1,64
1906.0,192562407,0,56
1900.0,33923547,1,263
1898.0,144133560,1,89
1947.0,33923547,0,99
1882.0,15744967,1,70
1921.0,17744445,0,107
1864.0,185592680,1,102
1845.0,41008148,1,70
1876.0,192562407,1,53
1854.0,144024400,0,1
1889.0,17744445,1,225
1833.0,144133560,1,5
1926.0,162324750,0,61
1874.0,33923547,1,54
1837.0,41008148,1,17
1833.0,127313418,1,8
1851.0,95457728,0,20
1875.0,33923547,0,4
1867.0,39432304,1,15
1842.0,95457728,1,147
1885.0,95457728,0,48
1931.0,162324750,0,58
1846.0,127313418,1,46
1846.0,86803240,1,73
1838.0,144133560,1,8
1818.0,86803240,1,27
1880.0,144024400,1,36
1825.0,205649164,1,59
1863.0,17744445,1,81
1852.0,41008148,0,2
1874.0,39432304,1,28
1871.0,205649164,1,227
1863.0,138885662,0,10
1822.0,142362112,0,22
1859.0,39432304,1,17
1885.0,185592680,0,18
1835.0,185592680,0,10
1821.0,17744445,1,26
1851.0,17744445,1,43
1924.0,41008148,0,189
1889.0,144024400,1,73
1815.0,162324750,1,12
1847.0,142362112,0,29
1818.0,17744445,0,2
1916.0,121332964,0,35
1875.0,144024400,1,30
1841.0,15744967,0,12
1895.0,121332964,0,10
1804.0,33923547,0,2
1820.0,142362112,0,35
1892.0,192562407,1,96
1831.0,33923547,1,9
1907.0,15744967,0,64
1819.0,142362112,0,28
1875.0,127413603,0,10
1837.0,192562407,1,21
1872.0,33923547,0,6
1834.0,192562407,1,18
1916.0,39432304,0,29
1850.0,71924100,0,12
1832.0,17744445,1,29
1871.0,127413603,0,7
1856.0,17744445,0,5
1861.0,162324750,1,23
1894.0,95457728,0,61
1807.0,33923547,1,5
1820.0,33923547,1,8
1849.0,95457728,0,17
1867.0,127313418,0,2
1833.0,144024400,1,16
1850.0,144133560,1,8
1813.0,41008148,1,11
1872.0,127413603,0,11
1851.0,121332964,0,3
1880.0,162324750,1,19
1890.0,162324750,0,5
1855.0,185592680,0,4
1850.0,95457728,0,19
1884.0,17744445,0,6
1814.0,185592680,1,17
1895.0,162324750,0,7
1876.0,71924100,0,19
1888.0,162324750,1,41
1816.0,33923547,1,7
1830.0,95457728,0,12
1885.0,144024400,0,9
1857.0,162324750,1,15
1900.0,127313418,0,31
1854.0,192562407,1,17
1874.0,144024400,1,23
1875.0,39432304,0,2
1914.0,144133560,0,24
1803.0,121332964,1,12
1893.0,41008148,0,13
1818.0,185592680,1,22
1908.0,144133560,0,15
1873.0,121332964,0,12
1889.0,17744445,0,19
1875.0,162324750,1,15
1875.0,121332964,0,6
1818.0,15744967,1,17
1852.0,192562407,1,27
1819.0,192562407,1,6
1860.0,15744967,0,5
1849.0,86803240,0,3
1878.0,162324750,1,12
1819.0,205649164,0,2
1874.0,162324750,1,15
1890.0,33923547,0,7
1881.0,33923547,0,5
1864.0,144133560,1,9
1912.0,162324750,0,18
1859.0,144133560,1,16
1888.0,127313418,0,6
1802.0,15744967,1,6
1840.0,127413603,0,2
1864.0,127413603,0,8
1829.0,144133560,1,2
1802.0,86803240,0,3
1816.0,192562407,1,12
1861.0,86803240,0,5
1884.0,121332964,0,3
1886.0,33923547,0,5
1847.0,138885662,0,5
1832.0,71924100,0,5
1846.0,144024400,0,3
1834.0,138885662,0,4
1811.0,121332964,0,1
1845.0,138885662,0,5
1874.0,17744445,0,4
1889.0,192562407,0,1
1824.0,41008148,1,3
1857.0,86803240,0,5
1847.0,127413603,0,3
1802.0,121332964,1,8
1801.0,192562407,1,2
1842.0,41008148,0,1
1848.0,127413603,0,1
1863.0,162324750,0,1
,162324750,0,8
1819.0,33923547,1,5
2022.0,142362112,1,1
1835.0,41008148,0,1
1848.0,15744967,0,1
1803.0,205649164,0,3
1892.0,162324750,0,5
1812.0,144024400,0,1
1843.0,17744445,0,2
1820.0,86803240,0,3
1801.0,41008148,1,3
1817.0,127413603,0,1
1809.0,144133560,1,1
1844.0,121332964,0,1
1829.0,127413603,0,1
1860.0,86803240,0,3
1813.0,144024400,0,1
1827.0,17744445,0,2
1822.0,162324750,0,1
1838.0,121332964,0,1
1978.0,144024400,1,9194
1987.0,185592680,1,132877
1987.0,205649164,1,13135
1986.0,192562407,1,69467
1968.0,138885662,1,6315
1953.0,17744445,1,3274
1956.0,39432304,1,2374
1989.0,138885662,0,2708
1966.0,86803240,0,4074
1964.0,15744967,1,7359
1955.0,127413603,0,469
1893.0,127413603,1,318
1843.0,71924100,1,310
1951.0,205649164,1,2073
1990.0,127313418,0,3800
1983.0,162324750,0,1770
1954.0,144133560,1,1159
1941.0,142362112,0,593
1850.0,127413603,1,81
1846.0,192562407,1,16
1882.0,71924100,1,645
1960.0,138885662,0,488
1885.0,205649164,1,435
2021.0,17744445,1,2439
2017.0,142362112,1,26398
1997.0,15744967,1,38459
1982.0,162324750,1,9936
2007.0,121332964,1,127632
1987.0,144024400,1,11906
1974.0,71924100,0,10599
1959.0,142362112,1,6250
1923.0,192562407,1,2742
1985.0,162324750,1,11134
1864.0,142362112,1,557
1976.0,142362112,0,3817
1965.0,95457728,1,5693
1956.0,205649164,1,2647
1936.0,205649164,1,1649
1875.0,71924100,1,565
1903.0,71924100,1,2221
1877.0,41008148,1,111
1943.0,121332964,0,71
1905.0,162324750,1,115
1958.0,144024400,0,449
1906.0,127413603,1,568
1890.0,33923547,1,131
2014.0,144133560,1,55095
1985.0,71924100,1,93144
1990.0,71924100,1,130474
2010.0,205649164,0,30556
2010.0,121332964,1,136453
2006.0,144133560,0,17634
1928.0,142362112,1,3185
1939.0,185592680,1,5714
1972.0,71924100,1,32287
1936.0,71924100,1,7319
1967.0,15744967,1,10345
1987.0,86803240,0,33871
1954.0,127313418,1,2817
1975.0,41008148,0,2310
1919.0,41008148,1,1179
1912.0,142362112,1,2148
1986.0,144133560,0,2405
1973.0,162324750,1,5339
1932.0,144133560,1,638
1832.0,127413603,1,42
1923.0,71924100,1,4765
1899.0,144024400,1,168
1835.0,185592680,1,64
1891.0,121332964,1,193
1935.0,192562407,0,202
1819.0,71924100,1,37
2007.0,33923547,1,100835
2005.0,86803240,1,208548
2006.0,41008148,1,242255
2015.0,41008148,1,306422
1992.0,121332964,1,44949
1982.0,185592680,0,27265
1984.0,86803240,0,25428
2003.0,192562407,0,55002
1972.0,192562407,1,19259
1963.0,138885662,1,4648
1953.0,86803240,1,4933
1969.0,95457728,1,7570
1938.0,144024400,0,228
1926.0,144133560,1,585
1940.0,71924100,1,7816
1999.0,95457728,0,4732
1920.0,205649164,1,848
1865.0,142362112,1,534
1850.0,142362112,1,694
1966.0,33923547,0,577
1974.0,127313418,0,823
1847.0,33923547,1,25
1910.0,41008148,1,770
1932.0,185592680,0,656
1930.0,39432304,0,89
1978.0,185592680,1,81307
1989.0,15744967,1,29040
2012.0,144133560,0,30680
1968.0,192562407,1,24098
1982.0,142362112,1,17469
1995.0,39432304,1,17215
1993.0,185592680,0,58557
2002.0,144024400,0,16286
1999.0,127313418,0,7201
1994.0,144024400,0,8826
1979.0,127313418,1,10553
2015.0,162324750,0,22718
1942.0,138885662,1,1460
1959.0,41008148,1,5809
1972.0,162324750,0,514
1909.0,127413603,1,782
1961.0,205649164,0,684
2017.0,86803240,1,290668
1922.0,41008148,1,2120
1877.0,71924100,1,561
1914.0,121332964,0,40
1896.0,41008148,1,271
1875.0,205649164,1,295
1904.0,15744967,1,314
1893.0,121332964,1,215
1910.0,127313418,1,570
1868.0,86803240,1,190
1920.0,41008148,0,146
1988.0,41008148,0,9344
2011.0,138885662,0,10765
2003.0,144133560,0,13041
2002.0,41008148,1,162229
1992.0,41008148,0,13810
1995.0,41008148,0,18727
1994.0,33923547,1,41834
1981.0,144024400,0,3577
1963.0,121332964,1,6469
1954.0,185592680,1,13288
1974.0,205649164,1,7337
1984.0,39432304,1,8702
1956.0,121332964,0,343
2015.0,127313418,0,29149
2019.0,205649164,0,27216
1910.0,144024400,1,267
1961.0,95457728,1,4358
2018.0,41008148,0,164886
1862.0,86803240,1,143
1947.0,162324750,1,610
1900.0,192562407,1,519
1971.0,39432304,0,413
1941.0,144133560,0,127
1905.0,95457728,1,889
1815.0,127413603,1,41
2004.0,39432304,0,13503
1985.0,162324750,0,2063
2011.0,205649164,1,58184
1993.0,17744445,1,22654
1993.0,39432304,1,14817
1925.0,17744445,1,1210
1966.0,205649164,0,889
2018.0,71924100,0,455829
1962.0,71924100,1,18953
1958.0,95457728,0,749
