year(Date),FieldOfStudyId,Gender,Authorships
1983.0,185592680,0,35121
1961.0,41008148,1,8222
1971.0,185592680,1,83572
1968.0,127313418,1,8105
1979.0,144133560,1,7838
1827.0,205649164,1,63
1928.0,127413603,1,2289
1958.0,144024400,1,2304
1932.0,15744967,0,509
1947.0,86803240,1,3276
1884.0,142362112,1,973
1919.0,162324750,1,210
1954.0,185592680,0,2771
1913.0,142362112,0,368
1915.0,144133560,1,347
1920.0,15744967,1,648
1926.0,86803240,1,2214
1910.0,86803240,0,132
1905.0,185592680,0,58
1992.0,127413603,1,118114
2001.0,71924100,1,558314
2011.0,15744967,0,170431
2001.0,17744445,1,46529
2007.0,71924100,1,1022424
2006.0,142362112,1,45884
2014.0,192562407,1,694653
2008.0,86803240,0,374894
2001.0,86803240,0,200188
1992.0,17744445,1,27621
2010.0,95457728,0,9170
1963.0,185592680,1,39916
1977.0,121332964,1,22732
2015.0,205649164,0,64259
1925.0,41008148,1,2624
1951.0,127313418,1,2710
1996.0,192562407,0,32559
1978.0,185592680,0,23258
1967.0,121332964,1,12340
2018.0,185592680,0,353297
1885.0,144024400,1,50
1962.0,144133560,1,2358
1962.0,127313418,0,425
1962.0,95457728,0,969
1901.0,15744967,1,242
1853.0,71924100,1,456
1921.0,41008148,0,156
1863.0,86803240,1,160
1959.0,144133560,0,214
1908.0,121332964,1,426
1883.0,138885662,1,354
1907.0,144133560,1,217
1947.0,142362112,1,4314
1979.0,71924100,1,106111
2003.0,15744967,1,95459
2003.0,71924100,1,707675
1963.0,192562407,1,24510
1980.0,127313418,1,16687
2014.0,185592680,0,335766
1983.0,127413603,1,59036
1998.0,86803240,0,151742
2008.0,33923547,1,177704
2014.0,86803240,0,577763
1971.0,142362112,1,13022
2004.0,15744967,0,79563
2017.0,71924100,0,1199589
1954.0,95457728,1,3718
1988.0,162324750,1,17629
1991.0,142362112,0,7796
1972.0,86803240,1,35229
1982.0,41008148,0,4953
1936.0,185592680,1,7026
1994.0,95457728,0,4485
1980.0,17744445,0,5715
1924.0,41008148,1,2469
1930.0,144133560,1,758
1914.0,127413603,1,1106
1937.0,71924100,1,9133
1964.0,144133560,0,276
1913.0,185592680,1,2249
1909.0,41008148,1,831
1946.0,162324750,0,86
1913.0,127413603,0,152
1945.0,144024400,0,254
1961.0,142362112,1,8611
1992.0,15744967,0,29530
2014.0,138885662,1,32352
2003.0,95457728,0,6309
1975.0,127313418,1,10437
1996.0,144133560,0,6846
2002.0,142362112,0,13378
2002.0,17744445,0,22744
1966.0,95457728,0,1276
1971.0,17744445,1,14561
2003.0,205649164,1,53245
1966.0,71924100,1,37961
2016.0,41008148,0,188267
2017.0,144133560,1,98821
1973.0,138885662,0,1260
1922.0,17744445,1,1083
1979.0,121332964,0,2234
1903.0,185592680,1,1245
1879.0,71924100,1,697
1895.0,127313418,1,266
1952.0,127413603,0,394
1946.0,86803240,0,854
1927.0,41008148,0,228
1950.0,205649164,0,504
1902.0,95457728,0,90
1960.0,39432304,0,270
1909.0,205649164,0,124
2020.0,127313418,1,112845
,86803240,1,109
1988.0,15744967,1,41251
1998.0,185592680,1,408960
2013.0,15744967,0,207060
1976.0,127413603,1,45800
1989.0,86803240,1,164021
2002.0,192562407,0,60289
2004.0,121332964,0,35436
1989.0,33923547,1,41510
1921.0,138885662,1,1273
1932.0,41008148,1,2844
2008.0,162324750,0,19963
1958.0,15744967,1,5685
1951.0,41008148,1,4421
2016.0,192562407,1,716556
1984.0,41008148,0,5785
1931.0,142362112,1,3933
1986.0,17744445,0,7166
1975.0,205649164,0,2229
1981.0,162324750,0,1495
1947.0,95457728,0,478
1918.0,142362112,1,2177
1934.0,33923547,1,822
1896.0,205649164,1,598
1885.0,71924100,1,936
1953.0,33923547,0,193
1870.0,205649164,1,288
1837.0,86803240,1,78
1941.0,86803240,0,724
2004.0,205649164,1,60717
2015.0,71924100,1,1861371
1980.0,127313418,0,1804
1805.0,142362112,1,203
1936.0,185592680,0,747
1972.0,41008148,0,1700
1935.0,205649164,1,1705
1927.0,33923547,1,654
1972.0,127313418,0,727
1924.0,71924100,0,641
1935.0,41008148,1,1712
1864.0,127413603,1,138
1959.0,144024400,0,529
1848.0,41008148,1,67
1916.0,127313418,0,44
1862.0,205649164,0,15
2019.0,127313418,1,121760
1800.0,185592680,1,89
1993.0,138885662,1,15608
1980.0,205649164,1,15997
2012.0,95457728,0,10150
2019.0,162324750,0,12672
1983.0,127313418,0,2340
2006.0,33923547,0,33193
1933.0,95457728,1,1854
1937.0,15744967,0,668
1987.0,95457728,0,4514
1866.0,33923547,1,63
1888.0,71924100,1,1097
2017.0,127313418,0,50763
1926.0,127313418,1,1357
1853.0,127313418,1,57
1937.0,144133560,1,856
1947.0,121332964,0,126
1904.0,205649164,0,102
1952.0,41008148,0,401
1854.0,138885662,1,166
1914.0,95457728,0,193
1988.0,15744967,0,23571
1973.0,17744445,1,16571
2006.0,71924100,0,448910
1987.0,127413603,1,83791
1959.0,185592680,1,30238
1836.0,142362112,1,337
1972.0,15744967,1,21696
2014.0,205649164,1,133758
1964.0,142362112,1,9838
1975.0,17744445,1,18065
1981.0,127413603,1,57092
1985.0,138885662,1,13053
1966.0,144133560,1,2551
1961.0,39432304,1,3413
1950.0,144024400,1,1650
1949.0,142362112,1,5263
2008.0,127313418,0,23555
1950.0,15744967,0,1007
1811.0,142362112,1,205
2016.0,39432304,0,73084
1954.0,142362112,0,1144
1946.0,95457728,0,453
1921.0,71924100,0,436
1941.0,86803240,1,3508
1888.0,127313418,1,175
1931.0,39432304,1,1427
1943.0,192562407,0,198
1874.0,95457728,0,76
2008.0,86803240,1,631902
1997.0,15744967,0,42244
1949.0,71924100,1,14929
2001.0,15744967,0,59328
1954.0,41008148,1,5629
1954.0,121332964,1,4030
1893.0,144133560,0,11
1958.0,17744445,1,4822
1927.0,71924100,1,7028
1970.0,142362112,0,3303
1848.0,71924100,1,366
1927.0,86803240,1,2278
1893.0,33923547,1,151
1850.0,71924100,1,473
1819.0,205649164,1,50
2019.0,121332964,1,380354
1933.0,127313418,0,97
2020.0,95457728,0,8115
1903.0,39432304,1,327
1807.0,95457728,1,106
1862.0,41008148,1,61
1902.0,121332964,1,341
1945.0,144133560,0,101
1937.0,127313418,0,128
1907.0,71924100,0,138
1957.0,33923547,0,223
1850.0,142362112,0,57
1827.0,127413603,0,3
1842.0,144024400,1,15
1950.0,127313418,0,210
1909.0,41008148,0,64
1834.0,71924100,0,5
1891.0,17744445,1,340
1903.0,144133560,1,150
1947.0,41008148,0,308
1883.0,39432304,1,56
1881.0,86803240,1,310
1902.0,162324750,1,90
1874.0,192562407,1,53
1902.0,127313418,0,37
1837.0,33923547,1,37
1828.0,138885662,1,86
1904.0,39432304,0,22
1918.0,17744445,0,109
1933.0,138885662,0,186
1837.0,142362112,1,339
1833.0,205649164,1,92
1884.0,162324750,1,33
1900.0,86803240,1,663
1893.0,86803240,1,469
1895.0,17744445,0,15
1813.0,17744445,1,13
1924.0,162324750,1,326
1874.0,71924100,1,492
1848.0,17744445,0,7
1878.0,138885662,1,313
1910.0,121332964,1,442
1905.0,192562407,0,68
1882.0,127313418,1,169
1923.0,39432304,0,64
1844.0,192562407,0,1
1833.0,95457728,1,126
1890.0,41008148,1,186
1876.0,33923547,1,51
1917.0,17744445,0,99
1861.0,144024400,1,29
1892.0,33923547,1,153
1845.0,205649164,1,159
1832.0,95457728,1,134
1899.0,185592680,0,45
1832.0,138885662,1,66
1909.0,33923547,0,31
1895.0,95457728,0,53
1883.0,162324750,1,30
1835.0,121332964,1,24
1952.0,121332964,0,289
1944.0,205649164,0,259
1916.0,205649164,0,124
1893.0,144024400,0,17
1841.0,15744967,1,34
1905.0,17744445,0,47
1828.0,121332964,1,15
1886.0,41008148,1,179
1856.0,127413603,0,6
1865.0,185592680,1,104
1920.0,144133560,0,41
1909.0,138885662,0,78
1868.0,95457728,1,250
1876.0,41008148,0,2
1838.0,127413603,1,58
1941.0,144024400,0,282
1916.0,41008148,0,89
1905.0,205649164,0,85
1921.0,144133560,0,41
1811.0,95457728,1,101
1888.0,41008148,1,187
1901.0,71924100,0,137
1882.0,127413603,0,18
1844.0,192562407,1,20
1863.0,39432304,1,15
1900.0,144133560,1,132
1867.0,71924100,0,16
1912.0,15744967,0,70
1805.0,41008148,1,12
1895.0,144024400,0,15
1917.0,33923547,0,51
1909.0,192562407,0,70
1899.0,33923547,0,22
1915.0,17744445,0,97
1924.0,121332964,0,66
1801.0,138885662,0,9
1826.0,185592680,1,16
1863.0,144024400,1,22
1860.0,33923547,1,53
1802.0,17744445,1,8
1837.0,144024400,1,11
1855.0,15744967,1,38
1890.0,144133560,1,40
1842.0,127313418,1,29
1848.0,121332964,0,4
1920.0,127313418,0,55
1803.0,138885662,1,74
1837.0,127413603,1,48
1846.0,185592680,1,68
,205649164,1,78
1899.0,162324750,0,5
1882.0,144133560,1,24
1891.0,41008148,0,9
1840.0,192562407,1,14
1836.0,17744445,1,33
1805.0,127413603,1,16
1800.0,162324750,1,12
1864.0,41008148,1,64
1888.0,41008148,0,9
1882.0,95457728,0,33
1831.0,192562407,1,11
1858.0,41008148,1,92
1857.0,142362112,0,47
1828.0,185592680,1,22
1919.0,127313418,0,55
1889.0,144133560,1,42
1892.0,86803240,0,22
1825.0,86803240,1,55
1893.0,127313418,0,15
1827.0,185592680,1,13
1919.0,17744445,0,114
1832.0,127313418,0,2
1852.0,142362112,0,31
1838.0,39432304,1,11
1879.0,15744967,0,1
1845.0,144133560,1,13
1884.0,144133560,1,35
1857.0,185592680,0,8
1907.0,39432304,0,24
1873.0,138885662,0,16
1816.0,127313418,1,14
1845.0,162324750,1,10
1845.0,127413603,1,52
1844.0,144024400,1,29
1809.0,142362112,0,26
1801.0,95457728,0,10
1859.0,192562407,1,36
1824.0,95457728,0,10
1831.0,39432304,0,1
1829.0,205649164,0,2
1879.0,33923547,0,5
1826.0,33923547,1,22
1814.0,15744967,1,8
1872.0,162324750,1,14
1832.0,144024400,1,11
1859.0,15744967,0,3
1860.0,17744445,0,5
1853.0,33923547,1,19
1859.0,162324750,1,24
1905.0,144133560,0,18
1870.0,15744967,0,3
1888.0,144024400,0,10
1849.0,127413603,0,6
1843.0,185592680,0,2
1861.0,185592680,0,3
1854.0,144024400,1,25
1831.0,162324750,0,3
1811.0,192562407,1,6
1895.0,15744967,0,28
1841.0,144024400,1,13
1845.0,185592680,0,5
1839.0,162324750,1,9
1846.0,39432304,1,11
1853.0,162324750,1,19
1831.0,127313418,1,11
1800.0,144133560,1,23
1805.0,17744445,1,9
1887.0,15744967,0,9
1885.0,15744967,0,16
1897.0,185592680,0,37
1893.0,192562407,0,7
1812.0,144133560,1,4
1869.0,127313418,0,1
1812.0,144024400,1,7
1808.0,144024400,1,13
,41008148,0,26
1872.0,138885662,0,21
1867.0,33923547,0,2
1813.0,86803240,0,2
1844.0,127413603,0,2
1825.0,185592680,1,7
1845.0,192562407,0,1
1817.0,162324750,1,11
1864.0,162324750,1,12
1824.0,33923547,1,9
1856.0,15744967,0,4
1846.0,205649164,0,8
1827.0,41008148,0,2
1866.0,86803240,0,7
1804.0,15744967,1,5
1842.0,192562407,1,14
1898.0,127313418,0,16
1829.0,162324750,1,5
1843.0,86803240,0,3
1856.0,162324750,0,2
1864.0,15744967,0,3
1881.0,86803240,0,10
1811.0,138885662,0,4
1811.0,15744967,0,3
1848.0,144024400,0,3
1851.0,86803240,0,4
1895.0,33923547,0,9
1878.0,121332964,0,3
1810.0,39432304,0,4
1845.0,15744967,0,2
1808.0,39432304,1,4
1877.0,121332964,0,6
1803.0,138885662,0,5
1821.0,144024400,1,6
1825.0,95457728,0,3
1829.0,185592680,0,1
1808.0,144024400,0,1
1839.0,162324750,0,1
1883.0,121332964,0,2
1873.0,39432304,0,1
1847.0,144024400,0,1
1811.0,39432304,1,2
1816.0,71924100,0,2
1878.0,15744967,0,3
1891.0,162324750,0,2
1859.0,41008148,0,1
1851.0,144024400,0,1
1873.0,15744967,0,1
1876.0,39432304,0,2
1808.0,127413603,0,1
1807.0,144024400,1,1
1805.0,41008148,0,1
2008.0,144133560,0,28489
1877.0,142362112,1,963
1987.0,192562407,0,12443
1986.0,41008148,0,7901
2014.0,86803240,1,869518
2003.0,86803240,1,456589
2012.0,162324750,1,83835
2004.0,142362112,1,44093
1946.0,142362112,1,3478
1983.0,17744445,0,6054
2002.0,138885662,0,6679
1995.0,95457728,1,12526
1938.0,144133560,1,851
1941.0,127313418,1,1132
1981.0,162324750,1,12285
1935.0,185592680,1,6881
1973.0,39432304,0,558
1977.0,144133560,1,7057
1890.0,95457728,1,634
1957.0,142362112,0,1305
1941.0,142362112,1,3277
1964.0,127313418,0,509
1888.0,142362112,1,1238
1912.0,17744445,1,1181
1961.0,15744967,0,1667
1932.0,121332964,1,1223
1958.0,71924100,0,3934
1924.0,144024400,0,109
1918.0,127313418,1,620
1849.0,71924100,1,403
1957.0,205649164,0,498
1951.0,127313418,0,237
1918.0,185592680,1,1361
1859.0,95457728,1,388
1947.0,192562407,0,380
1912.0,127313418,1,755
1903.0,15744967,1,276
1900.0,39432304,1,325
1865.0,138885662,0,30
1912.0,95457728,0,254
1974.0,185592680,1,115995
1964.0,185592680,1,44274
1984.0,71924100,0,41495
1989.0,86803240,0,57452
1988.0,39432304,0,2441
1998.0,15744967,0,45817
2008.0,127413603,1,352262
2010.0,39432304,0,42534
1962.0,127413603,1,7333
1950.0,95457728,1,3161
1979.0,192562407,0,4975
1934.0,185592680,1,6926
1911.0,142362112,1,2733
1889.0,15744967,1,144
1951.0,144133560,0,163
1888.0,39432304,1,77
1890.0,71924100,1,1186
1863.0,185592680,1,113
1936.0,17744445,0,347
1869.0,144024400,0,2
2006.0,205649164,1,73655
1980.0,17744445,1,20977
1987.0,162324750,1,16540
1965.0,15744967,0,2542
1994.0,121332964,1,96159
1939.0,192562407,1,3644
1958.0,127413603,1,5720
2015.0,33923547,0,61105
1998.0,121332964,0,18270
1984.0,127313418,0,2616
1969.0,127413603,0,1646
1896.0,17744445,1,390
1972.0,127313418,1,8386
1980.0,142362112,0,6418
1919.0,17744445,1,1052
1948.0,95457728,0,555
1958.0,95457728,1,4424
1912.0,95457728,1,1479
1865.0,39432304,1,20
1915.0,39432304,1,615
1961.0,33923547,0,314
1940.0,144024400,0,284
1916.0,71924100,0,303
2000.0,138885662,0,5447
1988.0,86803240,1,149636
2002.0,95457728,1,14702
1975.0,192562407,0,3122
1983.0,144024400,0,4429
1970.0,138885662,0,1176
1908.0,142362112,1,2320
1974.0,144024400,0,2180
2019.0,86803240,1,558936
1960.0,33923547,0,303
1922.0,86803240,1,1708
1978.0,39432304,0,983
2017.0,127413603,1,250084
1907.0,17744445,1,626
1900.0,142362112,1,2200
1913.0,127313418,1,689
1934.0,71924100,0,1180
1826.0,138885662,1,70
2017.0,127413603,0,73940
1971.0,127313418,0,720
1860.0,71924100,1,415
1910.0,15744967,1,479
1876.0,95457728,1,309
1946.0,205649164,0,310
1930.0,95457728,0,433
1933.0,95457728,0,404
1916.0,142362112,0,324
1994.0,142362112,1,28147
1982.0,41008148,1,35757
1840.0,142362112,1,411
2016.0,144133560,1,92362
1967.0,41008148,0,1194
1985.0,86803240,1,115833
1998.0,17744445,0,14221
1925.0,185592680,0,487
1981.0,39432304,1,12279
1883.0,144024400,1,45
1963.0,39432304,1,3842
1941.0,205649164,1,1622
1945.0,95457728,1,2133
1954.0,127413603,0,451
1901.0,71924100,1,2143
1909.0,205649164,1,918
1864.0,205649164,1,217
1839.0,142362112,1,353
1910.0,162324750,1,181
1918.0,41008148,1,982
1891.0,15744967,1,196
1926.0,192562407,0,201
2021.0,192562407,1,62557
1983.0,192562407,1,89980
2012.0,15744967,1,212812
2012.0,15744967,0,186599
1994.0,192562407,1,228052
2015.0,15744967,1,253509
2004.0,185592680,0,177957
2007.0,144133560,0,25595
2009.0,95457728,1,21905
1933.0,39432304,1,1012
1879.0,86803240,1,250
1919.0,71924100,0,336
1968.0,127413603,0,1141
1990.0,144133560,0,3607
1911.0,41008148,1,937
1919.0,86803240,0,187
1856.0,86803240,1,123
1903.0,95457728,1,875
1928.0,144024400,1,646
1914.0,144024400,0,91
1881.0,71924100,1,648
1820.0,142362112,1,352
1869.0,95457728,0,44
2000.0,71924100,1,543367
1987.0,15744967,1,38770
1974.0,33923547,1,15793
1891.0,142362112,1,1167
1964.0,39432304,1,4044
1967.0,162324750,1,3202
1947.0,144133560,1,852
2019.0,17744445,0,51584
1930.0,192562407,1,5147
1817.0,95457728,1,115
1957.0,127313418,0,337
1970.0,162324750,1,5247
1909.0,142362112,0,351
1906.0,121332964,1,401
1912.0,162324750,1,188
1876.0,142362112,1,809
1900.0,15744967,1,254
2019.0,192562407,0,233965
2021.0,185592680,0,32660
1996.0,86803240,1,285741
1979.0,86803240,0,17852
1999.0,17744445,1,38037
2010.0,185592680,0,281294
2000.0,192562407,0,48026
2017.0,185592680,1,632586
2018.0,205649164,1,94510
1987.0,138885662,1,13853
2000.0,127313418,1,52386
1962.0,15744967,1,8008
1977.0,71924100,1,89534
1952.0,86803240,1,5804
1986.0,144133560,1,11452
1956.0,33923547,1,2692
1946.0,205649164,1,1556
1970.0,144133560,0,602
1944.0,142362112,1,2979
1941.0,162324750,1,727
1926.0,192562407,1,3971
1894.0,142362112,1,1379
1853.0,86803240,1,140
1904.0,142362112,1,1977
1969.0,121332964,0,1153
1931.0,86803240,1,2795
1915.0,121332964,1,406
1943.0,33923547,1,788
1903.0,144024400,0,41
1944.0,142362112,0,631
2020.0,41008148,1,712026
1812.0,95457728,1,150
2008.0,41008148,1,497596
1998.0,41008148,0,31754
2000.0,41008148,1,249462
1991.0,142362112,1,23535
2008.0,205649164,1,91485
2009.0,15744967,1,172987
1993.0,17744445,0,9707
2003.0,142362112,0,14169
2013.0,17744445,0,57095
1992.0,162324750,1,21088
2009.0,95457728,0,9485
1968.0,33923547,1,9169
1977.0,95457728,1,11032
1910.0,142362112,1,2955
2019.0,95457728,0,8875
1927.0,127313418,0,93
1916.0,138885662,1,801
1972.0,121332964,0,1216
1916.0,15744967,0,130
1960.0,144133560,0,255
1930.0,86803240,1,2644
1911.0,127413603,1,1158
1880.0,17744445,1,132
1825.0,127313418,1,8
1983.0,15744967,0,17332
1999.0,121332964,0,20517
1988.0,39432304,1,18045
1995.0,138885662,1,15981
1972.0,144133560,1,4665
1916.0,17744445,1,1012
1965.0,127313418,1,6498
1973.0,71924100,0,11318
1887.0,138885662,1,444
1940.0,86803240,1,3780
1898.0,205649164,0,52
1938.0,17744445,0,371
1867.0,144133560,1,14
1854.0,71924100,1,438
1920.0,95457728,1,1083
1897.0,33923547,1,210
1909.0,162324750,1,185
1891.0,127413603,0,15
1927.0,39432304,1,1484
1859.0,41008148,1,92
1935.0,127313418,1,1199
1939.0,142362112,0,761
1899.0,41008148,1,2152
1875.0,142362112,1,787
1855.0,142362112,0,80
1938.0,95457728,0,473
2021.0,39432304,1,20327
2021.0,39432304,0,8165
2009.0,144133560,1,73669
2003.0,39432304,1,65712
2006.0,41008148,0,99283
1975.0,205649164,1,10205
1955.0,86803240,1,7279
1997.0,127313418,0,7173
1929.0,142362112,1,4187
1978.0,33923547,0,1954
1969.0,144024400,0,1355
1926.0,144024400,1,603
1830.0,205649164,0,5
1923.0,185592680,1,3647
1940.0,144024400,1,1016
1975.0,144024400,0,2613
1935.0,86803240,0,702
1948.0,162324750,0,108
2014.0,127413603,0,101600
2007.0,41008148,1,478945
2014.0,144024400,1,58089
2003.0,144024400,0,21783
2014.0,15744967,0,219356
1969.0,86803240,1,28065
1973.0,127313418,1,9478
2002.0,144024400,1,29450
1957.0,39432304,0,180
1970.0,185592680,0,12014
1952.0,138885662,1,3351
2003.0,138885662,0,7247
1939.0,138885662,1,1964
2009.0,127313418,0,26024
1975.0,144133560,1,6064
1957.0,41008148,0,487
1846.0,138885662,1,134
1929.0,144133560,1,671
1879.0,205649164,1,403
1968.0,127313418,0,643
1905.0,71924100,1,2427
1868.0,127313418,1,123
1886.0,127313418,1,158
1956.0,192562407,0,932
1918.0,121332964,1,378
1949.0,144133560,1,1182
1906.0,41008148,1,665
1887.0,17744445,1,215
2021.0,144024400,0,2192
1979.0,86803240,1,63031
2005.0,71924100,0,385097
1960.0,127413603,1,6372
1997.0,71924100,0,152822
2010.0,127313418,0,31737
2016.0,142362112,0,23892
1975.0,162324750,1,7703
1979.0,162324750,1,11146
1934.0,192562407,1,3886
1979.0,41008148,1,28215
1975.0,86803240,1,43709
1953.0,138885662,1,3425
1951.0,15744967,0,1067
1904.0,127413603,1,653
1949.0,95457728,0,634
1951.0,39432304,1,2146
1915.0,192562407,1,1264
1930.0,71924100,0,1199
1837.0,71924100,1,229
1800.0,71924100,0,11
1985.0,71924100,0,47338
2001.0,121332964,0,25711
2015.0,41008148,0,182870
1987.0,138885662,0,2883
2000.0,33923547,0,16618
1988.0,162324750,0,2769
1918.0,95457728,1,1159
1926.0,205649164,1,1426
1961.0,142362112,0,1535
1962.0,144024400,1,3000
1934.0,162324750,1,694
1924.0,205649164,0,183
1937.0,185592680,0,759
1925.0,162324750,1,389
1933.0,86803240,1,2888
1821.0,142362112,1,300
1888.0,86803240,0,11
1843.0,205649164,1,149
1966.0,15744967,0,2907
1980.0,71924100,1,117704
1993.0,205649164,0,6961
1990.0,15744967,0,26779
2008.0,39432304,0,31654
2009.0,192562407,0,131187
1965.0,17744445,1,8306
1976.0,71924100,0,14958
1922.0,192562407,1,2974
1965.0,39432304,1,4503
1906.0,17744445,1,525
1985.0,144133560,0,2380
1913.0,71924100,0,269
1964.0,162324750,1,2453
1901.0,144024400,1,181
1949.0,15744967,1,2559
1908.0,17744445,0,54
1907.0,33923547,1,354
1900.0,144024400,1,223
1827.0,15744967,1,44
2020.0,121332964,1,331841
2002.0,185592680,0,154734
1971.0,86803240,1,32087
2010.0,127413603,0,76059
1946.0,185592680,1,6926
1984.0,41008148,1,41861
2009.0,17744445,1,83138
1984.0,142362112,0,7663
2016.0,17744445,0,60190
1960.0,185592680,1,31610
1987.0,15744967,0,22331
1952.0,121332964,1,3242
1939.0,144024400,1,1067
1994.0,144024400,1,17931
1969.0,142362112,0,3070
1917.0,86803240,1,1194
1967.0,205649164,1,5819
1963.0,86803240,0,3521
1967.0,95457728,1,7704
1966.0,138885662,0,713
1930.0,17744445,1,1742
1913.0,205649164,1,1232
1922.0,144024400,0,81
1898.0,33923547,1,213
1911.0,17744445,1,740
1957.0,17744445,0,596
1904.0,162324750,1,109
1977.0,39432304,0,898
1934.0,127413603,0,366
1895.0,127413603,1,365
1955.0,205649164,0,459
1834.0,185592680,0,4
1878.0,71924100,1,629
1834.0,185592680,1,62
1871.0,185592680,1,151
1915.0,127413603,0,122
1878.0,33923547,1,109
1868.0,71924100,1,561
1932.0,86803240,0,641
1856.0,17744445,1,91
1867.0,41008148,1,92
1880.0,17744445,0,13
1925.0,192562407,0,225
1891.0,144133560,0,5
1913.0,144024400,0,51
1908.0,144133560,1,213
1904.0,142362112,0,239
1862.0,41008148,0,2
1900.0,121332964,1,338
1895.0,121332964,1,298
1949.0,144133560,0,135
1919.0,121332964,1,490
1883.0,15744967,1,91
1819.0,95457728,1,124
1959.0,138885662,0,408
1930.0,17744445,0,247
1876.0,17744445,1,133
1919.0,144024400,1,297
1836.0,185592680,1,51
1925.0,71924100,0,679
1938.0,162324750,0,103
1801.0,162324750,1,5
1869.0,138885662,1,218
1879.0,192562407,1,97
1962.0,39432304,0,244
1889.0,138885662,0,15
1961.0,95457728,0,915
1862.0,162324750,1,16
1944.0,144024400,0,289
1907.0,127313418,0,41
1938.0,185592680,0,815
1925.0,127413603,0,176
1887.0,142362112,0,123
1922.0,144133560,1,490
1867.0,17744445,1,101
1901.0,185592680,0,64
1861.0,138885662,1,160
1924.0,17744445,0,176
1886.0,138885662,1,438
1803.0,142362112,0,19
1849.0,185592680,1,74
1890.0,144024400,1,67
1910.0,185592680,0,121
1932.0,144024400,0,182
1931.0,205649164,0,234
1881.0,142362112,0,143
1814.0,71924100,1,24
1853.0,192562407,1,27
1881.0,205649164,0,19
1862.0,185592680,0,4
1807.0,205649164,1,50
,138885662,1,63
1840.0,205649164,1,138
1872.0,144024400,1,33
1857.0,15744967,0,12
1917.0,127313418,0,38
1857.0,192562407,1,33
1904.0,127313418,0,35
1805.0,138885662,1,64
1895.0,71924100,0,80
1832.0,142362112,1,223
1872.0,121332964,1,88
1802.0,95457728,1,82
1908.0,121332964,0,31
,71924100,0,138
1879.0,185592680,0,28
1942.0,39432304,0,47
1809.0,192562407,1,5
1862.0,33923547,1,45
1894.0,127313418,0,8
,121332964,0,23
1826.0,95457728,1,99
1849.0,41008148,1,57
1884.0,144024400,1,64
1905.0,86803240,0,80
1824.0,17744445,1,23
1860.0,142362112,0,85
1849.0,144024400,1,16
1848.0,33923547,1,22
1836.0,33923547,1,15
1910.0,144024400,0,64
1843.0,121332964,1,37
1885.0,162324750,1,34
1895.0,205649164,0,39
1801.0,15744967,0,2
1873.0,144024400,1,23
1870.0,17744445,1,80
1821.0,121332964,1,13
1818.0,142362112,0,19
1929.0,192562407,0,246
1852.0,127413603,1,75
1853.0,41008148,1,78
1804.0,86803240,1,19
1878.0,33923547,0,7
1833.0,121332964,1,29
1845.0,185592680,1,107
1875.0,33923547,1,62
1800.0,15744967,0,22
1916.0,127413603,0,115
1825.0,71924100,1,33
1896.0,15744967,0,25
1802.0,41008148,1,12
1828.0,41008148,1,11
1858.0,95457728,0,28
1917.0,162324750,0,22
1848.0,95457728,0,15
1843.0,127313418,1,34
1904.0,162324750,0,11
1806.0,205649164,1,37
1844.0,138885662,0,5
1822.0,205649164,0,6
1924.0,144133560,0,57
1859.0,121332964,1,49
1858.0,192562407,1,18
1860.0,95457728,0,43
1900.0,192562407,0,44
1892.0,33923547,0,8
1881.0,162324750,1,33
1805.0,192562407,1,8
1803.0,17744445,1,18
1922.0,127313418,0,49
1874.0,185592680,0,13
1850.0,15744967,1,44
1818.0,192562407,1,9
1812.0,127313418,1,11
1861.0,127413603,0,8
1866.0,138885662,0,12
1825.0,41008148,1,15
1817.0,15744967,1,11
1871.0,192562407,1,44
1911.0,127313418,0,42
1902.0,162324750,0,12
1926.0,127313418,0,79
1875.0,86803240,0,12
1841.0,17744445,1,50
1811.0,144024400,1,12
1878.0,185592680,0,20
1830.0,127413603,0,1
1826.0,41008148,1,7
1868.0,205649164,0,9
1852.0,33923547,1,16
1848.0,162324750,1,22
1876.0,138885662,0,14
1885.0,205649164,0,29
1897.0,192562407,0,8
1874.0,144024400,0,6
1886.0,17744445,0,17
1839.0,39432304,1,6
1837.0,41008148,0,2
1892.0,39432304,0,3
1896.0,39432304,0,4
1803.0,95457728,0,6
1849.0,138885662,0,10
1866.0,127413603,0,9
1802.0,144024400,1,6
1846.0,71924100,0,4
1876.0,162324750,1,25
1823.0,121332964,1,14
1864.0,162324750,0,2
1845.0,144024400,1,21
1863.0,39432304,0,1
1859.0,144024400,0,3
2022.0,17744445,1,1
1805.0,39432304,1,6
1835.0,95457728,0,13
1819.0,95457728,0,10
1828.0,192562407,1,13
1863.0,185592680,0,4
1804.0,17744445,1,10
1841.0,17744445,0,4
1863.0,121332964,0,5
1831.0,138885662,0,2
1886.0,15744967,0,15
1807.0,192562407,1,3
1833.0,162324750,1,13
1831.0,41008148,1,17
1832.0,41008148,1,15
1810.0,41008148,1,3
1885.0,17744445,0,6
1814.0,138885662,0,4
1823.0,162324750,1,5
1818.0,138885662,0,9
1841.0,185592680,0,4
1851.0,15744967,0,3
1828.0,33923547,1,12
1830.0,41008148,0,1
1836.0,15744967,1,6
1821.0,185592680,0,1
1840.0,39432304,1,7
