year(Date),FieldOfStudyId,Gender,Authorships
1952.0,205649164,0,384
1849.0,95457728,1,228
1900.0,41008148,0,56
1899.0,17744445,0,40
1930.0,127313418,0,99
1919.0,192562407,0,110
1929.0,17744445,0,276
1889.0,162324750,1,60
1851.0,95457728,1,243
1925.0,33923547,0,57
1923.0,33923547,1,530
1813.0,138885662,1,76
1942.0,41008148,0,222
1912.0,71924100,0,243
1892.0,15744967,1,200
1858.0,162324750,1,23
1912.0,41008148,0,63
1907.0,127313418,1,641
1907.0,86803240,0,103
1964.0,144024400,0,605
1922.0,71924100,0,531
1926.0,144024400,0,144
1923.0,144133560,0,69
1923.0,17744445,0,199
1854.0,185592680,0,3
1862.0,138885662,1,163
2021.0,138885662,0,226
1910.0,192562407,0,62
1869.0,121332964,1,74
1934.0,162324750,0,92
1894.0,192562407,1,142
1858.0,95457728,1,333
1966.0,127313418,0,567
1908.0,144024400,0,49
1856.0,185592680,1,68
1854.0,185592680,1,85
1931.0,127313418,0,127
1903.0,162324750,1,102
1921.0,127413603,0,140
1901.0,162324750,0,12
1939.0,162324750,0,106
1953.0,144133560,0,167
1806.0,142362112,0,39
1858.0,142362112,1,574
1873.0,71924100,0,17
1848.0,127313418,1,38
1918.0,127313418,0,39
1942.0,144133560,0,115
1869.0,144133560,1,28
1895.0,192562407,1,128
1907.0,144024400,0,31
1932.0,121332964,0,82
1911.0,86803240,0,111
1874.0,41008148,1,123
1814.0,205649164,0,5
1933.0,39432304,0,69
1805.0,205649164,0,3
1814.0,95457728,1,105
1844.0,15744967,1,38
1822.0,144024400,1,14
1911.0,39432304,0,27
1889.0,86803240,0,26
1845.0,86803240,0,9
1854.0,127313418,1,76
1912.0,39432304,0,19
1860.0,17744445,1,115
1879.0,15744967,1,71
1850.0,39432304,0,1
1850.0,138885662,1,128
1950.0,162324750,0,91
1836.0,142362112,0,35
1830.0,86803240,1,57
1897.0,17744445,0,20
1857.0,185592680,1,101
1919.0,185592680,0,187
1864.0,185592680,0,16
1940.0,121332964,0,97
1952.0,162324750,0,129
1897.0,138885662,0,43
1841.0,185592680,1,77
1905.0,41008148,0,56
1800.0,192562407,0,9
1893.0,205649164,0,46
1921.0,39432304,0,63
1908.0,185592680,0,94
1888.0,39432304,0,3
1869.0,71924100,0,20
1894.0,144133560,1,85
1889.0,95457728,0,47
1800.0,121332964,1,69
1903.0,127413603,0,67
1920.0,162324750,0,31
1899.0,127413603,0,96
1906.0,144024400,0,32
1853.0,127413603,1,62
1820.0,127313418,1,20
1872.0,185592680,0,16
1829.0,33923547,1,12
1936.0,41008148,0,173
1838.0,95457728,0,12
1823.0,127313418,1,23
1924.0,127313418,0,61
1890.0,185592680,0,26
1827.0,41008148,1,29
1840.0,127313418,1,43
1857.0,127313418,1,56
1851.0,41008148,1,54
1897.0,121332964,0,19
1857.0,15744967,1,32
1916.0,162324750,0,18
1840.0,142362112,0,43
1845.0,39432304,1,21
1885.0,39432304,1,37
1883.0,17744445,0,15
1905.0,39432304,0,35
1870.0,205649164,0,15
1825.0,121332964,1,9
1889.0,33923547,0,5
1841.0,192562407,1,13
1909.0,86803240,0,113
1825.0,17744445,0,2
1853.0,15744967,1,19
1898.0,41008148,0,22
1884.0,15744967,0,5
1868.0,138885662,0,13
1896.0,144133560,1,93
1866.0,142362112,0,47
1903.0,192562407,0,57
1883.0,144024400,0,3
1886.0,144133560,1,32
1801.0,17744445,1,9
1902.0,144024400,0,33
1822.0,138885662,1,97
1843.0,138885662,0,7
1877.0,138885662,0,14
1827.0,86803240,1,39
1834.0,41008148,1,15
1875.0,142362112,0,91
1834.0,127413603,1,51
1860.0,71924100,0,23
1815.0,71924100,1,47
1902.0,205649164,0,52
1838.0,205649164,0,4
1818.0,127413603,1,16
1902.0,39432304,0,18
1915.0,127313418,0,31
1844.0,39432304,1,14
1854.0,86803240,0,2
1832.0,205649164,0,6
1804.0,127413603,1,22
1865.0,144133560,1,10
1848.0,15744967,1,29
1849.0,142362112,0,38
1838.0,185592680,0,2
1834.0,144024400,0,7
1903.0,17744445,0,29
1894.0,192562407,0,7
1802.0,144133560,1,2
1896.0,192562407,0,7
1820.0,138885662,0,4
1882.0,15744967,0,10
1891.0,15744967,0,10
1803.0,127413603,1,26
1877.0,185592680,0,15
1870.0,127413603,0,10
1831.0,144024400,1,18
1820.0,162324750,1,7
1820.0,144024400,1,9
1809.0,33923547,1,8
1825.0,205649164,0,4
1873.0,127413603,0,11
1889.0,39432304,0,3
1871.0,86803240,0,6
1843.0,15744967,1,15
1886.0,127413603,0,15
1887.0,138885662,0,15
1800.0,127313418,0,4
1875.0,71924100,0,19
1816.0,138885662,0,4
1882.0,33923547,0,6
1885.0,41008148,0,10
1869.0,17744445,0,7
1894.0,17744445,0,24
1818.0,144024400,1,3
1897.0,39432304,0,4
1854.0,95457728,0,12
1822.0,95457728,0,5
1881.0,127413603,0,14
1801.0,33923547,1,5
2022.0,138885662,1,5
1818.0,127313418,1,8
1826.0,127313418,1,19
1819.0,144024400,1,10
1843.0,95457728,0,11
1808.0,33923547,0,1
1895.0,41008148,0,17
1892.0,192562407,0,7
1814.0,162324750,1,4
1847.0,144133560,1,16
1851.0,162324750,1,11
1806.0,95457728,0,8
1858.0,17744445,0,4
1833.0,86803240,0,3
1871.0,192562407,0,1
1906.0,162324750,0,16
1822.0,121332964,1,9
1872.0,121332964,0,22
1875.0,41008148,0,2
1861.0,138885662,0,9
1889.0,127313418,0,3
1862.0,127313418,0,1
1838.0,138885662,0,2
1871.0,33923547,0,4
1876.0,127313418,0,4
1854.0,192562407,0,1
1875.0,192562407,0,1
1868.0,144024400,0,3
1811.0,41008148,1,11
1840.0,41008148,0,1
1868.0,192562407,0,2
1809.0,15744967,1,11
1800.0,86803240,0,5
1815.0,127413603,0,2
1876.0,15744967,0,2
1888.0,144133560,0,3
1841.0,127413603,0,1
1803.0,39432304,1,2
1882.0,144024400,0,6
1835.0,86803240,0,3
1813.0,39432304,1,5
1853.0,39432304,0,1
1866.0,15744967,0,2
1808.0,17744445,0,1
1809.0,127413603,0,1
1873.0,162324750,0,1
1905.0,162324750,0,5
1808.0,33923547,1,3
1869.0,162324750,0,1
1800.0,33923547,0,1
1876.0,33923547,0,2
1856.0,127313418,0,1
1887.0,144133560,0,1
1891.0,192562407,0,2
1836.0,41008148,0,1
1836.0,144024400,0,1
1846.0,41008148,0,1
1852.0,192562407,0,1
1875.0,127313418,0,1
1828.0,192562407,0,1
1838.0,127313418,0,2
1832.0,162324750,0,1
1851.0,192562407,0,1
1854.0,33923547,0,1
1854.0,144133560,0,1
1826.0,144024400,1,1
1824.0,144024400,0,1
1890.0,127313418,0,1
2011.0,71924100,1,1406960
2012.0,205649164,0,52434
2004.0,162324750,1,51082
1977.0,71924100,0,18165
1980.0,39432304,1,12289
2014.0,33923547,0,58858
1988.0,127413603,0,8161
1992.0,127413603,0,11206
2013.0,121332964,1,345306
1972.0,142362112,0,3176
1942.0,142362112,1,3359
1996.0,15744967,0,40036
1990.0,142362112,0,7480
1995.0,127313418,1,38251
2016.0,144024400,0,51565
1972.0,138885662,0,1146
1956.0,162324750,1,1392
1912.0,185592680,1,2180
1923.0,127313418,1,1069
1921.0,127313418,1,1009
1929.0,127313418,1,1595
1894.0,71924100,1,1482
1956.0,33923547,0,233
1964.0,138885662,0,669
1948.0,144024400,0,315
1818.0,15744967,1,17
1859.0,127413603,1,127
1923.0,142362112,0,386
1864.0,144133560,1,10
1997.0,127413603,1,173509
2006.0,192562407,1,483172
1928.0,192562407,1,4330
2008.0,192562407,1,510589
2000.0,142362112,1,37056
1936.0,142362112,1,4000
2012.0,138885662,0,15184
1879.0,142362112,1,822
1926.0,142362112,1,3491
1919.0,205649164,1,865
1969.0,144133560,0,462
1898.0,162324750,1,106
1899.0,86803240,1,527
1895.0,15744967,1,263
1903.0,205649164,1,716
1965.0,144024400,0,737
1939.0,162324750,1,887
1952.0,144024400,0,338
1957.0,127313418,1,3872
2006.0,185592680,0,211409
1962.0,95457728,1,5377
2005.0,121332964,0,39982
2013.0,41008148,0,167194
1975.0,192562407,1,51916
1976.0,39432304,1,8540
1920.0,142362112,1,2581
1971.0,121332964,1,14818
1956.0,95457728,1,3772
1956.0,121332964,1,4567
1943.0,17744445,1,2224
1934.0,41008148,1,2064
1983.0,39432304,0,1607
1990.0,138885662,0,2735
1910.0,17744445,1,708
1963.0,71924100,0,4963
1965.0,95457728,0,1262
1951.0,86803240,0,1436
2019.0,71924100,1,1790966
1851.0,95457728,0,22
1973.0,121332964,0,1388
1959.0,121332964,0,437
1893.0,138885662,1,581
1967.0,127413603,0,916
1900.0,142362112,0,258
1927.0,144024400,0,166
1904.0,192562407,1,726
2011.0,41008148,1,575002
1991.0,86803240,0,72724
2006.0,86803240,0,320835
1998.0,127313418,1,46042
1984.0,144133560,1,9759
1927.0,185592680,1,4782
1970.0,127313418,1,8483
1929.0,185592680,1,5468
1970.0,39432304,0,566
1960.0,71924100,0,4551
1960.0,15744967,1,6479
1906.0,95457728,1,1127
2017.0,121332964,0,110791
1956.0,17744445,0,593
2018.0,138885662,0,12239
1987.0,185592680,0,51754
2011.0,39432304,1,121189
1994.0,144133560,0,5671
1982.0,95457728,1,12291
1917.0,17744445,1,946
1917.0,185592680,1,1405
1887.0,127413603,1,286
1871.0,71924100,1,538
1881.0,185592680,1,376
1940.0,144133560,1,931
1871.0,205649164,1,248
1891.0,127313418,1,186
1875.0,127413603,1,181
1855.0,142362112,1,716
1997.0,17744445,1,33776
2003.0,41008148,0,61866
1998.0,142362112,1,31148
1957.0,127413603,0,415
1965.0,192562407,1,30561
1986.0,192562407,0,10722
1965.0,127413603,0,850
1909.0,144024400,1,330
1971.0,205649164,0,1382
1943.0,162324750,1,551
1884.0,138885662,1,337
1964.0,33923547,0,448
1941.0,95457728,1,2392
1876.0,185592680,1,249
1874.0,121332964,1,84
1915.0,142362112,0,294
1899.0,205649164,1,639
1924.0,41008148,0,197
1890.0,33923547,0,8
1919.0,144024400,0,40
2018.0,121332964,0,110375
2004.0,71924100,1,795970
1980.0,192562407,1,78545
2011.0,15744967,1,198021
2014.0,33923547,1,225303
1950.0,205649164,1,2505
2001.0,95457728,1,14137
1954.0,192562407,1,13363
1973.0,121332964,1,17580
1915.0,144024400,0,45
1943.0,127413603,1,6995
1872.0,142362112,1,787
1910.0,95457728,0,159
1931.0,185592680,1,6370
1973.0,144133560,0,633
1917.0,95457728,1,1182
1984.0,144133560,0,2130
1842.0,95457728,1,163
1952.0,15744967,0,1150
1857.0,142362112,1,520
2020.0,71924100,1,2109262
1918.0,144133560,1,324
1930.0,15744967,0,480
1900.0,41008148,1,638
1800.0,142362112,1,679
1853.0,142362112,0,49
1912.0,138885662,0,82
1984.0,127413603,0,5017
1996.0,185592680,0,103522
2012.0,121332964,1,344469
1992.0,33923547,0,7494
2005.0,121332964,1,241645
1992.0,15744967,1,49778
1982.0,15744967,0,16923
1999.0,15744967,0,48951
2008.0,205649164,0,37039
1975.0,185592680,1,122452
1954.0,86803240,0,1858
1956.0,15744967,1,4901
1976.0,15744967,1,26670
1980.0,121332964,1,28573
1972.0,205649164,1,7751
1976.0,41008148,0,2752
1917.0,138885662,1,843
1964.0,41008148,1,10273
1963.0,39432304,0,271
1836.0,86803240,1,65
1971.0,162324750,0,508
1823.0,205649164,1,46
1938.0,15744967,0,669
1899.0,39432304,1,260
2019.0,127413603,0,9648
2011.0,17744445,0,50324
2005.0,185592680,1,505954
2011.0,142362112,1,51772
1987.0,192562407,1,139494
2002.0,138885662,1,22050
1990.0,86803240,0,65782
2002.0,41008148,0,53762
2011.0,127413603,0,82413
1991.0,17744445,1,26228
1953.0,71924100,0,3189
1880.0,192562407,1,122
1950.0,185592680,1,14223
1995.0,192562407,0,28449
1964.0,144024400,1,3670
1983.0,138885662,0,2335
1862.0,142362112,1,600
2017.0,162324750,0,27361
1946.0,41008148,0,270
1956.0,86803240,0,2078
1928.0,39432304,1,1419
1938.0,41008148,1,1772
1938.0,41008148,0,157
1893.0,138885662,0,28
1877.0,121332964,1,109
1852.0,138885662,1,131
2021.0,205649164,0,3199
1940.0,127313418,1,1246
2001.0,185592680,0,141020
1955.0,142362112,1,6555
1983.0,17744445,1,21500
1979.0,41008148,0,3564
1891.0,142362112,0,118
1915.0,95457728,1,1067
1971.0,41008148,0,1589
1985.0,138885662,0,2554
1951.0,95457728,1,3279
1950.0,127313418,1,2574
1950.0,41008148,0,464
1921.0,127413603,1,1577
1933.0,71924100,1,8625
1951.0,142362112,0,963
1951.0,33923547,0,193
1866.0,185592680,1,103
1950.0,144024400,0,378
1844.0,142362112,1,365
1920.0,15744967,0,136
1935.0,138885662,0,209
1872.0,33923547,1,82
1914.0,15744967,1,611
2019.0,144024400,1,46887
1894.0,127313418,1,265
2009.0,144024400,0,37377
1994.0,127413603,0,13156
1980.0,15744967,1,31662
1983.0,127413603,0,4752
1994.0,205649164,1,24379
1913.0,142362112,1,2737
2019.0,142362112,1,23874
1961.0,162324750,1,2163
1965.0,205649164,1,5303
1970.0,15744967,0,5860
1979.0,127413603,0,4008
1975.0,185592680,0,17303
2018.0,127413603,0,15199
1924.0,144133560,1,609
1900.0,138885662,1,744
1914.0,33923547,1,402
1945.0,33923547,1,727
1866.0,192562407,1,40
1932.0,39432304,1,1270
1831.0,185592680,1,24
1903.0,86803240,1,689
1981.0,41008148,1,32242
1969.0,71924100,0,7764
1995.0,41008148,1,149849
1999.0,71924100,0,184382
1995.0,144133560,1,20355
2002.0,127413603,1,247227
1998.0,121332964,1,137020
1951.0,185592680,1,16380
1997.0,144024400,1,21014
1959.0,17744445,1,5214
2016.0,144133560,0,47535
2018.0,144133560,1,105762
1966.0,142362112,0,2101
1959.0,127313418,1,4271
1982.0,127413603,0,4670
1968.0,144133560,0,377
1951.0,162324750,1,1175
1947.0,33923547,0,108
1908.0,185592680,1,1760
1984.0,39432304,0,1723
1947.0,39432304,1,1429
1947.0,17744445,0,418
1898.0,144133560,1,95
1947.0,138885662,1,2161
1948.0,86803240,0,978
1995.0,127413603,0,14604
2006.0,121332964,1,257540
1983.0,185592680,1,195498
1995.0,86803240,1,265335
2014.0,205649164,0,61327
2013.0,86803240,1,866434
1994.0,144133560,1,19095
1952.0,71924100,1,19419
1957.0,185592680,1,25383
1940.0,41008148,0,188
1923.0,71924100,0,637
1998.0,138885662,0,4625
1911.0,205649164,1,917
1909.0,138885662,1,1074
1938.0,71924100,0,1387
1850.0,192562407,1,32
1971.0,127413603,1,20194
1996.0,185592680,1,378601
1999.0,121332964,1,147279
2006.0,138885662,1,26641
2011.0,33923547,0,49539
1977.0,15744967,1,28314
1981.0,192562407,1,80961
1988.0,33923547,1,38433
1958.0,71924100,1,24202
1984.0,121332964,0,3562
1946.0,138885662,0,193
1968.0,205649164,1,6727
1954.0,41008148,0,477
1948.0,95457728,1,2788
1943.0,86803240,0,681
1948.0,162324750,1,820
1882.0,86803240,1,326
2020.0,144133560,0,56117
1921.0,205649164,0,124
1904.0,95457728,0,192
1915.0,95457728,0,243
1819.0,142362112,0,30
2019.0,127313418,0,38103
1978.0,41008148,0,3317
1976.0,144133560,1,6426
1934.0,71924100,1,8524
1965.0,15744967,1,10833
1898.0,71924100,1,2119
1991.0,95457728,0,4221
1991.0,95457728,1,12384
1964.0,185592680,0,6505
1975.0,142362112,0,4053
1937.0,71924100,0,1317
1830.0,71924100,1,119
1940.0,185592680,1,7931
1874.0,142362112,1,803
1941.0,185592680,0,813
1964.0,86803240,0,3877
1937.0,33923547,1,1017
1943.0,121332964,1,746
1923.0,185592680,0,367
1954.0,127313418,0,267
1929.0,39432304,0,80
1888.0,95457728,1,478
1915.0,192562407,0,76
1982.0,185592680,1,185507
1971.0,144024400,0,1609
2016.0,138885662,1,32599
1992.0,142362112,1,24241
1998.0,144133560,0,8289
1969.0,95457728,0,1689
1984.0,185592680,0,38622
1951.0,121332964,1,3191
1839.0,95457728,1,184
1962.0,127313418,1,4982
1990.0,17744445,0,8107
1980.0,192562407,0,5655
1966.0,41008148,0,1035
1945.0,71924100,1,7993
1863.0,17744445,1,83
1848.0,142362112,1,463
1928.0,138885662,1,2135
1893.0,185592680,1,697
1962.0,205649164,0,711
1959.0,15744967,0,1510
1908.0,144133560,0,15
1887.0,185592680,1,604
2019.0,185592680,1,591974
1862.0,185592680,1,115
1889.0,17744445,1,262
1861.0,162324750,1,23
1994.0,41008148,0,19765
1988.0,17744445,0,8323
1998.0,17744445,1,35953
2001.0,127413603,1,238311
1967.0,192562407,1,35369
2012.0,138885662,1,32615
2002.0,142362112,1,39896
1994.0,15744967,1,52326
1924.0,138885662,1,1702
1929.0,71924100,0,1044
1928.0,95457728,1,1802
1942.0,127413603,0,447
1951.0,17744445,1,3596
1931.0,15744967,1,1319
1953.0,95457728,0,609
1990.0,121332964,0,6877
1962.0,17744445,0,773
1972.0,185592680,0,13698
1955.0,142362112,0,1225
1905.0,144024400,1,282
1889.0,121332964,1,209
1844.0,71924100,1,338
1982.0,144133560,0,1821
1880.0,71924100,1,722
1890.0,121332964,1,232
1880.0,86803240,1,303
1958.0,39432304,0,213
2019.0,192562407,1,661893
2021.0,41008148,0,12622
1842.0,138885662,1,119
1926.0,162324750,0,64
1943.0,205649164,0,301
1869.0,41008148,1,105
1886.0,33923547,1,128
1894.0,95457728,0,63
1863.0,162324750,0,1
1850.0,95457728,0,23
1866.0,15744967,1,44
1885.0,95457728,1,439
1891.0,39432304,1,54
1856.0,162324750,1,20
1862.0,205649164,1,211
1875.0,192562407,1,57
1892.0,192562407,1,110
1888.0,142362112,0,114
1914.0,162324750,1,228
1954.0,121332964,0,323
1860.0,138885662,1,163
1885.0,144024400,0,10
1963.0,144133560,0,281
1932.0,33923547,0,112
1841.0,95457728,1,205
1934.0,205649164,0,202
1965.0,33923547,0,489
1807.0,142362112,1,188
1904.0,71924100,0,123
1944.0,162324750,1,536
1906.0,192562407,0,56
1907.0,15744967,0,66
1815.0,142362112,1,296
1900.0,33923547,1,297
1918.0,71924100,0,332
1931.0,144024400,0,170
1921.0,17744445,0,109
1933.0,192562407,0,244
,162324750,0,10
1864.0,185592680,1,104
1889.0,41008148,1,190
1876.0,86803240,0,13
1917.0,144133560,1,337
1870.0,127413603,1,126
1833.0,144133560,1,6
1944.0,138885662,0,146
1874.0,17744445,1,108
1883.0,127413603,1,169
1932.0,39432304,0,95
1914.0,86803240,0,156
1947.0,144024400,0,304
1800.0,192562407,1,125
1835.0,138885662,1,149
1955.0,162324750,0,132
1884.0,121332964,0,3
1845.0,138885662,0,5
1934.0,144133560,0,127
1846.0,127313418,1,50
1904.0,192562407,0,51
1931.0,144133560,0,109
1830.0,95457728,1,145
1847.0,142362112,0,30
1943.0,41008148,0,180
1952.0,144133560,0,163
1880.0,144024400,1,40
1854.0,192562407,1,19
1961.0,144133560,0,256
1875.0,144024400,1,31
1840.0,127413603,1,51
1937.0,121332964,0,98
1926.0,17744445,0,205
1822.0,142362112,0,22
1867.0,39432304,1,16
1905.0,95457728,0,127
1830.0,95457728,0,13
1916.0,39432304,0,29
1853.0,185592680,1,74
1880.0,162324750,1,20
1876.0,71924100,0,19
1859.0,39432304,1,24
1914.0,144133560,0,24
1882.0,15744967,1,73
1889.0,71924100,0,41
1859.0,144133560,1,16
1825.0,205649164,1,82
1838.0,17744445,1,23
1845.0,41008148,1,78
1878.0,39432304,1,49
1835.0,192562407,1,9
1925.0,39432304,0,72
1857.0,86803240,0,5
1874.0,33923547,1,57
1863.0,138885662,0,10
1885.0,95457728,0,52
1852.0,192562407,1,32
1824.0,192562407,1,4
1931.0,162324750,0,59
1908.0,205649164,0,87
1850.0,71924100,0,12
1906.0,127413603,0,50
1832.0,17744445,1,35
1833.0,144024400,1,18
1861.0,86803240,0,6
1853.0,144133560,1,24
1887.0,127413603,0,15
1851.0,17744445,1,49
1879.0,205649164,0,16
1841.0,41008148,1,66
1820.0,33923547,1,8
1864.0,138885662,0,9
1914.0,39432304,0,32
1914.0,192562407,0,65
1847.0,39432304,1,15
1873.0,121332964,0,12
1888.0,162324750,1,41
1909.0,17744445,0,71
1892.0,142362112,0,149
1838.0,144133560,1,8
1872.0,127413603,0,11
1874.0,144024400,1,27
1864.0,127413603,0,8
1916.0,144133560,0,31
1847.0,138885662,0,5
1862.0,95457728,0,59
1808.0,127313418,1,7
1925.0,121332964,0,92
1820.0,142362112,0,40
1906.0,86803240,0,72
1831.0,33923547,1,9
1875.0,162324750,1,20
1890.0,162324750,1,66
1876.0,192562407,1,55
1889.0,17744445,0,19
1875.0,33923547,0,4
1803.0,205649164,0,3
1846.0,144024400,0,3
1813.0,41008148,1,11
1900.0,127313418,0,33
1806.0,138885662,1,43
1849.0,95457728,0,18
1889.0,144024400,1,87
1818.0,86803240,1,32
1837.0,192562407,1,21
1872.0,33923547,0,6
1834.0,192562407,1,18
1871.0,127413603,0,7
1856.0,17744445,0,5
1807.0,33923547,1,6
1867.0,127313418,0,2
1846.0,86803240,1,96
1837.0,41008148,1,20
1874.0,39432304,1,32
1816.0,192562407,1,13
1892.0,144024400,0,10
1818.0,185592680,1,22
1824.0,41008148,1,4
1893.0,41008148,0,13
1857.0,162324750,1,19
1885.0,185592680,0,18
1814.0,185592680,1,18
1874.0,162324750,1,18
1895.0,121332964,0,11
1841.0,15744967,0,12
1868.0,144024400,1,26
1916.0,121332964,0,36
1821.0,17744445,1,32
1901.0,144133560,0,21
1912.0,162324750,0,19
,86803240,0,52
1801.0,41008148,1,4
1860.0,86803240,0,3
1825.0,142362112,0,27
1850.0,144133560,1,8
1880.0,71924100,0,24
1852.0,41008148,0,2
1844.0,121332964,1,37
1878.0,162324750,1,13
1819.0,205649164,0,2
1833.0,127313418,1,8
1802.0,15744967,1,6
1874.0,17744445,0,4
1832.0,71924100,0,5
1875.0,39432304,0,2
1815.0,162324750,1,12
1827.0,17744445,0,2
1875.0,127413603,0,10
1813.0,33923547,1,10
1826.0,205649164,0,7
1892.0,162324750,0,5
1812.0,144024400,0,1
1801.0,192562407,1,2
1842.0,41008148,0,1
1860.0,15744967,0,5
1835.0,185592680,0,10
1802.0,86803240,0,3
1875.0,121332964,0,7
1847.0,127413603,0,3
1819.0,33923547,1,5
1803.0,121332964,1,12
1855.0,185592680,0,6
1834.0,138885662,0,4
1819.0,192562407,1,6
1895.0,162324750,0,7
1886.0,33923547,0,5
1811.0,121332964,0,1
1817.0,127413603,0,1
1889.0,192562407,0,1
1884.0,17744445,0,6
1802.0,121332964,1,8
1829.0,127413603,0,1
1829.0,144133560,1,2
1854.0,144024400,0,1
1843.0,17744445,0,2
1881.0,33923547,0,5
2022.0,142362112,1,1
1835.0,41008148,0,1
1890.0,162324750,0,5
1888.0,127313418,0,6
1816.0,33923547,1,7
1809.0,144133560,1,1
1851.0,121332964,0,3
1818.0,17744445,0,2
1804.0,33923547,0,2
1848.0,15744967,0,1
1820.0,86803240,0,3
1849.0,86803240,0,3
1822.0,162324750,0,1
1844.0,121332964,0,1
1840.0,127413603,0,2
1838.0,121332964,0,1
1813.0,144024400,0,1
1848.0,127413603,0,1
1978.0,144024400,1,10999
1987.0,185592680,1,261301
1987.0,205649164,1,18160
1986.0,192562407,1,124182
1968.0,138885662,1,7132
1953.0,17744445,1,3705
1956.0,39432304,1,3012
1989.0,138885662,0,2922
1966.0,86803240,0,4678
1964.0,15744967,1,9597
1955.0,127413603,0,492
1893.0,127413603,1,360
1843.0,71924100,1,333
1951.0,205649164,1,2407
1990.0,127313418,0,4277
1983.0,162324750,0,1908
1954.0,144133560,1,1404
1941.0,142362112,0,660
1850.0,127413603,1,91
1846.0,192562407,1,16
1882.0,71924100,1,680
1960.0,138885662,0,516
1885.0,205649164,1,476
2021.0,17744445,1,3698
2017.0,142362112,1,35797
1997.0,15744967,1,63867
1982.0,162324750,1,12985
2007.0,121332964,1,266477
1987.0,144024400,1,13901
1974.0,71924100,0,12636
1959.0,142362112,1,7673
1923.0,192562407,1,3039
1985.0,162324750,1,14769
1864.0,142362112,1,648
1976.0,142362112,0,4192
1965.0,95457728,1,6738
1956.0,205649164,1,3157
1936.0,205649164,1,1851
1875.0,71924100,1,576
1903.0,71924100,1,2360
1877.0,41008148,1,115
1943.0,121332964,0,75
1905.0,162324750,1,123
1958.0,144024400,0,474
1906.0,127413603,1,747
1890.0,33923547,1,136
2014.0,144133560,1,88999
1985.0,71924100,1,188918
1990.0,71924100,1,275136
2010.0,205649164,0,44737
2010.0,121332964,1,303881
2006.0,144133560,0,22692
1928.0,142362112,1,3862
1939.0,185592680,1,8048
1972.0,71924100,1,54783
1936.0,71924100,1,9080
1967.0,15744967,1,13720
1987.0,86803240,0,45893
1954.0,127313418,1,3416
1975.0,41008148,0,2499
1919.0,41008148,1,1289
1912.0,142362112,1,2642
1986.0,144133560,0,2682
1973.0,162324750,1,6391
1932.0,144133560,1,706
1832.0,127413603,1,46
1923.0,71924100,1,5366
1899.0,144024400,1,183
1835.0,185592680,1,64
1891.0,121332964,1,197
1935.0,192562407,0,209
1819.0,71924100,1,38
2007.0,33923547,1,168604
2005.0,86803240,1,523089
2006.0,41008148,1,471269
2015.0,41008148,1,638522
1992.0,121332964,1,75125
1982.0,185592680,0,33232
1984.0,86803240,0,32965
2003.0,192562407,0,68262
1972.0,192562407,1,30705
1963.0,138885662,1,5167
1953.0,86803240,1,6400
1969.0,95457728,1,8820
1938.0,144024400,0,246
1926.0,144133560,1,650
1940.0,71924100,1,10226
1999.0,95457728,0,5247
1920.0,205649164,1,993
1865.0,142362112,1,590
1850.0,142362112,1,780
1966.0,33923547,0,596
1974.0,127313418,0,883
1847.0,33923547,1,25
1910.0,41008148,1,932
1932.0,185592680,0,713
1930.0,39432304,0,89
1978.0,185592680,1,145266
1989.0,15744967,1,42775
2012.0,144133560,0,41533
1968.0,192562407,1,35166
1982.0,142362112,1,22044
1995.0,39432304,1,31261
1993.0,185592680,0,77098
2002.0,144024400,0,19855
1999.0,127313418,0,8932
1994.0,144024400,0,10241
1979.0,127313418,1,15710
2015.0,162324750,0,29764
1942.0,138885662,1,1591
1959.0,41008148,1,7112
1972.0,162324750,0,529
1909.0,127413603,1,1039
1961.0,205649164,0,733
2017.0,86803240,1,838608
1922.0,41008148,1,2304
1877.0,71924100,1,582
1914.0,121332964,0,42
1896.0,41008148,1,294
1875.0,205649164,1,333
1904.0,15744967,1,337
1893.0,121332964,1,225
1910.0,127313418,1,664
1868.0,86803240,1,211
1920.0,41008148,0,147
1988.0,41008148,0,10497
2011.0,138885662,0,14277
2003.0,144133560,0,16353
2002.0,41008148,1,308449
1992.0,41008148,0,15859
1995.0,41008148,0,21566
1994.0,33923547,1,62502
1981.0,144024400,0,3939
1963.0,121332964,1,8320
1954.0,185592680,1,20381
1974.0,205649164,1,9545
1984.0,39432304,1,14093
1956.0,121332964,0,361
2015.0,127313418,0,45171
2019.0,205649164,0,46362
1910.0,144024400,1,294
1961.0,95457728,1,5032
2018.0,41008148,0,217574
1862.0,86803240,1,155
1947.0,162324750,1,692
1900.0,192562407,1,669
1971.0,39432304,0,438
1941.0,144133560,0,136
1905.0,95457728,1,1028
1815.0,127413603,1,46
2004.0,39432304,0,18629
1985.0,162324750,0,2260
2011.0,205649164,1,110196
1993.0,17744445,1,27769
1993.0,39432304,1,26360
1925.0,17744445,1,1363
1966.0,205649164,0,945
2018.0,71924100,0,1012284
1962.0,71924100,1,30361
1958.0,95457728,0,809
1946.0,71924100,1,9331
1864.0,95457728,1,442
1921.0,95457728,0,207
1914.0,17744445,0,117
1897.0,95457728,0,90
1841.0,121332964,1,13
1918.0,142362112,0,243
1864.0,86803240,1,136
1940.0,192562407,0,249
2009.0,71924100,0,618013
2004.0,15744967,1,106829
2007.0,127313418,1,86481
