AuthorId,PageRank,PageRank05,InDegreeStrength,InDegree,OutDegreeStrength,OutDegree,Gender,Rank,AuthorId.1,Rank.1,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,PaperFamilyCount,CitationCount,CreatedDate,DisplayName.1
2197419791,0.0010476648,0.0004674365,16913.11,23176.0,569.94446,412.0,1,11474,2197419791,11474,michael c jensen,Michael C. Jensen,136199984.0,237,231,112154,2016-06-24,Michael C. Jensen
699751090,0.0010418323,0.00042074866,12110.575,14133.0,121.333336,111.0,1,12034,699751090,12034,george j stigler,George J. Stigler,40347166.0,260,252,31912,2016-06-24,George J. Stigler
1508821818,0.0010409715,0.00034897338,11316.01,11943.0,365.91666,268.0,1,12379,1508821818,12379,james tobin,James Tobin,32971472.0,274,273,24420,2016-06-24,James Tobin
2162441753,0.0010396808,0.00043046684,10933.163,13605.0,165.15657,176.0,1,12297,2162441753,12297,william f sharpe,William F. Sharpe,97018004.0,94,91,23914,2016-06-24,William F. Sharpe
1944617901,0.001033023,0.000351503,19866.209,22372.0,1848.9124,1097.0,1,12079,1944617901,12079,edward c prescott,Edward C. Prescott,55732556.0,215,191,39070,2016-06-24,Edward C. Prescott
2184672923,0.0010218504,0.00047322505,19910.67,25433.0,1355.6111,1239.0,1,11957,2184672923,11957,richard h thaler,Richard H. Thaler,40347166.0,166,157,67729,2016-06-24,Richard H. Thaler
2248590689,0.0010117252,0.00060612767,18706.65,18217.0,1849.8611,1043.0,1,11487,2248590689,11487,amartya sen,Amartya Sen,136199984.0,786,765,101877,2016-06-24,Amartya Sen
444347517,0.0010094614,0.00046461693,18717.734,21513.0,822.3333,892.0,1,12030,444347517,12030,robert m solow,Robert M. Solow,63966007.0,279,272,40897,2016-06-24,Robert M. Solow
2090569453,0.000978843,0.000292699,14177.552,12314.0,2663.9917,1409.0,1,12348,2090569453,12348,thomas j sargent,Thomas J. Sargent,57206974.0,394,382,26110,2016-06-24,Thomas J. Sargent
695037722,0.00097626675,0.00041388324,20912.297,23815.0,2134.552,1723.0,0,11776,695037722,11776,jean tirole,Jean Tirole,17866349.0,378,350,70824,2016-06-24,Jean Tirole
2129901636,0.0009755038,0.00034942242,22365.566,13447.0,2474.6292,921.0,1,12656,2129901636,12656,john b taylor,John B. Taylor,136199984.0,266,255,23689,2016-06-24,John B. Taylor
214390093,0.0009747946,0.0004374276,29546.094,26180.0,2860.6973,1938.0,1,12092,214390093,12092,kenneth rogoff,Kenneth Rogoff,136199984.0,347,308,48435,2016-06-24,Kenneth Rogoff
2697899749,0.00097458373,0.00043108023,28608.006,22391.0,2669.4722,1317.0,1,11928,2697899749,11928,elhanan helpman,Elhanan Helpman,136199984.0,299,253,50557,2017-06-30,Elhanan Helpman
2603972192,0.0009723524,0.00047453528,25397.588,21605.0,503.59027,413.0,1,12379,2603972192,12379,paul m romer,Paul M. Romer,57206974.0,81,70,37454,2017-04-07,Paul M. Romer
2424220164,0.0009644398,0.00030762644,8761.625,9697.0,23.5,20.0,1,12783,2424220164,12783,john hicks,John Hicks,40120149.0,133,132,15558,2016-06-24,John Hicks
2678320069,0.0009524225,0.00046381293,22119.104,19881.0,2356.5833,1468.0,1,12184,2678320069,12184,angus deaton,Angus Deaton,20089843.0,300,282,42907,2017-06-30,Angus Deaton
2670257984,0.0009070806,0.00028729395,11590.598,14713.0,307.36667,261.0,1,12056,2670257984,12056,sanford j grossman,Sanford J. Grossman,79576946.0,68,60,28410,2017-06-30,Sanford J. Grossman
2114523211,0.0008871697,0.0002705556,12244.326,11797.0,1379.5,837.0,1,12549,2114523211,12549,peter a diamond,Peter A. Diamond,63966007.0,212,200,19104,2016-06-24,Peter A. Diamond
108714748,0.000871862,0.00042370104,14399.492,19954.0,693.0417,698.0,1,12044,108714748,12044,william j baumol,William J. Baumol,57206974.0,562,557,38533,2016-06-24,William J. Baumol
2099607353,0.00085813366,0.00028035982,12258.514,12545.0,947.90753,656.0,1,12087,2099607353,12087,oliver hart,Oliver Hart,136199984.0,158,128,39466,2016-06-24,Oliver Hart
2188691872,0.00084961054,0.0003049065,14340.026,14386.0,1838.6056,962.0,1,12597,2188691872,12597,stanley fischer,Stanley Fischer,197438607.0,265,251,19925,2016-06-24,Stanley Fischer
313690839,0.0008485943,0.0003135024,16261.351,16464.0,2715.671,1467.0,1,12198,313690839,12198,james m poterba,James M. Poterba,63966007.0,320,285,26781,2016-06-24,James M. Poterba
2148915000,0.0008314431,0.00032257946,10940.586,14053.0,2472.659,1492.0,1,12205,2148915000,12205,dale w jorgenson,Dale W. Jorgenson,136199984.0,471,458,28592,2016-06-24,Dale W. Jorgenson
2124877045,0.0008093732,0.00026982656,18966.754,10353.0,2863.7073,804.0,1,12862,2124877045,12862,john h cochrane,John H. Cochrane,1321305853.0,127,111,16371,2016-06-24,John H. Cochrane
1939793794,0.0008050531,0.00035340778,14197.084,19824.0,781.43335,609.0,1,11955,1939793794,11955,jerry a hausman,Jerry A. Hausman,63966007.0,212,194,39882,2016-06-24,Jerry A. Hausman
2143581210,0.0007957282,0.00043525206,15056.506,14231.0,1380.7916,492.0,1,11631,2143581210,11631,oliver e williamson,Oliver E. Williamson,95457486.0,190,186,79842,2016-06-24,Oliver E. Williamson
