AuthorId,PageRank,PageRank05,InDegreeStrength,InDegree,OutDegreeStrength,OutDegree,Gender,Rank,PaperCount,PaperFamilyCount,CitationCount,CreatedDate,DisplayName
2137065126,0.0013297029,0.0007802042,106696.77,133483.0,4000.2974,3515.0,1,11038,275,270,203788,2016-06-24,Albert Bandura
968460832,0.001018285,0.00037989346,27439.436,25730.0,3.2,17.0,1,11308,785,777,77549,2016-06-24,Sigmund Freud
2132289742,0.00086037285,0.00051471504,77976.39,155403.0,217.08562,1378.0,0,11958,206,203,178447,2016-06-24,Janet B. W. Williams
467622467,0.00073961506,0.00030846254,30810.16,42590.0,20.666666,47.0,0,11565,510,510,70936,2016-06-24,Jean Piaget
2490080893,0.00072662963,0.00022181288,23488.447,22226.0,1208.1666,815.0,-1,12048,227,216,40305,2016-08-23,B. F. Skinner
1982301990,0.000610346,0.00022468231,27097.65,38659.0,5673.567,5639.0,-1,12042,623,620,47380,2016-06-24,Hans J. Eysenck
2134451896,0.00056522293,0.00020414987,21752.613,34665.0,145.68333,283.0,1,11875,97,97,42362,2016-06-24,Leon Festinger
355673734,0.00055758335,0.0001171299,4526.459,7097.0,27.5,15.0,-1,12201,118,117,16293,2016-06-24,Louis Leon Thurstone
2157867866,0.0005349053,0.0002487253,18539.361,43109.0,31.5,83.0,1,12516,70,70,31857,2016-06-24,Max Hamilton
2304052069,0.00052019063,0.00023686643,36627.39,78579.0,7867.029,11991.0,1,11514,699,684,119121,2016-06-24,Michael Rutter
2092173112,0.0005190347,0.00018252627,18320.717,29793.0,1692.0056,1556.0,1,12257,398,393,33949,2016-06-24,Raymond B. Cattell
2116067072,0.00050244905,0.00023858325,35619.027,107652.0,3024.471,9136.0,1,11410,593,587,128990,2016-06-24,Aaron T. Beck
2084526213,0.000499616,0.00026386735,41961.69,75420.0,2142.5703,2418.0,1,11841,176,173,90889,2016-06-24,Richard S. Lazarus
1969121271,0.00048585646,9.531061e-05,5535.714,8033.0,218.25,189.0,1,12619,73,73,10612,2016-06-24,Clark L. Hull
2026186952,0.0004804542,0.00018664563,15915.1875,32916.0,419.33334,569.0,1,12640,68,66,22294,2016-06-24,David Wechsler
2160109847,0.00045933714,0.0001921061,19234.203,34950.0,908.6667,1121.0,1,11593,271,269,69458,2016-06-24,Jerome S. Bruner
2010940812,0.00045270252,0.00019775746,18596.531,27629.0,477.33334,483.0,1,12448,55,55,28461,2016-06-24,Julian B. Rotter
45702388,0.0004356847,0.00032861263,41961.45,67273.0,2254.1067,4529.0,-1,11582,137,137,137596,2016-06-24,Icek Ajzen
645237555,0.00041622279,0.00015420164,16616.477,26855.0,511.33334,787.0,1,12283,190,186,33375,2016-06-24,Gordon W. Allport
317508920,0.00041583597,0.00021252992,33701.41,62122.0,3758.084,3506.0,1,10957,249,247,222978,2016-06-24,Daniel Kahneman
1933380845,0.00040612943,0.00015328014,10401.391,15587.0,522.81024,542.0,-1,12037,216,213,17513,2016-06-24,J. P. Guilford
2166335463,0.00038703572,0.0002487373,53204.31,92004.0,5600.0234,11737.0,1,11680,425,423,161909,2016-06-24,Richard M. Ryan
1965391411,0.00037414496,0.00018502043,34976.99,39646.0,642.5833,531.0,1,12604,146,142,47705,2016-06-24,John Bowlby
175088686,0.00037133778,0.000121114346,14522.039,24404.0,1910.5945,2207.0,1,12463,148,147,27642,2016-06-24,Paul E. Meehl
2151373823,0.00036835077,5.1814783e-05,3249.0928,4390.0,4.0,7.0,1,14053,107,106,5836,2016-06-24,John B. Watson
312824572,0.0003675334,0.00012165893,25140.379,35450.0,2109.707,2818.0,-1,12210,189,189,55259,2016-06-24,Endel Tulving
2070200849,0.00036590925,0.00017369255,27997.422,59745.0,2053.431,5695.0,-1,12100,333,333,75701,2016-06-24,Martin E. P. Seligman
2137085321,0.00036188844,0.00017971292,27907.805,46281.0,1160.9219,1862.0,1,12143,227,222,62932,2016-06-24,Paul Ekman
2265852318,0.0003589618,0.00020229562,17288.814,24202.0,268.33334,228.0,1,12508,107,104,38408,2016-06-24,Abraham H. Maslow
2126587968,0.00035676605,0.00013712177,15783.034,18666.0,318.41666,304.0,1,12227,175,173,37822,2016-06-24,James J. Gibson
2705500768,0.00035152677,0.00016515711,8714.671,17853.0,0.0,0.0,1,11867,17,17,34695,2017-06-30,Sidney Siegel
798246452,0.0003464816,0.00013719646,12089.123,25409.0,310.08334,420.0,1,11716,108,108,55890,2016-06-24,Lee J. Cronbach
2062478863,0.00034470376,0.0001233288,25074.879,41585.0,5612.128,5552.0,1,12243,476,474,72063,2016-06-24,Larry R. Squire
2160253332,0.00034379994,0.00017818909,30339.07,39331.0,13097.4795,8384.0,1,12113,1365,1357,67329,2016-06-24,Robert J. Sternberg
2049226282,0.00034254297,9.4998766e-05,6438.827,10962.0,58.785713,105.0,1,13209,311,307,11147,2016-06-24,Edward L. Thorndike
2059411455,0.0003423852,0.00013247608,32452.55,68947.0,5453.046,13523.0,1,11869,424,420,83874,2016-06-24,Michael I. Posner
2009282981,0.0003415461,0.00014269576,18387.451,40300.0,2873.5627,5426.0,1,11764,471,464,63034,2016-06-24,Robert Rosenthal
1906028136,0.00033831046,0.00021880654,43681.137,75152.0,2790.7046,4597.0,1,11827,297,295,134085,2016-06-24,Edward L. Deci
2472210208,0.00033189333,7.443564e-05,5761.182,7267.0,366.0,332.0,-1,13076,74,72,9978,2016-07-22,Edward Chace Tolman
112186810,0.0003284052,0.00011378189,16783.979,29383.0,1899.2108,3372.0,1,12739,188,188,33682,2016-06-24,Walter Mischel
2132298399,0.00031846756,0.00016306294,15950.261,48566.0,256.83014,824.0,1,10999,214,201,171471,2016-06-24,Jacob Cohen
2241784967,0.00031228134,0.00014193507,12724.273,18146.0,237.25,208.0,1,12594,284,274,25845,2016-06-24,Carl R. Rogers
2156827592,0.0003083974,9.1522576e-05,5368.3066,6859.0,178.33333,159.0,-1,12074,140,138,23255,2016-06-24,S. S. Stevens
2067482803,0.00030369667,0.00010456932,6647.218,16471.0,508.5,567.0,1,12352,119,118,18929,2016-06-24,Charles E. Osgood
735323727,0.0003016312,0.00017505678,36279.336,68726.0,4946.8965,8414.0,-1,11847,415,410,113267,2016-06-24,Ed Diener
2132807450,0.0002983407,6.923133e-05,4174.967,4987.0,430.66666,405.0,1,13184,59,59,6504,2016-06-24,Kenneth W. Spence
707188927,0.00029689394,3.258205e-05,1814.3524,2605.0,3.0,1.0,1,14001,165,160,5976,2016-06-24,Francis Galton
2071707465,0.00029121185,0.00013799398,28962.904,56390.0,3963.7883,6131.0,1,12288,314,313,71393,2016-06-24,Robert R. McCrae
182094527,0.0002894939,0.00014124614,23576.057,44515.0,1392.4701,4293.0,1,12472,227,227,43967,2016-06-24,Thomas M. Achenbach
2122820242,0.00028945954,0.000109437715,10539.156,19071.0,352.83334,462.0,1,11597,197,193,55630,2016-06-24,George A. Miller
