90986654	15708023	0.276346
36674672	17744445	0.312864333
127007417	204232928	0.458754122
222925185	77805123	0.44796744
54734793	126322002	0
199247680	7910260	0.371212482
109223708	161790260	0.483521968
15	17744445	0.314703941
18031505	127413603	0.263018459
163201634	2776968204	0.5597983
181224781	104317684	0.468912065
144748483	2780192828	0.470655322
72897908	3018348675	0
90986678	2779747767	0.48717612
36674672	2777438998	0.483864665
127007417	55427017	0.5179645
222925185	73484699	0.463543117
54734793	2778921608	0.537220955
199247680	5140985	0.4028735
109223708	115704247	0.4457591
15	86532276	0.3896575
18031505	2992576476	0
163201634	87449069	0.6900274
181224781	2780104201	0.5128198
144748483	509974204	0.495933563
72897908	164705383	0.397284865
90986678	2909958180	0
36674672	15708023	0.382430345
127007417	2779399171	0.5004988
222925185	558299567	0.4897694
54734793	3017560601	0
199247680	65764964	0.461841583
109223708	2778472021	0.588885069
15	15708023	0.3416026
18031505	24890656	0.361094654
163201634	1276947	0.452602357
181224781	125705527	0.5217417
144748483	2992353750	0
72897908	2778074680	0.710061133
90986678	199343813	0.367492765
36674715	29456083	0.356933326
127007417	502942594	0.464127868
222925185	52930066	0.510685563
54734793	185263204	0.478353083
199247680	89423630	0.3795659
109223708	2780532540	0.543385863
23	177713679	0.4333388
18031505	3020127932	0
163201634	121332964	0.3723442
181224781	160408235	0.484571457
144748483	71924100	0.335425347
72897908	146957229	0.459604084
90986678	41008148	0.306609
36674715	177713679	0.3376633
127007417	2780932548	0.5099764
222925185	15744967	0.450957626
54734793	85378888	0.577206552
199247680	2777010668	0.5118051
109223708	93282013	0.456614226
23	3018513187	0.4809328
18031505	2776881184	0.431147963
163201634	44870925	0.458420426
181224781	8035138	0.7118682
144748483	126838900	0.41338098
72897908	141071460	0.3949215
90986703	35048267	0.510592341
36674715	2780472472	0.42759183
127007417	8891405	0.463452756
222925263	122283620	0.44995594
54734793	164705383	0.38832432
199247680	185592680	0.3272957
109223708	175708663	0.5259979
23	2778602436	0.63109535
18031505	44154836	0.3296641
163201634	98444146	0.5565578
181224781	53345823	0.483323932
144748483	2989005	0.410114378
72897908	3020402329	0
90986703	149773537	0.5305968
36674715	71924100	0.350859165
127007417	2779013556	0.5827986
222925263	121332964	0.38150236
54734793	101404756	0.5439572
199247680	180032290	0.390760928
109223708	192562407	0.432738155
23	141071460	0.433938235
18031505	83415579	0.441020846
163201634	125857072	0.6212494
181224781	6997183	0.63743
144748483	2910594169	0.413581818
