index,rND,rKL,rRD,equal_ex
0,0.0867633625037503,0.010839881074587856,0.2164754177094005,1.0746031329786057
1,0.09133400195506763,0.011462459602437414,0.21238921884360112,1.0659156764382556
2,0.09325440401570904,0.01209763070376098,0.20844499925206889,1.062192048586985
3,0.09538186098678351,0.012888100796538963,0.20766851800624916,1.0603034260307447
4,0.09740912981329625,0.013806203604529705,0.2083881411813928,1.0597188753358306
5,0.09845406296112333,0.013899051723299853,0.20765987155328985,1.0593974341883805
6,0.10059381722151575,0.014418618630606726,0.20981723765502536,1.0594492823520767
7,0.10239796967749944,0.014775022869234548,0.2116938542640078,1.059137903243987
8,0.10417860121811144,0.01512436794013866,0.21326750761706717,1.0590982740525225
9,0.10582678672777784,0.016044259635235446,0.21438456643854686,1.0590402848171692
10,0.11165766940865902,0.01782420315666039,0.22363488385792196,1.061399560259626
11,0.11155285373664361,0.017704164719543343,0.22228885325696565,1.060730455930887
12,0.11152322381515196,0.017945024793214498,0.22114721914833613,1.0599918384994824
13,0.11401058181807855,0.018514752078640267,0.22479582782807245,1.0609842238441973
14,0.11224551328094189,0.01856003225846669,0.22019328281126607,1.0586513124378152
15,0.11238338980665212,0.018454475620555612,0.2193329654905555,1.0584228936461537
16,0.1134766310263339,0.018647734431596317,0.22049594164360367,1.0585650077978173
17,0.11185696436581341,0.01845015021291908,0.2166975445162656,1.0572550329015284
18,0.1129270834210288,0.01872958474245758,0.2177088798308561,1.0570855975709816
19,0.11131583384005417,0.0184996336829929,0.21395877916050746,1.0550144616431274
20,0.11038746149811483,0.018490015973436524,0.21135014761864565,1.053864402773626
21,0.11159364235005009,0.019124956083638435,0.21233424457643393,1.0540119880317844
22,0.11290195492244635,0.01919871586616648,0.21498836998384263,1.0547049493272864
23,0.11270278900641326,0.01926718323726253,0.21373000202776876,1.0544758344758909
24,0.11344375837845319,0.019963160247234782,0.21313185050878924,1.053863337115229
25,0.11196131825274616,0.019481638265992487,0.21052871463117206,1.052881079539124
26,0.11283375686487732,0.019867212472596825,0.21291043282218322,1.0526552499787298
27,0.11374006618274224,0.019812515941047052,0.21609950639254208,1.0532644546595786
28,0.11185621687853499,0.019582409576397865,0.21278076202286914,1.0526657810920166
29,0.11810105343537294,0.021376732435483888,0.22511952923495707,1.0476530998274933
