index,centrality,rND,rKL,rRD,equal_ex
15,Rank,0.17459591735967087,0.039167615132658984,0.3053659247416226,0.9971794860156135
16,PageRank,0.1145191041226626,0.02020980134079807,0.2044102537738593,1.0465151025446335
16,PageRank05,0.1172136077488358,0.021205313956376124,0.2087793140518604,1.0334169606919437
16,InDegreeStrength,0.11448600474639165,0.01837029941188544,0.20635263403694276,1.0878689238753743
16,Rank,0.18374889802060784,0.042681167007973225,0.3170485073901307,0.9970643246657597
17,PageRank,0.11375040989447291,0.020121239122940643,0.20137734191298878,1.0459228659714852
17,PageRank05,0.115967287388833,0.020988330296721962,0.2048584911600849,1.032818826229049
17,InDegreeStrength,0.11318618273864378,0.018322219693512935,0.20229930254660405,1.0878335771901746
17,Rank,0.18941043162062485,0.04519406035149614,0.32283492412396453,0.9970206885821518
18,PageRank,0.11197259070316674,0.019572196967281096,0.19779752530707534,1.0448877971392567
18,PageRank05,0.1143120948994748,0.02044541507873866,0.2013990352205415,1.0321163702676264
18,InDegreeStrength,0.11522350939199363,0.018534998727976686,0.20525214314326992,1.0916914692397879
18,Rank,0.18849542838775357,0.04527556154616419,0.31982128718621095,0.997085709231225
19,PageRank,0.11324299328470382,0.019994728069081917,0.19898108669326958,1.0441388561286808
19,PageRank05,0.1152013138018117,0.02066248955706131,0.20205549449609414,1.031586253989347
19,InDegreeStrength,0.11654128435172402,0.01873735833120268,0.2067927456930664,1.092062905509773
19,Rank,0.19254083875449168,0.046998999730633144,0.3245517924244674,0.9970467190514816
20,PageRank,0.11094808727597485,0.019267109026056228,0.19350840670548827,1.0416526052764872
20,PageRank05,0.11207127371490261,0.019661156588929047,0.1952428033732924,1.0297582071172586
20,InDegreeStrength,0.11456403241790032,0.018447866127925608,0.2014562467204908,1.0866279477539507
20,Rank,0.20220708227683704,0.05106469339834203,0.3357168689345445,0.996928948101062
21,PageRank,0.11039916793272234,0.01904472685657134,0.19153196264627073,1.0410754259836517
21,PageRank05,0.11119432979106719,0.019362390061279874,0.19273507104234075,1.0293500238616649
21,InDegreeStrength,0.11431622064199704,0.01838616820918465,0.19988561754862874,1.086542580035606
21,Rank,0.20485640709950695,0.05248815912551092,0.33720504409225854,0.9969316351427421
22,PageRank,0.11128078583913936,0.019230129099611287,0.19260231226726574,1.0413549410717924
22,PageRank05,0.11233545843559245,0.019718245300238708,0.19411091417805879,1.0295424052873474
22,InDegreeStrength,0.11522094850477282,0.018463338964491528,0.20115559666176283,1.08843062592099
22,Rank,0.20659901651644177,0.053173337370369333,0.33905481803868354,0.9969218028361944
23,PageRank,0.11149198519319004,0.019482918986645927,0.19195391084914992,1.040901301469137
23,PageRank05,0.11224905347523088,0.019823782965729484,0.1930067677136959,1.029169354349458
23,InDegreeStrength,0.11528872815024802,0.018607961319090104,0.20031135250764495,1.0901484234099261
23,Rank,0.21176555147624793,0.05562396714686743,0.3450511477676092,0.9968659969668007
24,PageRank,0.11211659085769482,0.019640007533943876,0.19227129858472206,1.040723523919458
24,PageRank05,0.11256455554608208,0.019945709997363805,0.1928557064252973,1.0289540871043978
24,InDegreeStrength,0.11482183385843682,0.018516858799326717,0.19882558702331457,1.0901166345573203
24,Rank,0.2156391517037014,0.057259424582787294,0.3493156169035542,0.9968247641314315
25,PageRank,0.11233438565914618,0.019780603126243898,0.1920464339173376,1.0407369518514629
25,PageRank05,0.11257401589823314,0.02002773555600392,0.19223062651331138,1.0288809985871896
25,InDegreeStrength,0.11379771030092901,0.018333157480883742,0.1965728570113019,1.0944635413180699
25,Rank,0.21800226699015232,0.05843563833730875,0.3515901681514375,0.9968050369302012
26,PageRank,0.11225241310890972,0.019846999547006573,0.19115757017252327,1.0403665643611317
26,PageRank05,0.112312344476003,0.020027762637398222,0.19107119237445064,1.0285866803243877
26,InDegreeStrength,0.11372058669334069,0.018387113110590613,0.19569373424279643,1.0932303964440864
26,Rank,0.22137465755290178,0.06000136316612438,0.35495822914497344,0.996769941351158
27,PageRank,0.11144997362111471,0.019596040227661142,0.18918054177300186,1.0394779740116575
27,PageRank05,0.11155939682924616,0.019816839720476247,0.18918351241139472,1.0279172579115985
27,InDegreeStrength,0.1134308182340219,0.018370449501764557,0.1944779936753302,1.0931206027261744
27,Rank,0.22432656123295586,0.06150277940994448,0.3576720866454966,0.996742059767211
28,PageRank,0.11092729425652224,0.019684170154717445,0.18749294954659262,1.0388683423616842
28,PageRank05,0.11063093853323917,0.019749496706727345,0.18687355438744413,1.0274591967267805
28,InDegreeStrength,0.11311632840964438,0.01845271658049483,0.19315455105958934,1.0933207026711282
28,Rank,0.22684107015538707,0.06272813094281633,0.359749433361576,0.9967223780319566
29,PageRank,0.11052296264025906,0.01972047932644686,0.18595441699984058,1.0385794862885935
29,PageRank05,0.10986708424216235,0.019706431396877333,0.1847298011710235,1.0272719942401134
29,InDegreeStrength,0.11415579973545852,0.01881874273954024,0.19395192344534368,1.0959314878371968
29,Rank,0.22959537266726718,0.0643226178845312,0.3616792851782217,0.9967053709400714
30,PageRank,0.10990858566706734,0.01993096863149833,0.1839514252552284,1.0381624656940323
30,PageRank05,0.1087286461174383,0.019712569086087005,0.1819632300667516,1.0270583050743318
30,InDegreeStrength,0.11380188427802436,0.018932053301596863,0.19256364249185703,1.099492962188224
30,Rank,0.23197268545880445,0.06573835425307216,0.363378673625694,0.9966906045308671
31,PageRank,0.10002284274669594,0.018146690901836675,0.16649516872452186,1.0353758392238603
31,PageRank05,0.09904712749857879,0.017922840466268995,0.16496223949040445,1.025848429998573
31,InDegreeStrength,0.10935551958958442,0.01806467192294187,0.18417216168407216,1.0856262936449332
31,Rank,0.2355165715524651,0.06755597712226359,0.36578957272004103,0.9966889549803251
32,PageRank,0.0897046616070701,0.01604526250775078,0.14869620303138656,1.0319254847232469
32,PageRank05,0.08974279927134436,0.01595992059222187,0.14887410780052912,1.0242797070467853
32,InDegreeStrength,0.10241725253106307,0.016542962213369136,0.1719110623619765,1.0810012614168543
32,Rank,0.23994165491144429,0.06999058698732717,0.3690614064086439,0.9966752359761336
33,PageRank,0.08857446506495943,0.015778854244314387,0.14653429448415511,1.0316214937346313
33,PageRank05,0.08880514652375765,0.01571776765202605,0.14700915343974044,1.024182406721685
33,InDegreeStrength,0.10012820870847483,0.015949576266278197,0.16795053876886773,1.0840256991202462
33,Rank,0.24292755800094953,0.07151002434849311,0.37184132532166,0.996652961848081
34,PageRank,0.08719852154252698,0.015331700394907144,0.14424156723612594,1.0310926672606777
34,PageRank05,0.08766278909693871,0.015367463935690842,0.1450394745286598,1.0238729076885047
34,InDegreeStrength,0.0979793794357985,0.015287565578351063,0.1644263816374502,1.1212556610243238
34,Rank,0.24484551229834153,0.07235947462591825,0.3738948860675813,0.9966326699381608
35,PageRank,0.08736326553678006,0.015328528331793325,0.1444511266279337,1.0310483281405027
35,PageRank05,0.08789648428479523,0.015355055693074372,0.1453556607002252,1.023818689360068
35,InDegreeStrength,0.09747355325249961,0.015074200337791006,0.16360762733973427,1.094325883093805
35,Rank,0.24630815144184218,0.07306261372234296,0.37559442636535506,0.9966164300059216
36,PageRank,0.09502776064182933,0.016607832311112704,0.15697092610882843,1.0310930358906572
36,PageRank05,0.09529749146705457,0.016651632389503974,0.15737172397734223,1.0229598487946083
36,InDegreeStrength,0.1086245226997927,0.01717022963097391,0.1815371932037636,1.1115177173764839
36,Rank,0.25530849005041945,0.07771396557755042,0.386909101353508,0.9964789579362292
