index,centrality,rND,rKL,rRD,equal_ex
15,Rank,0.12684705396916804,0.02582012851177172,0.24284539465408853,0.9979756891820496
16,PageRank,0.11343887249496457,0.018612488300482045,0.22049594164360367,1.0585650077978173
16,PageRank05,0.11382752656536009,0.019483744654623658,0.2208814543832194,1.0418632645954553
16,InDegreeStrength,0.12713798829926634,0.021589154992508495,0.24638325327681368,1.0962407427244154
16,Rank,0.12833171993343823,0.025836755848523567,0.24465296740465944,0.9979532610981295
17,PageRank,0.11182976641168675,0.018481785413406827,0.2166975445162656,1.0572550329015284
17,PageRank05,0.1124354842517146,0.019217862295218237,0.21734326040905813,1.0409816532319076
17,InDegreeStrength,0.12488554405563465,0.021181609143961756,0.2415227034485107,1.0989015085546021
17,Rank,0.12956770189326777,0.02633637332687134,0.24638991700683152,0.9979398302105676
18,PageRank,0.11292588341196498,0.01873165907538303,0.2177088798308561,1.0570855975709816
18,PageRank05,0.11320138439967087,0.019250575742769935,0.21799227725560244,1.0408635732517304
18,InDegreeStrength,0.12800856503321717,0.021791074154098696,0.24614714893602363,1.0926322997995117
18,Rank,0.1350276671564334,0.028136214401727273,0.25486655056157936,0.9978439788746472
19,PageRank,0.11128996408113385,0.018489319654267714,0.21395877916050746,1.0550144616431274
19,PageRank05,0.11133921921287689,0.01884849587150994,0.21371676053434885,1.0395036223254317
19,InDegreeStrength,0.12800954583439433,0.021843452757862716,0.24542586000522457,1.095939966408283
19,Rank,0.13681939790513264,0.028372593071695557,0.25738156689376906,0.9978195383060374
20,PageRank,0.11036728271647717,0.018490006732590686,0.21135014761864565,1.053864402773626
20,PageRank05,0.1095404777130621,0.018655865481047838,0.20954925192453283,1.0385843181977537
20,InDegreeStrength,0.127710342527781,0.022010200951593815,0.24395421860200892,1.1098188555408681
20,Rank,0.13661491762762104,0.028015715199897675,0.2564948843783096,0.9978302691813722
21,PageRank,0.111669864651745,0.019159430812139406,0.21233424457643393,1.0540119880317844
21,PageRank05,0.1106740380416557,0.019322469709522637,0.21038518404415849,1.0387931635407612
21,InDegreeStrength,0.1293521907100268,0.02266876125384493,0.24552042156122955,1.113487897800251
21,Rank,0.141156165188603,0.029756894294763716,0.2630470907547527,0.9977613984988398
22,PageRank,0.11289778270730814,0.019216801929390494,0.21498836998384263,1.0547049493272864
22,PageRank05,0.11182548826415493,0.019113959090140107,0.21298888945927122,1.038880329451291
22,InDegreeStrength,0.12756481156559904,0.021848758083574053,0.24272299463996888,1.1171455691267613
22,Rank,0.13944471538353506,0.029286067067121214,0.2600074135707445,0.9978112710265918
23,PageRank,0.11268825444691982,0.019272278410780986,0.21373000202776876,1.0544758344758909
23,PageRank05,0.11126483220037564,0.0190973771659259,0.2110412239681071,1.0386401660893234
23,InDegreeStrength,0.12773488596895397,0.02219529088740031,0.241966051835373,1.1207408696417123
23,Rank,0.141460521702292,0.02928302827038806,0.2630116209963228,0.9977708482236609
24,PageRank,0.11347783271284326,0.019949535779752378,0.21313185050878924,1.053863337115229
24,PageRank05,0.11225633117118179,0.01982619733923777,0.2108661266966762,1.0384832817267926
24,InDegreeStrength,0.13065854805728128,0.023334700536366913,0.24485593845304168,1.1419838383582783
24,Rank,0.1495125615406415,0.03168068024623801,0.27537721647792723,0.9976007244714721
25,PageRank,0.11196161342024599,0.01951310378279307,0.21052871463117206,1.052881079539124
25,PageRank05,0.11137095011664117,0.019585492514329388,0.20919888513199147,1.037955050366511
25,InDegreeStrength,0.12901779590021392,0.023069681194518535,0.242006200972209,1.1339874986154463
25,Rank,0.15075449179915182,0.03201479165226428,0.27759718569416636,0.9975770696668546
26,PageRank,0.11284491407492536,0.019868004179590292,0.21291043282218322,1.0526552499787298
26,PageRank05,0.11153681900899763,0.019825698509795507,0.21039112444260324,1.0376171212760255
26,InDegreeStrength,0.12625407229864394,0.022131548957616962,0.2383672628741498,1.141645630452348
26,Rank,0.15201569035436577,0.03251488109800158,0.2810172868008166,0.9975594900651069
27,PageRank,0.11368188542705135,0.019825341622517634,0.21609950639254208,1.0532644546595786
27,PageRank05,0.11361805384096879,0.020178762359899242,0.21563614777739473,1.0383991727730315
27,InDegreeStrength,0.12296725887242246,0.02113167793463502,0.2340304379780892,1.1463151876828006
27,Rank,0.15350024562088002,0.03253191287549473,0.2859767300076731,0.9974855898223294
28,PageRank,0.11181792036844651,0.019549165152428216,0.21278076202286914,1.0526657810920166
28,PageRank05,0.11148337875511606,0.01967710341689571,0.2119749089066319,1.038252621081962
28,InDegreeStrength,0.12043085790674896,0.020348344277648513,0.22988692647159378,1.1690262349372784
28,Rank,0.1563971685035116,0.03334999049785274,0.2917766227982723,0.9973950298011718
29,PageRank,0.11815389849725629,0.02136153674551629,0.22511952923495707,1.0476530998274933
29,PageRank05,0.11703263662904144,0.021004579846378216,0.2231234598044076,1.0339819522403753
29,InDegreeStrength,0.12754957451134846,0.021892265944344343,0.2440881778281855,1.1769011784427683
29,Rank,0.1677309115652452,0.036690570434105785,0.3133444561607928,0.9971292604726252
