_,rND,rKL,rRD,equal_ex,centrality,type
0,0.1948559902261897,0.04373638859195844,0.2901878656130135,1.1405099484683359,PageRank,random
1,0.02219380635541779,0.000579506729686914,0.031513103039033305,1.0092213514759405,PageRank,matched
2,0.18341718360022824,0.03841701388735517,0.27640919458399466,1.1025901744010447,PageRank05,random
3,0.02280368574286906,0.0005814850506735677,0.03374983433103446,1.0081263825083497,PageRank05,matched
4,0.16979985624027769,0.03358597262017015,0.2586705084490989,1.195232066702069,InDegreeStrength,random
5,0.01728104474215268,0.0003351754867876282,0.022676448276308738,1.0666442120917126,InDegreeStrength,matched
6,0.1715037842312617,0.03422820470973732,0.26018858689732394,0.9978329407223073,Rank,random
7,0.11129737504614182,0.013457302893292456,0.18123250337897107,0.9985444040260072,Rank,matched
