rND	rKL	rRD	equal_ex	centrality	type
0.19636490602459122	0.04627764382575323	0.29122701018478153	1.1284560419264744	PageRank	random
0.02865815145433745	0.0014756656849819088	0.047428274712690774	1.0098079777072462	PageRank	matched
0.18656659897154768	0.043147962479010094	0.2780275421626925	1.0915657803631902	PageRank05	random
0.027059877445459252	0.0014158939715648597	0.044165664883678284	1.0083516749365902	PageRank05	matched
0.17335498858869933	0.03720685346982591	0.2619837979789656	1.1653056930515184	InDegreeStrength	random
0.024053216052213666	0.0012862369777854254	0.03805952789125508	1.0257375195487461	InDegreeStrength	matched
0.17772047285508943	0.041460328412180156	0.2637750629309441	0.9980094082289205	Rank	random
0.1297549159407409	0.022568417455216747	0.2024938101054301	0.9985757732008049	Rank	matched
