rND	rKL	rRD	equal_ex	centrality	type	iteration
0.1593637053147788	0.03351909700979483	0.31799300855465057	1.1838578075907542	PageRank	true	0
0.23664200947650899	0.059524483385761086	0.3455952247907925	1.1850542283175596	PageRank	random	0
0.037194640586099045	0.0017277012519191952	0.06544056772910886	1.022095941900125	PageRank	matched	0
0.15777516063789254	0.03294952573397621	0.31484048159628386	1.134014741975911	PageRank05	true	0
0.233840190090934	0.058797093095915964	0.3417898013562929	1.1348261492669194	PageRank05	random	0
0.037167837563312434	0.0017798596559746277	0.06532101378496408	1.017092153878144	PageRank05	matched	0
0.14782724406278056	0.028765221837513347	0.2969254870274449	1.1513878861155655	InDegreeStrength	true	0
0.217211185348366	0.050749663604141314	0.32199428875025504	1.1560885202315776	InDegreeStrength	random	0
0.03592776025511565	0.001952541983491136	0.062406562933683546	1.0310258513797463	InDegreeStrength	matched	0
0.12745951965287508	0.024576938909362515	0.25606952625811347	0.9980793403835775	Rank	true	0
0.19287074861318207	0.04528234560152075	0.285518330138633	0.9979721296673527	Rank	random	0
0.11297629765949901	0.015354069497441341	0.18214914449582983	0.9988480946368165	Rank	matched	0
0.15937845756293667	0.033465768396304496	0.31799300855465057	1.1838578075907542	PageRank	true	1
0.23344414246617573	0.05814899708724058	0.34168401263140025	1.181247791859841	PageRank	random	1
0.039349323423096674	0.0021482965437808203	0.06874332856006247	1.0216264245805347	PageRank	matched	1
0.15774450879769197	0.03291758228570615	0.31484048159628386	1.134014741975911	PageRank05	true	1
0.2306775700155928	0.05762041886159275	0.3377308160135973	1.1319798638407441	PageRank05	random	1
0.03924964877167858	0.0022534248684944152	0.06839208300136869	1.0174537455961794	PageRank05	matched	1
0.14796668219235226	0.028796268229909893	0.2969254870274449	1.1513878861155655	InDegreeStrength	true	1
0.21538549028979218	0.04951327984561944	0.3203660447738026	1.1629959984796663	InDegreeStrength	random	1
0.03673365359853147	0.002043746559646812	0.06410137610196286	1.0080164181736375	InDegreeStrength	matched	1
0.12747947872680623	0.02464239538620091	0.25606952625811347	0.9980793403835775	Rank	true	1
0.1886947992287531	0.043414477495332095	0.28031632485664426	0.9980457855093983	Rank	random	1
0.11803508763143347	0.01628995874087305	0.18991931867929562	0.998777244305313	Rank	matched	1
0.1593635637771132	0.03343478875926034	0.31799300855465057	1.1838578075907542	PageRank	true	2
0.23810006200149497	0.060155750230284764	0.3473720691218998	1.1865459289843667	PageRank	random	2
0.03598498909724453	0.001612088039211425	0.06342067305471598	1.0209055005092416	PageRank	matched	2
0.15776765269376875	0.03291619949663296	0.31484048159628386	1.134014741975911	PageRank05	true	2
0.23592154749286948	0.05943318230335009	0.34462969817894845	1.1366782500214134	PageRank05	random	2
0.03567992705146948	0.001673910382138901	0.06254876813412624	1.0163398902284215	PageRank05	matched	2
0.14790634523530485	0.028759570505894075	0.2969254870274449	1.1513878861155655	InDegreeStrength	true	2
0.22091789763804115	0.051917734534999774	0.32715374444446665	1.1515750935241957	InDegreeStrength	random	2
0.03329795871000996	0.0016480050266506176	0.058490133905359246	1.0373907338665416	InDegreeStrength	matched	2
0.12742833921226998	0.024593218950221978	0.25606952625811347	0.9980793403835775	Rank	true	2
0.18787046005420824	0.04257758933226453	0.2797710135151441	0.9980488547244409	Rank	random	2
0.10415520753264457	0.01321617604317538	0.1693815554880404	0.998929145244604	Rank	matched	2
0.15936207222943596	0.0334372007902045	0.31799300855465057	1.1838578075907542	PageRank	true	3
0.2306305269826626	0.0559001546608524	0.33887264955067326	1.1805567560280983	PageRank	random	3
0.038191542876107085	0.002094565762671434	0.06650725245127263	1.0201605147821227	PageRank	matched	3
0.15771903176341415	0.03294601517973259	0.31484048159628386	1.134014741975911	PageRank05	true	3
0.2280336201193023	0.055046117824769605	0.335513459037879	1.1323076381618777	PageRank05	random	3
0.03688173462834851	0.002013722642878194	0.06423700855872866	1.016178690921129	PageRank05	matched	3
0.14787680340586784	0.028717379861636264	0.2969254870274449	1.1513878861155655	InDegreeStrength	true	3
0.2125572036552612	0.04812296193097537	0.31682010945809097	1.158052899763233	InDegreeStrength	random	3
0.03578647946438843	0.002031693939954484	0.06230134894982731	1.0219817179594008	InDegreeStrength	matched	3
0.12746098431915828	0.024590314131606335	0.25606952625811347	0.9980793403835775	Rank	true	3
0.18035997815461227	0.03905399215173716	0.27075147317194376	0.9981393812091207	Rank	random	3
0.10980399394563706	0.014935721457930273	0.17700379517568948	0.9988971085002725	Rank	matched	3
0.15940733185321423	0.03344528349061889	0.31799300855465057	1.1838578075907542	PageRank	true	4
