rND	rKL	rRD	equal_ex	centrality	type
0.13534231299079866	0.031806648591046635	0.1949801410681955	1.0544242794545398	PageRank	random
0.033779851189326304	0.0014334694771043568	0.0229704325314345	0.9757203692913811	PageRank	matched
0.12249432584049579	0.02636188888128426	0.17865654647843215	1.048276759052074	PageRank05	random
0.03133117893797814	0.0012266173611724602	0.021042678560200517	0.9909160716695699	PageRank05	matched
0.08648293070614253	0.016520532925041312	0.1169862688094561	1.0036461074547574	InDegreeStrength	random
0.04919534981639267	0.002058047281382532	0.015204537055918847	0.9293664180665973	InDegreeStrength	matched
0.29429353084812404	0.09522219581330794	0.40776013610431583	0.9960308754305511	Rank	random
0.2603859733004166	0.07202155075460653	0.3731855162297769	0.9964638847452467	Rank	matched
