index,rND,rKL,rRD,equal_ex
0,0.08735292529758411,0.011419823925778685,0.24053557822794358,1.059628818779087
1,0.0988350864207813,0.013666903706905684,0.25726321706336774,1.037100449357427
2,0.10346881269390046,0.014912168621775258,0.25968829733294774,1.0340855034664094
3,0.10072623688426897,0.014519523007786679,0.24684666732905722,1.0219396203499695
4,0.09852451418546514,0.014019744111454022,0.23723821164658795,1.0307372109029262
5,0.09782322468869933,0.013841267165517515,0.2322990308935611,1.0388350366546555
6,0.09993444024758094,0.014189582958050161,0.2339459226553824,1.0456950110174055
7,0.10378319684111469,0.014971570662479897,0.23890682431685006,1.053517818506089
8,0.10393951399780929,0.01504032724154204,0.23688740645391929,1.0496669231053044
9,0.10613199588517508,0.015402193848055983,0.23918086491024598,1.0539105487964395
10,0.10825866689432752,0.015912667490774506,0.24114015590723983,1.0440376439092343
11,0.11118446231559545,0.016418188816305884,0.2450539865168591,1.0505440448221077
12,0.11236874142552852,0.016838213921994794,0.2454857568538575,1.063520890748479
13,0.1130636904089484,0.017313337188941787,0.2450757514145116,1.0700369366804758
14,0.11594309875348269,0.01803697294959862,0.24868798407819795,1.0776177260568105
15,0.11641782910429387,0.018106733386453935,0.24883635527138798,1.0769518063943557
16,0.11592407752803546,0.01817019500926944,0.24687215877304203,1.0907464158572053
17,0.11586348155295997,0.018172909710857783,0.2455552320697911,1.0910897010530585
18,0.11428203300721673,0.017819722114004125,0.24182460744760745,1.0902839876400618
19,0.11651839953211646,0.018558914228209166,0.2450727283707189,1.070852516219375
20,0.11799553064792914,0.018903056630420804,0.24683622040582867,1.0664102170545078
21,0.11851356362594656,0.018862802350552908,0.24734439221929072,1.0982806143571373
22,0.12079489347851166,0.01960355048992438,0.250713133180811,1.1047907349705675
23,0.12332049426682606,0.020141296471340803,0.25485888301225174,1.2390689010356837
24,0.12107039835672329,0.01956289982881195,0.2501456146517282,1.1257794238608614
25,0.12227939375524562,0.019808515044051886,0.2516359514210431,1.084048659919619
26,0.12426326782643712,0.02036890723298335,0.253955715837875,1.0944920141498107
27,0.12141081170987768,0.01968543349800341,0.24815323777625029,1.0689374920002013
28,0.12054609546839597,0.019447592303107053,0.24662688158302865,1.1461923353095151
29,0.12064675088863026,0.01926851520344087,0.24730393693200672,1.1641393469983008
30,0.11893556366499733,0.01890129307909048,0.24465848439513352,1.175757624787187
31,0.12002050724129296,0.018901228853390153,0.24699290589748826,1.1912761890192387
