rND	rKL	rRD	equal_ex	centrality	type
0.2013918177280099	0.04878584063736582	0.29723031579444953	1.132182793722229	PageRank	random
0.025367462136602834	0.0011165093669538396	0.04132763367926538	1.0077280793616026	PageRank	matched
0.19177477832541243	0.04540013904129042	0.28462411455365266	1.0945721089616651	PageRank05	random
0.024592266845827153	0.001141170679482144	0.03933038482500752	1.00705668033363	PageRank05	matched
0.17877917004895869	0.039519580607868275	0.26883460519552743	1.1670219387653866	InDegreeStrength	random
0.021179963586651966	0.0009614291631858076	0.03306475041169405	1.026519967633328	InDegreeStrength	matched
0.17699734748365126	0.04005371055815855	0.2641441014278544	0.9979891737605984	Rank	random
0.13037955677182897	0.022366988767834207	0.20387241250952043	0.9985548679136174	Rank	matched
