index,rND,rKL,rRD,equal_ex
0,0.08748436543076281,0.011500765102797924,0.24083855124206957,1.0694818816853702
1,0.10130692572404187,0.014648279413678945,0.26338870437203943,1.069534964885766
2,0.10561336743845817,0.01577190853337553,0.2645304867287968,1.0668733367101173
3,0.10495325132052982,0.015621160627405744,0.25675602218083443,1.0621871339217746
4,0.1032365928961046,0.015237945477560704,0.24806869262389192,1.0579041654821713
5,0.10071829424989498,0.014677516388249942,0.2387939030583334,1.0538328489735578
6,0.10239647062794262,0.015007737315281025,0.23920901365965913,1.0525179205518043
7,0.10610773526246735,0.015687894996271386,0.24390628967240247,1.0530982664765642
8,0.10492376713392612,0.015631082513758464,0.23868344393452337,1.0513274942782973
9,0.10719345021785343,0.016067627425651383,0.2411004555664961,1.0513406814091608
10,0.10851274189616843,0.01609841800711811,0.24142695646847612,1.051142243095847
11,0.10981218305919052,0.016354245982727854,0.24191748144530173,1.0504603655387803
12,0.11141495865837446,0.017146624478786857,0.24295701847643492,1.0498649214261595
13,0.11135341242931324,0.017299984201084292,0.2410848241895921,1.0489670337087276
14,0.11241091202409381,0.017337215933825388,0.24111027766348644,1.0490569249154542
15,0.11338474570486248,0.01762802626172853,0.24246632420691974,1.0490891500706907
16,0.11176469062789794,0.017604761985378473,0.23795170179708186,1.0475943981687197
17,0.11235960884656837,0.017829923176906286,0.23791321808937313,1.0471953248920343
18,0.1135208185456858,0.018478251831690086,0.23945763638633483,1.047197986044117
19,0.11456501798702143,0.018783300169091053,0.24045574336642578,1.0476974981411251
20,0.11512596047928511,0.018959506336259303,0.24032116443161394,1.0473382878951865
21,0.11483705579617316,0.01879878300204686,0.23917432483210294,1.0466301979701147
22,0.11679345920483446,0.019264907592578213,0.2420881741651244,1.0468399421015513
23,0.11983554533460089,0.020004373571804977,0.24729034868165226,1.0474460404560915
24,0.11919872076797262,0.02001845649288531,0.24561351556094194,1.046960973999654
25,0.11906111723775113,0.02028331902379226,0.24419316814963843,1.0467360664744623
26,0.11965857765835712,0.020285786655443828,0.2440183669695528,1.0467604534487478
27,0.11654899846115516,0.0196053335474836,0.23757212307093373,1.0450361621532762
28,0.113845147168862,0.019172814055940676,0.2322135486859987,1.0444661315773622
29,0.10986900533610568,0.01833504141526484,0.2245670559099453,1.0432664337789364
30,0.10610791018172974,0.017397473023751633,0.2178399960563889,1.0419100646670931
31,0.10642444122128433,0.01737478290474511,0.2185174019545118,1.0423293695367486
