rND
0.11820415229796867
0.1172457366334305
0.11320752999072042
0.11234030516369846
0.11906372699098597
0.11353758195753465
0.11989685350166218
0.11366739631306988
0.11391142311007377
0.11462873871035013
0.11415369065651007
0.11477223731860954
0.11714665593878038
0.11690381994024145
0.11556145317233789
0.11488744742362166
0.1149454836613595
0.11687458180499773
0.11653078828729788
0.11626753967619424
