rND
0.11493390712731463
0.11680042086926029
0.11578887872752172
0.11956344132685967
0.11407311921903765
0.10952027309742451
0.10934512377324646
0.1196564494436969
0.11317148502331979
0.11350795305932755
0.10951339717802695
0.11444693824320824
0.11026841213551353
0.10910076850010958
0.11424033782797724
0.11272810785882259
0.11227745339214491
0.11025480271058326
0.11368283673008009
0.10896476777221657
