node_id,closeness,betweenness,pagerank,eigenvector,gender
2283569978,0.4641860465116279,0.0025104177734424217,0.0021594565928348473,0.04951097027326621,1
2677747961,0.4324090121317158,0.0020644568239710534,0.001656344367555962,0.0340557030628194,1
2718182463,0.47751196172248805,0.0029419186704599566,0.0027258579483871712,0.058033469455951774,0
2191058984,0.4467323187108326,0.0016841360819934402,0.0019163983190880625,0.04153774209937459,0
2629114041,0.4725378787878788,0.0021507408680263777,0.0023539179005647583,0.05516327119278268,1
2669676295,0.4290627687016337,0.0014403545972480204,0.0015417988022181318,0.03151541793016038,1
2649437862,0.45487693710118504,0.002862017450934228,0.0019662828819239017,0.04408157433958999,1
2548006782,0.44395017793594305,0.0030191910892035634,0.0019325780373839676,0.041255643117057025,1
2632010306,0.4459338695263628,0.0023806521568902404,0.00191963573919415,0.04112696966861453,0
2005934094,0.4467323187108326,0.0016249547231463846,0.001835291897553242,0.040074986485005466,1
2077589951,0.46505125815470644,0.002369272287832075,0.0021469339020252273,0.0508744355638912,1
2234412168,0.42869415807560135,0.0018111775621348942,0.001541816455229828,0.03244872002559364,1
2504591248,0.4552919708029197,0.0026761838934722514,0.002146844027630884,0.04678831951045387,1
2323636484,0.46854460093896716,0.003571684639584542,0.002355338010038307,0.0529523099189256,0
2658804354,0.4186241610738255,0.001699876545767965,0.001412869236165569,0.028332539360583022,1
2417554160,0.44355555555555554,0.0019780824783847666,0.0017906130782037088,0.04182852737109132,1
2664648578,0.454049135577798,0.0019150686684060777,0.0019408643375010744,0.04232193860647227,0
2732897023,0.45906163753449863,0.001960576262358877,0.0021210041694128086,0.047420463798958756,0
2059521303,0.4594843462246777,0.0033854579369580876,0.0021266126875432653,0.04904805693412276,1
2117047606,0.44434550311665183,0.0026305987854347737,0.0017748550580686307,0.03881950079640598,1
146901882,0.46722846441947563,0.004024669338000004,0.00237743885790748,0.05285296983301027,1
2527407473,0.4250425894378194,0.0018664587316510233,0.001534433887895578,0.03296835904992438,1
