node_id,closeness,betweenness,pagerank,eigenvector,gender
2400747110,0.07034247548671309,0.0077531568407011725,0.0008665200079168952,0.00562247803589937,0
1940250012,0.06941522928060581,0.014186604234471056,0.0006065924036557006,0.00821040819734031,1
2128071624,0.07468316234158118,0.010609750425526542,0.0009547831334770679,0.019978501248643338,1
2603107146,0.07445848375451264,0.014728518048712658,0.0006969652464281994,0.015679092326334496,0
2119494306,0.08042242079610074,0.02887478786988652,0.0013642906474111993,0.029941754373380192,1
2193008886,0.08742493818438714,0.04440404761980057,0.0024788739145645226,0.05717862595897684,1
2097685866,0.07746478873239436,0.00316774476298343,0.000933568979947702,0.02789277458176298,1
2635336671,0.0966796875,0.02202659815081867,0.0022415202749673816,0.09885127059013545,1
2715541175,0.07000424268137463,0.01903410168796363,0.0008354703636398657,0.02332216721434815,1
2367905234,0.08836129953588004,0.02233001623196088,0.0029770948689654226,0.08730201098574414,1
2169226598,0.07523939808481532,0.019986515070500418,0.0018534418071047825,0.04453409097406775,1
2103051980,0.08133420966151823,0.028798775595063178,0.003631862682896739,0.08503890291530955,1
2679726302,0.0815485996705107,0.006387704451301524,0.001864562531640523,0.0750822912954649,0
2266229306,0.08870967741935484,0.014783162678509487,0.0024220217226445483,0.09883694415729417,1
2069459649,0.0929054054054054,0.029078455397977793,0.001697004598478271,0.10369275500655925,0
1468337494,0.08727080394922426,0.02415987346541225,0.0019081492345170105,0.10606297726434318,0
2566068337,0.09278350515463918,0.0422879094624297,0.0022784940241825174,0.06919233509249263,1
2439390369,0.0,0.0,0.00031047715097658727,6.2811872120590065e-83,0
2401246019,0.0726552179656539,0.003952115128685134,0.0005804633596793551,0.005084819933062978,0
2146199934,0.07816200852676457,0.00984557883536564,0.000635128668181053,0.009710327331482338,1
2301571832,0.07803878291029481,0.00032984308644061884,0.000635128668181053,0.009710327331482338,1
2579080830,0.08461538461538462,0.01545364905881119,0.0011456014370489574,0.018543515669866863,1
2616504341,0.09240246406570841,0.025542999976203726,0.001965563860673981,0.035411979473241186,0
